FL_DATE,DEP_HOUR,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_Date,CRS_DEP_Date,TAXI_OUT,DEP_DELAY,AIR_TIME,CANCELLED,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,ACTIVE_WEATHER
1/21/2022,8,AA,2813,N939AN,JFK,AUS,1/21/202,1/21/202,14,18,223,0,2000,Boeing,B738,0
1/21/2022,0,B6,1185,N375JB,JFK,RDU,1/21/202,1/21/202,0,0,0,2,2013,Embraer,E190,0
1/21/2022,21,B6,1295,N641JB,JFK,AUS,1/21/202,1/21/202,16,65,223,0,2006,Airbus,A320,0
1/21/2022,13,B6,285,N231JB,JFK,RDU,1/21/202,1/21/202,16,85,85,0,2006,Embraer,E190,0
1/21/2022,13,B6,295,N806JB,JFK,AUS,1/21/202,1/21/202,14,-2,232,0,2012,Airbus,A320,0
1/21/2022,0,B6,385,N316JB,JFK,RDU,1/21/202,1/21/202,0,0,0,2,2009,Embraer,E190,0
1/21/2022,5,B6,585,N594JB,JFK,RDU,1/21/202,1/21/202,17,-8,84,0,2004,Airbus,A320,0
1/21/2022,20,B6,97,N958JB,JFK,DEN,1/21/202,1/21/202,29,8,230,0,2015,Airbus,A321,0
1/21/2022,19,DL,1077,N849DN,JFK,DEN,1/21/202,1/21/202,20,-2,234,0,2015,Boeing,B739,0
1/21/2022,7,DL,1170,N722TW,JFK,DEN,1/21/202,1/21/202,24,-8,234,0,1999,Boeing,B752,0
1/21/2022,12,DL,1175,N348NB,JFK,AUS,1/21/202,1/21/202,13,-6,229,0,2002,Airbus,A319,0
1/21/2022,16,9E,4829,N906XJ,JFK,RDU,1/21/202,1/21/202,14,-7,87,0,2007,Bombardier,CRJ9,0
1/21/2022,8,9E,4873,N293PQ,JFK,RDU,1/21/202,1/21/202,29,-5,87,0,2013,Bombardier,CRJ9,0
1/21/2022,11,9E,5113,N906XJ,JFK,RDU,1/21/202,1/21/202,24,-2,85,0,2007,Bombardier,CRJ9,0
1/21/2022,13,YX,5619,N204JQ,JFK,RDU,1/21/202,1/21/202,12,-6,90,0,2008,Embraer,E75L,0
1/21/2022,18,DL,655,N397DN,JFK,AUS,1/21/202,1/21/202,11,-12,220,0,2019,Airbus,A321,0
1/21/2022,8,DL,659,N345NB,JFK,AUS,1/21/202,1/21/202,19,-1,232,0,2002,Airbus,A319,0
1/22/2022,17,AA,2772,N946AN,JFK,AUS,1/22/202,1/22/202,15,-8,227,0,2000,Boeing,B738,0
1/22/2022,7,AA,2813,N968NN,JFK,AUS,1/22/202,1/22/202,15,-8,227,0,2015,Boeing,B738,0
1/22/2022,14,YX,4503,N106HQ,JFK,RDU,1/22/202,1/22/202,25,15,75,0,2007,Embraer,E75L,0
1/22/2022,16,YX,4540,N112HQ,JFK,RDU,1/22/202,1/22/202,25,-4,76,0,2007,Embraer,E75L,0
1/22/2022,12,YX,4628,N444YX,JFK,RDU,1/22/202,1/22/202,20,-12,82,0,2015,Embraer,E75L,0
1/22/2022,7,YX,4926,N401YX,JFK,RDU,1/22/202,1/22/202,21,-8,77,0,2013,Embraer,E75L,0
1/22/2022,0,B6,1185,N329JB,JFK,RDU,1/22/202,1/22/202,0,0,0,1,2011,Embraer,E190,0
1/22/2022,15,B6,285,N328JB,JFK,RDU,1/22/202,1/22/202,20,189,75,0,2011,Embraer,E190,0
1/22/2022,14,B6,295,N508JL,JFK,AUS,1/22/202,1/22/202,18,28,231,0,2000,Airbus,A320,0
1/22/2022,21,B6,385,N317JB,JFK,RDU,1/22/202,1/22/202,13,78,81,0,2010,Embraer,E190,0
1/22/2022,5,B6,585,N571JB,JFK,RDU,1/22/202,1/22/202,23,-9,78,0,2003,Airbus,A320,0
1/22/2022,7,B6,795,N779JB,JFK,AUS,1/22/202,1/22/202,22,2,223,0,2009,Airbus,A320,0
1/22/2022,20,B6,97,N956JT,JFK,DEN,1/22/202,1/22/202,15,16,227,0,2015,Airbus,A321,0
1/22/2022,19,DL,1077,N859DN,JFK,DEN,1/22/202,1/22/202,28,-7,235,0,2016,Boeing,B739,0
1/22/2022,7,DL,1170,N721TW,JFK,DEN,1/22/202,1/22/202,16,-4,233,0,1999,Boeing,B752,0
1/22/2022,16,9E,4829,N309PQ,JFK,RDU,1/22/202,1/22/202,16,-3,78,0,2014,Bombardier,CRJ9,0
1/22/2022,8,9E,4873,N678CA,JFK,RDU,1/22/202,1/22/202,14,-9,71,0,2007,Bombardier,CRJ9,0
1/22/2022,10,9E,5113,N309PQ,JFK,RDU,1/22/202,1/22/202,12,-10,71,0,2014,Bombardier,CRJ9,0
1/22/2022,19,9E,5247,N299PQ,JFK,RDU,1/22/202,1/22/202,16,-7,74,0,2013,Bombardier,CRJ9,0
1/22/2022,13,9E,5447,N293PQ,JFK,RDU,1/22/202,1/22/202,22,-5,74,0,2013,Bombardier,CRJ9,0
1/22/2022,18,DL,655,N348NB,JFK,AUS,1/22/202,1/22/202,48,1,223,0,2002,Airbus,A319,0
1/22/2022,8,DL,659,N348NB,JFK,AUS,1/22/202,1/22/202,11,-11,224,0,2002,Airbus,A319,0
1/23/2022,17,AA,2772,N973NN,JFK,AUS,1/23/202,1/23/202,12,27,219,0,2015,Boeing,B738,0
1/23/2022,7,AA,2813,N821NN,JFK,AUS,1/23/202,1/23/202,23,-3,223,0,2010,Boeing,B738,0
1/23/2022,14,YX,4503,N131HQ,JFK,RDU,1/23/202,1/23/202,24,-11,79,0,2008,Embraer,E75L,0
1/23/2022,22,YX,4533,N403YX,JFK,RDU,1/23/202,1/23/202,45,41,74,0,2013,Embraer,E75L,0
1/23/2022,16,YX,4540,N435YX,JFK,RDU,1/23/202,1/23/202,27,-9,82,0,2014,Embraer,E75L,0
1/23/2022,12,YX,4628,N444YX,JFK,RDU,1/23/202,1/23/202,16,-13,77,0,2015,Embraer,E75L,0
1/23/2022,7,YX,4926,N438YX,JFK,RDU,1/23/202,1/23/202,19,-8,81,0,2014,Embraer,E75L,0
1/23/2022,17,B6,1185,N247JB,JFK,RDU,1/23/202,1/23/202,21,-6,75,0,2006,Embraer,E190,0
1/23/2022,21,B6,1295,N649JB,JFK,AUS,1/23/202,1/23/202,105,46,217,0,2006,Airbus,A320,0
1/23/2022,12,B6,285,N238JB,JFK,RDU,1/23/202,1/23/202,28,-3,79,0,2006,Embraer,E190,0
1/23/2022,13,B6,295,N504JB,JFK,AUS,1/23/202,1/23/202,13,5,215,0,1999,Airbus,A320,0
1/23/2022,21,B6,385,N368JB,JFK,RDU,1/23/202,1/23/202,63,21,75,0,2013,Embraer,E190,0
1/23/2022,5,B6,585,N653JB,JFK,RDU,1/23/202,1/23/202,16,-10,81,0,2007,Airbus,A320,0
1/23/2022,22,B6,97,N627JB,JFK,DEN,1/23/202,1/23/202,57,153,229,0,2005,Airbus,A320,0
1/23/2022,21,DL,1077,N930DZ,JFK,DEN,1/23/202,1/23/202,59,68,230,0,2019,Boeing,B739,0
1/23/2022,7,DL,1170,N707TW,JFK,DEN,1/23/202,1/23/202,15,-9,223,0,1997,Boeing,B752,0
1/23/2022,12,DL,1175,N322NB,JFK,AUS,1/23/202,1/23/202,15,-11,219,0,2001,Airbus,A319,0
1/23/2022,17,9E,4829,N582CA,JFK,RDU,1/23/202,1/23/202,22,12,78,0,2008,Bombardier,CRJ9,0
1/23/2022,8,9E,4873,N604LR,JFK,RDU,1/23/202,1/23/202,24,-5,86,0,2007,Bombardier,CRJ9,0
1/23/2022,12,9E,5113,N582CA,JFK,RDU,1/23/202,1/23/202,21,30,76,0,2008,Bombardier,CRJ9,0
1/23/2022,19,9E,5247,N691CA,JFK,RDU,1/23/202,1/23/202,16,-2,70,0,2007,Bombardier,CRJ9,0
1/23/2022,13,YX,5619,N212JQ,JFK,RDU,1/23/202,1/23/202,29,-7,81,0,2008,Embraer,E75L,0
1/23/2022,18,DL,655,N316NB,JFK,AUS,1/23/202,1/23/202,12,-1,224,0,2000,Airbus,A319,0
1/23/2022,8,DL,659,N316NB,JFK,AUS,1/23/202,1/23/202,23,-8,220,0,2000,Airbus,A319,0
1/24/2022,20,AA,2772,N956AN,JFK,AUS,1/24/202,1/24/202,22,189,235,0,2001,Boeing,B738,0
1/24/2022,7,AA,2813,N342PM,JFK,AUS,1/24/202,1/24/202,14,-4,235,0,2017,Boeing,B738,0
1/24/2022,14,YX,4503,N135HQ,JFK,RDU,1/24/202,1/24/202,13,-9,76,0,2008,Embraer,E75L,1
1/24/2022,21,YX,4533,N125HQ,JFK,RDU,1/24/202,1/24/202,26,-18,77,0,2007,Embraer,E75L,0
1/24/2022,16,YX,4540,N416YX,JFK,RDU,1/24/202,1/24/202,20,-5,76,0,2013,Embraer,E75L,0
1/24/2022,14,YX,4628,N122HQ,JFK,RDU,1/24/202,1/24/202,32,71,75,0,2007,Embraer,E75L,1
1/24/2022,7,YX,4926,N448YX,JFK,RDU,1/24/202,1/24/202,18,-11,74,0,2020,Embraer,E75L,0
1/24/2022,17,B6,1185,N184JB,JFK,RDU,1/24/202,1/24/202,19,3,71,0,2005,Embraer,E190,0
1/24/2022,12,B6,285,N274JB,JFK,RDU,1/24/202,1/24/202,13,-4,72,0,2007,Embraer,E190,0
1/24/2022,14,B6,295,N568JB,JFK,AUS,1/24/202,1/24/202,11,25,236,0,2003,Airbus,A320,1
1/24/2022,22,B6,385,N309JB,JFK,RDU,1/24/202,1/24/202,30,97,71,0,2009,Embraer,E190,0
1/24/2022,5,B6,585,N618JB,JFK,RDU,1/24/202,1/24/202,14,-8,74,0,2005,Airbus,A320,0
1/24/2022,7,B6,795,N623JB,JFK,AUS,1/24/202,1/24/202,50,32,235,0,2005,Airbus,A320,0
1/24/2022,19,B6,97,N2044J,JFK,DEN,1/24/202,1/24/202,37,-3,250,0,2020,Airbus,A21N,0
1/24/2022,19,DL,1077,N889DN,JFK,DEN,1/24/202,1/24/202,31,-10,250,0,2017,Boeing,B739,0
1/24/2022,8,DL,1170,N185DN,JFK,DEN,1/24/202,1/24/202,40,51,242,0,1995,Boeing,B763,0
1/24/2022,12,DL,1175,N365NB,JFK,AUS,1/24/202,1/24/202,10,-8,249,0,2003,Airbus,A319,0
1/24/2022,16,9E,4829,N176PQ,JFK,RDU,1/24/202,1/24/202,25,-5,76,0,2008,Bombardier,CRJ9,0
1/24/2022,11,9E,4873,N314PQ,JFK,RDU,1/24/202,1/24/202,15,167,72,0,2014,Bombardier,CRJ9,0
1/24/2022,11,9E,5113,N320PQ,JFK,RDU,1/24/202,1/24/202,20,-5,71,0,2014,Bombardier,CRJ9,0
1/24/2022,19,9E,5247,N181GJ,JFK,RDU,1/24/202,1/24/202,35,19,72,0,2008,Bombardier,CRJ9,0
1/24/2022,13,YX,5619,N214JQ,JFK,RDU,1/24/202,1/24/202,18,-8,73,0,2008,Embraer,E75L,0
1/24/2022,18,DL,655,N322NB,JFK,AUS,1/24/202,1/24/202,32,-7,237,0,2001,Airbus,A319,0
1/24/2022,8,DL,659,N322NB,JFK,AUS,1/24/202,1/24/202,65,-7,236,0,2001,Airbus,A319,0
1/25/2022,17,AA,2772,N940NN,JFK,AUS,1/25/202,1/25/202,23,-6,238,0,2013,Boeing,B738,0
1/25/2022,7,AA,2813,N922NN,JFK,AUS,1/25/202,1/25/202,17,-9,244,0,2013,Boeing,B738,0
1/25/2022,14,YX,4503,N436YX,JFK,RDU,1/25/202,1/25/202,23,-10,80,0,2014,Embraer,E75L,0
1/25/2022,16,YX,4540,N412YX,JFK,RDU,1/25/202,1/25/202,22,-7,78,0,2013,Embraer,E75L,0
1/25/2022,12,YX,4628,N105HQ,JFK,RDU,1/25/202,1/25/202,26,-10,78,0,2007,Embraer,E75L,0
1/25/2022,7,YX,4926,N138HQ,JFK,RDU,1/25/202,1/25/202,21,12,77,0,2008,Embraer,E75L,0
1/25/2022,17,B6,1185,N179JB,JFK,RDU,1/25/202,1/25/202,42,-2,79,0,2005,Embraer,E190,0
1/25/2022,12,B6,285,N316JB,JFK,RDU,1/25/202,1/25/202,11,-10,75,0,2009,Embraer,E190,0
1/25/2022,13,B6,295,N766JB,JFK,AUS,1/25/202,1/25/202,11,-8,240,0,2008,Airbus,A320,0
1/25/2022,20,B6,385,N316JB,JFK,RDU,1/25/202,1/25/202,17,-2,77,0,2009,Embraer,E190,0
1/25/2022,5,B6,585,N504JB,JFK,RDU,1/25/202,1/25/202,12,-8,77,0,1999,Airbus,A320,0
1/25/2022,20,B6,97,N903JB,JFK,DEN,1/25/202,1/25/202,22,5,233,0,2013,Airbus,A321,0
1/25/2022,19,DL,1077,N906DN,JFK,DEN,1/25/202,1/25/202,29,-11,229,0,2018,Boeing,B739,0
1/25/2022,8,DL,1170,N721TW,JFK,DEN,1/25/202,1/25/202,42,4,251,0,1999,Boeing,B752,0
1/25/2022,12,DL,1175,N322NB,JFK,AUS,1/25/202,1/25/202,15,-12,256,0,2001,Airbus,A319,0
1/25/2022,17,9E,4829,N200PQ,JFK,RDU,1/25/202,1/25/202,20,12,74,0,2008,Bombardier,CRJ9,0
1/25/2022,8,9E,4873,N398CA,JFK,RDU,1/25/202,1/25/202,19,-10,77,0,2003,Bombardier,CRJ7,0
1/25/2022,11,9E,5113,N200PQ,JFK,RDU,1/25/202,1/25/202,14,-10,82,0,2008,Bombardier,CRJ9,0
1/25/2022,19,9E,5247,N695CA,JFK,RDU,1/25/202,1/25/202,15,-1,77,0,2006,Bombardier,CRJ9,0
1/25/2022,13,YX,5619,N211JQ,JFK,RDU,1/25/202,1/25/202,11,-4,78,0,2008,Embraer,E75L,0
1/25/2022,18,DL,655,N365NB,JFK,AUS,1/25/202,1/25/202,41,-8,243,0,2003,Airbus,A319,0
1/25/2022,8,DL,659,N365NB,JFK,AUS,1/25/202,1/25/202,14,-8,240,0,2003,Airbus,A319,0
1/26/2022,17,AA,2772,N355PU,JFK,AUS,1/26/202,1/26/202,25,-4,234,0,2017,Boeing,B738,0
1/26/2022,7,AA,2813,N906NN,JFK,AUS,1/26/202,1/26/202,14,-7,244,0,2012,Boeing,B738,0
1/26/2022,14,YX,4503,N118HQ,JFK,RDU,1/26/202,1/26/202,21,-9,86,0,2007,Embraer,E75L,0
1/26/2022,16,YX,4540,N131HQ,JFK,RDU,1/26/202,1/26/202,17,-2,87,0,2008,Embraer,E75L,0
1/26/2022,12,YX,4628,N115HQ,JFK,RDU,1/26/202,1/26/202,15,-9,83,0,2007,Embraer,E75L,0
1/26/2022,7,YX,4926,N416YX,JFK,RDU,1/26/202,1/26/202,23,-6,88,0,2013,Embraer,E75L,0
1/26/2022,17,B6,1185,N337JB,JFK,RDU,1/26/202,1/26/202,11,-5,81,0,2011,Embraer,E190,0
1/26/2022,12,B6,285,N375JB,JFK,RDU,1/26/202,1/26/202,15,29,82,0,2013,Embraer,E190,0
1/26/2022,13,B6,295,N796JB,JFK,AUS,1/26/202,1/26/202,23,-9,234,0,2012,Airbus,A320,0
1/26/2022,20,B6,385,N351JB,JFK,RDU,1/26/202,1/26/202,14,-6,77,0,2012,Embraer,E190,0
1/26/2022,5,B6,585,N712JB,JFK,RDU,1/26/202,1/26/202,16,-7,85,0,2008,Airbus,A320,0
1/26/2022,19,B6,97,N997JL,JFK,DEN,1/26/202,1/26/202,26,-8,227,0,2018,Airbus,A321,0
1/26/2022,19,DL,1077,N913DU,JFK,DEN,1/26/202,1/26/202,30,-1,231,0,2018,Boeing,B739,0
1/26/2022,8,DL,1170,N723TW,JFK,DEN,1/26/202,1/26/202,13,-3,233,0,2000,Boeing,B752,0
1/26/2022,12,DL,1175,N365NB,JFK,AUS,1/26/202,1/26/202,12,-6,241,0,2003,Airbus,A319,0
1/26/2022,16,9E,4829,N307PQ,JFK,RDU,1/26/202,1/26/202,17,-9,86,0,2014,Bombardier,CRJ9,0
1/26/2022,8,9E,4873,N906XJ,JFK,RDU,1/26/202,1/26/202,23,-5,85,0,2007,Bombardier,CRJ9,0
1/26/2022,11,9E,5113,N307PQ,JFK,RDU,1/26/202,1/26/202,20,-5,84,0,2014,Bombardier,CRJ9,0
1/26/2022,19,9E,5247,N147PQ,JFK,RDU,1/26/202,1/26/202,19,-3,76,0,2007,Bombardier,CRJ9,0
1/26/2022,13,YX,5619,N204JQ,JFK,RDU,1/26/202,1/26/202,14,-5,91,0,2008,Embraer,E75L,0
1/26/2022,18,DL,655,N322NB,JFK,AUS,1/26/202,1/26/202,25,-9,231,0,2001,Airbus,A319,0
1/26/2022,8,DL,659,N322NB,JFK,AUS,1/26/202,1/26/202,13,-5,242,0,2001,Airbus,A319,0
1/27/2022,17,AA,2772,N852NN,JFK,AUS,1/27/202,1/27/202,14,-6,236,0,2010,Boeing,B738,0
1/27/2022,7,AA,2813,N997NN,JFK,AUS,1/27/202,1/27/202,20,-9,228,0,2016,Boeing,B738,0
1/27/2022,14,YX,4503,N126HQ,JFK,RDU,1/27/202,1/27/202,15,-8,70,0,2008,Embraer,E75L,0
1/27/2022,21,YX,4533,N105HQ,JFK,RDU,1/27/202,1/27/202,20,-6,72,0,2007,Embraer,E75L,0
1/27/2022,16,YX,4540,N109HQ,JFK,RDU,1/27/202,1/27/202,20,-3,73,0,2007,Embraer,E75L,0
1/27/2022,12,YX,4628,N137HQ,JFK,RDU,1/27/202,1/27/202,15,-13,68,0,2008,Embraer,E75L,0
1/27/2022,7,YX,4926,N132HQ,JFK,RDU,1/27/202,1/27/202,17,-9,69,0,2008,Embraer,E75L,0
1/27/2022,17,B6,1185,N193JB,JFK,RDU,1/27/202,1/27/202,29,-4,70,0,2005,Embraer,E190,0
1/27/2022,20,B6,1295,N636JB,JFK,AUS,1/27/202,1/27/202,16,0,239,0,2006,Airbus,A320,0
1/27/2022,12,B6,285,N274JB,JFK,RDU,1/27/202,1/27/202,26,-8,70,0,2007,Embraer,E190,0
1/27/2022,13,B6,295,N746JB,JFK,AUS,1/27/202,1/27/202,18,-1,237,0,2008,Airbus,A320,0
1/27/2022,20,B6,385,N306JB,JFK,RDU,1/27/202,1/27/202,18,-3,71,0,2009,Embraer,E190,0
1/27/2022,5,B6,585,N663JB,JFK,RDU,1/27/202,1/27/202,16,-12,70,0,2007,Airbus,A320,0
1/27/2022,20,B6,97,N966JT,JFK,DEN,1/27/202,1/27/202,23,10,228,0,2016,Airbus,A321,0
1/27/2022,21,DL,1077,N884DN,JFK,DEN,1/27/202,1/27/202,24,65,224,0,2017,Boeing,B739,0
1/27/2022,8,DL,1170,N718TW,JFK,DEN,1/27/202,1/27/202,16,-3,243,0,1999,Boeing,B752,0
1/27/2022,12,DL,1175,N336NB,JFK,AUS,1/27/202,1/27/202,18,-8,234,0,2002,Airbus,A319,0
1/27/2022,16,9E,4829,N337PQ,JFK,RDU,1/27/202,1/27/202,29,-10,72,0,2014,Bombardier,CRJ9,0
1/27/2022,8,9E,4873,N299PQ,JFK,RDU,1/27/202,1/27/202,23,6,67,0,2013,Bombardier,CRJ9,0
1/27/2022,11,9E,5113,N337PQ,JFK,RDU,1/27/202,1/27/202,34,-8,70,0,2014,Bombardier,CRJ9,0
1/27/2022,19,9E,5247,N301PQ,JFK,RDU,1/27/202,1/27/202,15,-6,70,0,2013,Bombardier,CRJ9,0
1/27/2022,13,YX,5619,N218JQ,JFK,RDU,1/27/202,1/27/202,13,-7,72,0,2007,Embraer,E75L,0
1/27/2022,19,DL,655,N365NB,JFK,AUS,1/27/202,1/27/202,18,25,233,0,2003,Airbus,A319,0
1/27/2022,8,DL,659,N365NB,JFK,AUS,1/27/202,1/27/202,26,-5,225,0,2003,Airbus,A319,0
1/28/2022,17,AA,2772,N880NN,JFK,AUS,1/28/202,1/28/202,24,-3,217,0,2011,Boeing,B738,1
1/28/2022,8,AA,2813,N352PS,JFK,AUS,1/28/202,1/28/202,42,7,230,0,2017,Boeing,B738,0
1/28/2022,14,YX,4503,N450YX,JFK,RDU,1/28/202,1/28/202,36,14,82,0,2021,Embraer,E75L,1
1/28/2022,16,YX,4540,N429YX,JFK,RDU,1/28/202,1/28/202,41,-10,83,0,2014,Embraer,E75L,1
1/28/2022,12,YX,4628,N452YX,JFK,RDU,1/28/202,1/28/202,48,-10,81,0,2021,Embraer,E75L,0
1/28/2022,7,YX,4926,N433YX,JFK,RDU,1/28/202,1/28/202,30,-10,79,0,2014,Embraer,E75L,0
1/28/2022,18,B6,1185,N307JB,JFK,RDU,1/28/202,1/28/202,16,59,85,0,2009,Embraer,E190,1
1/28/2022,20,B6,1295,N805JB,JFK,AUS,1/28/202,1/28/202,93,-7,207,0,2012,Airbus,A320,1
1/28/2022,12,B6,285,N329JB,JFK,RDU,1/28/202,1/28/202,37,23,79,0,2011,Embraer,E190,0
1/28/2022,14,B6,295,N580JB,JFK,AUS,1/28/202,1/28/202,45,26,216,0,2003,Airbus,A320,1
1/28/2022,20,B6,385,N190JB,JFK,RDU,1/28/202,1/28/202,66,9,92,0,2005,Embraer,E190,1
1/28/2022,5,B6,585,N599JB,JFK,RDU,1/28/202,1/28/202,13,-4,76,0,2004,Airbus,A320,0
1/28/2022,21,B6,97,N956JT,JFK,DEN,1/28/202,1/28/202,80,85,217,0,2015,Airbus,A321,1
1/28/2022,21,DL,1077,N913DU,JFK,DEN,1/28/202,1/28/202,52,117,211,0,2018,Boeing,B739,1
1/28/2022,8,DL,1170,N723TW,JFK,DEN,1/28/202,1/28/202,98,-2,224,0,2000,Boeing,B752,0
1/28/2022,12,DL,1175,N365NB,JFK,AUS,1/28/202,1/28/202,49,-9,220,0,2003,Airbus,A319,0
1/28/2022,18,9E,4829,N182GJ,JFK,RDU,1/28/202,1/28/202,16,88,88,0,2008,Bombardier,CRJ9,1
1/28/2022,8,9E,4873,N309PQ,JFK,RDU,1/28/202,1/28/202,93,-2,73,0,2014,Bombardier,CRJ9,0
1/28/2022,12,9E,5113,N182GJ,JFK,RDU,1/28/202,1/28/202,35,61,76,0,2008,Bombardier,CRJ9,0
1/28/2022,0,9E,5247,N901XJ,JFK,RDU,1/28/202,1/28/202,0,0,0,2,2007,Bombardier,CRJ9,0
1/28/2022,0,YX,5619,N209JQ,JFK,RDU,1/28/202,1/28/202,0,0,0,2,2008,Embraer,E75L,0
1/28/2022,0,DL,655,N336NB,JFK,AUS,1/28/202,1/28/202,0,0,0,2,2002,Airbus,A319,0
1/28/2022,10,DL,659,N336NB,JFK,AUS,1/28/202,1/28/202,121,102,216,0,2002,Airbus,A319,0
1/29/2022,0,AA,2772,N969NN,JFK,AUS,1/29/202,1/29/202,0,0,0,2,2015,Boeing,B738,0
1/29/2022,0,AA,2813,N994NN,JFK,AUS,1/29/202,1/29/202,0,0,0,2,2016,Boeing,B738,0
1/29/2022,18,B6,1185,N216JB,JFK,RDU,1/29/202,1/29/202,56,71,65,0,2006,Embraer,E190,2
1/29/2022,0,B6,285,N183JB,JFK,RDU,1/29/202,1/29/202,0,0,0,2,2005,Embraer,E190,0
1/29/2022,0,B6,295,N807JB,JFK,AUS,1/29/202,1/29/202,0,0,0,2,2012,Airbus,A320,0
1/29/2022,0,B6,385,N354JB,JFK,RDU,1/29/202,1/29/202,0,0,0,2,2013,Embraer,E190,0
1/29/2022,0,B6,585,N779JB,JFK,RDU,1/29/202,1/29/202,0,0,0,2,2009,Airbus,A320,0
1/29/2022,0,B6,795,N794JB,JFK,AUS,1/29/202,1/29/202,0,0,0,2,2011,Airbus,A320,0
1/29/2022,1,B6,97,N999JQ,JFK,DEN,1/29/202,1/29/202,16,321,222,0,2018,Airbus,A321,1
1/29/2022,0,DL,1077,N893DN,JFK,DEN,1/29/202,1/29/202,0,0,0,2,2018,Boeing,B739,0
1/29/2022,0,DL,1170,N704X,JFK,DEN,1/29/202,1/29/202,0,0,0,2,1997,Boeing,B752,0
1/29/2022,0,9E,4829,N307PQ,JFK,RDU,1/29/202,1/29/202,0,0,0,2,2014,Bombardier,CRJ9,0
1/29/2022,0,9E,4873,N335PQ,JFK,RDU,1/29/202,1/29/202,0,0,0,2,2014,Bombardier,CRJ9,0
1/29/2022,0,9E,5113,N320PQ,JFK,RDU,1/29/202,1/29/202,0,0,0,2,2014,Bombardier,CRJ9,0
1/29/2022,0,9E,5247,N182GJ,JFK,RDU,1/29/202,1/29/202,0,0,0,2,2008,Bombardier,CRJ9,0
1/29/2022,0,9E,5447,N182GJ,JFK,RDU,1/29/202,1/29/202,0,0,0,2,2008,Bombardier,CRJ9,0
1/29/2022,0,DL,655,N365NB,JFK,AUS,1/29/202,1/29/202,0,0,0,2,2003,Airbus,A319,0
1/29/2022,0,DL,659,N365NB,JFK,AUS,1/29/202,1/29/202,0,0,0,2,2003,Airbus,A319,0
1/30/2022,0,AA,2772,N994NN,JFK,AUS,1/30/202,1/30/202,0,0,0,2,2016,Boeing,B738,0
1/30/2022,0,AA,2813,N344PP,JFK,AUS,1/30/202,1/30/202,0,0,0,2,2017,Boeing,B738,0
1/30/2022,14,YX,4503,N408YX,JFK,RDU,1/30/202,1/30/202,36,-9,73,0,2013,Embraer,E75L,0
1/30/2022,21,YX,4533,N410YX,JFK,RDU,1/30/202,1/30/202,23,-2,72,0,2013,Embraer,E75L,0
1/30/2022,16,YX,4540,N403YX,JFK,RDU,1/30/202,1/30/202,18,-2,76,0,2013,Embraer,E75L,0
1/30/2022,13,YX,4628,N114HQ,JFK,RDU,1/30/202,1/30/202,20,7,71,0,2007,Embraer,E75L,0
1/30/2022,0,B6,1185,N328JB,JFK,RDU,1/30/202,1/30/202,18,446,68,0,2011,Embraer,E190,0
1/30/2022,23,B6,1295,N834JB,JFK,AUS,1/30/202,1/30/202,25,189,202,0,2013,Airbus,A320,0
1/30/2022,14,B6,285,N216JB,JFK,RDU,1/30/202,1/30/202,20,148,70,0,2006,Embraer,E190,0
1/30/2022,17,B6,295,N657JB,JFK,AUS,1/30/202,1/30/202,40,231,203,0,2007,Airbus,A320,0
1/30/2022,0,B6,385,N266JB,JFK,RDU,1/30/202,1/30/202,0,0,0,2,2007,Embraer,E190,0
1/30/2022,7,B6,585,N729JB,JFK,RDU,1/30/202,1/30/202,15,67,69,0,2008,Airbus,A320,0
1/30/2022,1,B6,97,N907JB,JFK,DEN,1/30/202,1/30/202,15,301,213,0,2013,Airbus,A321,0
1/30/2022,0,DL,1077,N821DN,JFK,DEN,1/30/202,1/30/202,0,0,0,2,2014,Boeing,B739,0
1/30/2022,0,DL,1170,N721TW,JFK,DEN,1/30/202,1/30/202,0,0,0,2,1999,Boeing,B752,0
1/30/2022,0,DL,1175,N365NB,JFK,AUS,1/30/202,1/30/202,0,0,0,2,2003,Airbus,A319,0
1/30/2022,0,9E,4829,N182GJ,JFK,RDU,1/30/202,1/30/202,0,0,0,2,2008,Bombardier,CRJ9,0
1/30/2022,0,9E,4873,N337PQ,JFK,RDU,1/30/202,1/30/202,0,0,0,2,2014,Bombardier,CRJ9,0
1/30/2022,0,9E,5113,N371CA,JFK,RDU,1/30/202,1/30/202,0,0,0,2,2003,Bombardier,CRJ7,0
1/30/2022,0,9E,5247,N182GJ,JFK,RDU,1/30/202,1/30/202,0,0,0,2,2008,Bombardier,CRJ9,0
1/30/2022,0,YX,5619,N209JQ,JFK,RDU,1/30/202,1/30/202,0,0,0,2,2008,Embraer,E75L,0
1/30/2022,0,DL,655,N318NB,JFK,AUS,1/30/202,1/30/202,0,0,0,2,2000,Airbus,A319,0
1/30/2022,0,DL,659,N318NB,JFK,AUS,1/30/202,1/30/202,0,0,0,2,2000,Airbus,A319,0
1/31/2022,17,AA,2772,N909NN,JFK,AUS,1/31/202,1/31/202,19,1,201,0,2012,Boeing,B738,0
1/31/2022,8,AA,2813,N971NN,JFK,AUS,1/31/202,1/31/202,27,6,210,0,2015,Boeing,B738,0
