FL_DATE,DEP_HOUR,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_Date,CRS_DEP_Date,TAXI_OUT,DEP_DELAY,AIR_TIME,CANCELLED,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,ACTIVE_WEATHER
1/11/2022,12,YX,4628,N437YX,JFK,RDU,1/11/202,1/11/202,19,-10,73,0,2014,Embraer,E75L,0
1/11/2022,7,YX,4926,N128HQ,JFK,RDU,1/11/202,1/11/202,23,-4,74,0,2008,Embraer,E75L,0
1/11/2022,17,B6,1185,N239JB,JFK,RDU,1/11/202,1/11/202,15,28,70,0,2006,Embraer,E190,0
1/11/2022,12,B6,285,N183JB,JFK,RDU,1/11/202,1/11/202,12,5,70,0,2005,Embraer,E190,0
1/11/2022,14,B6,295,N661JB,JFK,AUS,1/11/202,1/11/202,14,17,211,0,2007,Airbus,A320,0
1/11/2022,21,B6,385,N229JB,JFK,RDU,1/11/202,1/11/202,18,35,67,0,2006,Embraer,E190,0
1/11/2022,19,B6,97,N949JT,JFK,DEN,1/11/202,1/11/202,29,-5,234,0,2015,Airbus,A321,0
1/11/2022,19,DL,1077,N929DZ,JFK,DEN,1/11/202,1/11/202,15,-1,232,0,2019,Boeing,B739,0
1/11/2022,7,DL,1170,N705TW,JFK,DEN,1/11/202,1/11/202,20,-1,240,0,1997,Boeing,B752,0
1/11/2022,12,DL,1175,N342NB,JFK,AUS,1/11/202,1/11/202,20,-10,212,0,2002,Airbus,A319,0
1/11/2022,16,9E,4829,N341PQ,JFK,RDU,1/11/202,1/11/202,18,-9,64,0,2014,Bombardier,CRJ9,0
1/11/2022,8,9E,4873,N928XJ,JFK,RDU,1/11/202,1/11/202,30,-6,70,0,2008,Bombardier,CRJ9,0
1/11/2022,11,9E,5113,N341PQ,JFK,RDU,1/11/202,1/11/202,23,-5,69,0,2014,Bombardier,CRJ9,0
1/11/2022,19,9E,5247,N309PQ,JFK,RDU,1/11/202,1/11/202,26,-1,67,0,2014,Bombardier,CRJ9,0
1/11/2022,13,YX,5619,N242JQ,JFK,RDU,1/11/202,1/11/202,14,-3,73,0,2008,Embraer,E75L,0
1/11/2022,18,DL,655,N364NB,JFK,AUS,1/11/202,1/11/202,38,14,204,0,2003,Airbus,A319,0
1/11/2022,9,DL,659,N364NB,JFK,AUS,1/11/202,1/11/202,25,36,202,0,2003,Airbus,A319,0
1/12/2022,17,AA,2772,N809NN,JFK,AUS,1/12/202,1/12/202,13,-4,212,0,2009,Boeing,B738,0
1/12/2022,7,AA,2813,N885NN,JFK,AUS,1/12/202,1/12/202,20,-10,222,0,2012,Boeing,B738,0
1/12/2022,14,YX,4503,N413YX,JFK,RDU,1/12/202,1/12/202,22,-16,69,0,2013,Embraer,E75L,0
1/12/2022,16,YX,4540,N428YX,JFK,RDU,1/12/202,1/12/202,17,-8,75,0,2014,Embraer,E75L,0
1/12/2022,12,YX,4628,N125HQ,JFK,RDU,1/12/202,1/12/202,18,-4,77,0,2007,Embraer,E75L,0
1/12/2022,7,YX,4926,N431YX,JFK,RDU,1/12/202,1/12/202,23,-8,70,0,2014,Embraer,E75L,0
1/12/2022,17,B6,1185,N317JB,JFK,RDU,1/12/202,1/12/202,11,-3,71,0,2010,Embraer,E190,0
1/12/2022,13,B6,285,N283JB,JFK,RDU,1/12/202,1/12/202,12,63,73,0,2007,Embraer,E190,0
1/12/2022,13,B6,295,N521JB,JFK,AUS,1/12/202,1/12/202,10,-7,214,0,2001,Airbus,A320,0
1/12/2022,20,B6,385,N329JB,JFK,RDU,1/12/202,1/12/202,31,-8,73,0,2011,Embraer,E190,0
1/12/2022,20,B6,97,N995JL,JFK,DEN,1/12/202,1/12/202,28,0,215,0,2018,Airbus,A321,0
1/12/2022,19,DL,1077,N814DN,JFK,DEN,1/12/202,1/12/202,53,-7,225,0,2014,Boeing,B739,0
1/12/2022,7,DL,1170,N710TW,JFK,DEN,1/12/202,1/12/202,27,-8,233,0,1997,Boeing,B752,0
1/12/2022,12,DL,1175,N329NB,JFK,AUS,1/12/202,1/12/202,19,-9,211,0,2001,Airbus,A319,0
1/12/2022,16,9E,4829,N329PQ,JFK,RDU,1/12/202,1/12/202,17,-6,73,0,2014,Bombardier,CRJ9,0
1/12/2022,8,9E,4873,N582CA,JFK,RDU,1/12/202,1/12/202,35,-5,70,0,2008,Bombardier,CRJ9,0
1/12/2022,11,9E,5113,N329PQ,JFK,RDU,1/12/202,1/12/202,15,-5,70,0,2014,Bombardier,CRJ9,0
1/12/2022,19,9E,5247,N297PQ,JFK,RDU,1/12/202,1/12/202,20,11,73,0,2013,Bombardier,CRJ9,0
1/12/2022,13,YX,5619,N233JQ,JFK,RDU,1/12/202,1/12/202,13,-2,75,0,2008,Embraer,E75L,0
1/12/2022,18,DL,655,N344NB,JFK,AUS,1/12/202,1/12/202,16,7,208,0,2002,Airbus,A319,0
1/12/2022,8,DL,659,N344NB,JFK,AUS,1/12/202,1/12/202,26,2,215,0,2002,Airbus,A319,0
1/13/2022,17,AA,2772,N316PF,JFK,AUS,1/13/202,1/13/202,15,10,205,0,2017,Boeing,B738,0
1/13/2022,7,AA,2813,N971NN,JFK,AUS,1/13/202,1/13/202,22,-6,205,0,2015,Boeing,B738,0
1/13/2022,14,YX,4503,N423YX,JFK,RDU,1/13/202,1/13/202,14,-9,78,0,2014,Embraer,E75L,0
1/13/2022,21,YX,4533,N401YX,JFK,RDU,1/13/202,1/13/202,19,-14,71,0,2013,Embraer,E75L,0
1/13/2022,16,YX,4540,N411YX,JFK,RDU,1/13/202,1/13/202,21,13,78,0,2013,Embraer,E75L,0
1/13/2022,12,YX,4628,N418YX,JFK,RDU,1/13/202,1/13/202,16,-9,75,0,2013,Embraer,E75L,0
1/13/2022,7,YX,4926,N415YX,JFK,RDU,1/13/202,1/13/202,16,-8,76,0,2013,Embraer,E75L,0
1/13/2022,17,B6,1185,N307JB,JFK,RDU,1/13/202,1/13/202,14,-1,74,0,2009,Embraer,E190,0
1/13/2022,20,B6,1295,N587JB,JFK,AUS,1/13/202,1/13/202,13,-3,194,0,2004,Airbus,A320,0
1/13/2022,12,B6,285,N216JB,JFK,RDU,1/13/202,1/13/202,15,-4,72,0,2006,Embraer,E190,0
1/13/2022,13,B6,295,N608JB,JFK,AUS,1/13/202,1/13/202,18,-5,201,0,2005,Airbus,A320,0
1/13/2022,20,B6,385,N267JB,JFK,RDU,1/13/202,1/13/202,10,-2,73,0,2007,Embraer,E190,0
1/13/2022,19,B6,97,N958JB,JFK,DEN,1/13/202,1/13/202,17,-3,230,0,2015,Airbus,A321,0
1/13/2022,19,DL,1077,N873DN,JFK,DEN,1/13/202,1/13/202,21,-4,239,0,2017,Boeing,B739,0
1/13/2022,8,DL,1170,N721TW,JFK,DEN,1/13/202,1/13/202,17,-3,233,0,1999,Boeing,B752,0
1/13/2022,13,DL,1175,N354NB,JFK,AUS,1/13/202,1/13/202,16,20,206,0,2002,Airbus,A319,0
1/13/2022,16,9E,4829,N311PQ,JFK,RDU,1/13/202,1/13/202,19,-9,72,0,2014,Bombardier,CRJ9,0
1/13/2022,8,9E,4873,N313PQ,JFK,RDU,1/13/202,1/13/202,24,-11,74,0,2014,Bombardier,CRJ9,0
1/13/2022,11,9E,5113,N311PQ,JFK,RDU,1/13/202,1/13/202,17,-5,71,0,2014,Bombardier,CRJ9,0
1/13/2022,19,9E,5247,N176PQ,JFK,RDU,1/13/202,1/13/202,20,-11,72,0,2008,Bombardier,CRJ9,0
1/13/2022,13,YX,5619,N201JQ,JFK,RDU,1/13/202,1/13/202,17,11,74,0,2008,Embraer,E75L,0
1/13/2022,18,DL,655,N329NB,JFK,AUS,1/13/202,1/13/202,8,11,196,0,2001,Airbus,A319,0
1/13/2022,8,DL,659,N329NB,JFK,AUS,1/13/202,1/13/202,50,-5,203,0,2001,Airbus,A319,0
1/14/2022,17,AA,2772,N358PW,JFK,AUS,1/14/202,1/14/202,13,-4,219,0,2017,Boeing,B738,0
1/14/2022,7,AA,2813,N969NN,JFK,AUS,1/14/202,1/14/202,14,-5,203,0,2015,Boeing,B738,0
1/14/2022,14,YX,4503,N128HQ,JFK,RDU,1/14/202,1/14/202,35,-9,76,0,2008,Embraer,E75L,0
1/14/2022,16,YX,4540,N129HQ,JFK,RDU,1/14/202,1/14/202,30,-3,76,0,2008,Embraer,E75L,0
1/14/2022,12,YX,4628,N448YX,JFK,RDU,1/14/202,1/14/202,30,-8,78,0,2020,Embraer,E75L,0
1/14/2022,7,YX,4926,N428YX,JFK,RDU,1/14/202,1/14/202,32,-3,75,0,2014,Embraer,E75L,0
1/14/2022,17,B6,1185,N354JB,JFK,RDU,1/14/202,1/14/202,16,25,71,0,2013,Embraer,E190,0
1/14/2022,21,B6,1295,N806JB,JFK,AUS,1/14/202,1/14/202,17,52,221,0,2012,Airbus,A320,0
1/14/2022,12,B6,285,N198JB,JFK,RDU,1/14/202,1/14/202,17,-8,72,0,2006,Embraer,E190,0
1/14/2022,13,B6,295,N566JB,JFK,AUS,1/14/202,1/14/202,17,-9,208,0,2003,Airbus,A320,0
1/14/2022,20,B6,385,N249JB,JFK,RDU,1/14/202,1/14/202,19,2,67,0,2006,Embraer,E190,0
1/14/2022,5,B6,585,N661JB,JFK,RDU,1/14/202,1/14/202,54,-6,72,0,2007,Airbus,A320,0
1/14/2022,20,B6,97,N971JT,JFK,DEN,1/14/202,1/14/202,22,24,228,0,2016,Airbus,A321,0
1/14/2022,19,DL,1077,N880DN,JFK,DEN,1/14/202,1/14/202,29,-3,225,0,2017,Boeing,B739,0
1/14/2022,8,DL,1170,N710TW,JFK,DEN,1/14/202,1/14/202,13,-5,253,0,1997,Boeing,B752,0
1/14/2022,13,DL,1175,N347NB,JFK,AUS,1/14/202,1/14/202,24,-1,212,0,2002,Airbus,A319,0
1/14/2022,16,9E,4829,N582CA,JFK,RDU,1/14/202,1/14/202,21,-10,73,0,2008,Bombardier,CRJ9,0
1/14/2022,8,9E,4873,N607LR,JFK,RDU,1/14/202,1/14/202,49,-5,70,0,2008,Bombardier,CRJ9,0
1/14/2022,11,9E,5113,N678CA,JFK,RDU,1/14/202,1/14/202,37,-4,69,0,2007,Bombardier,CRJ9,0
1/14/2022,19,9E,5247,N320PQ,JFK,RDU,1/14/202,1/14/202,17,-4,71,0,2014,Bombardier,CRJ9,0
1/14/2022,13,YX,5619,N201JQ,JFK,RDU,1/14/202,1/14/202,13,-2,72,0,2008,Embraer,E75L,0
1/14/2022,18,DL,655,N354NB,JFK,AUS,1/14/202,1/14/202,20,7,215,0,2002,Airbus,A319,0
1/14/2022,8,DL,659,N354NB,JFK,AUS,1/14/202,1/14/202,18,-6,205,0,2002,Airbus,A319,0
1/15/2022,17,AA,2772,N833NN,JFK,AUS,1/15/202,1/15/202,23,-6,222,0,2010,Boeing,B738,0
1/15/2022,7,AA,2813,N941NN,JFK,AUS,1/15/202,1/15/202,16,-7,232,0,2013,Boeing,B738,0
1/15/2022,14,YX,4503,N447YX,JFK,RDU,1/15/202,1/15/202,18,-8,82,0,2015,Embraer,E75L,0
1/15/2022,16,YX,4540,N431YX,JFK,RDU,1/15/202,1/15/202,24,-2,82,0,2014,Embraer,E75L,0
1/15/2022,12,YX,4628,N429YX,JFK,RDU,1/15/202,1/15/202,40,-10,74,0,2014,Embraer,E75L,0
1/15/2022,7,YX,4926,N119HQ,JFK,RDU,1/15/202,1/15/202,24,-9,77,0,2007,Embraer,E75L,0
1/15/2022,17,B6,1185,N279JB,JFK,RDU,1/15/202,1/15/202,13,-6,78,0,2007,Embraer,E190,0
1/15/2022,13,B6,285,N339JB,JFK,RDU,1/15/202,1/15/202,18,65,76,0,2011,Embraer,E190,0
1/15/2022,15,B6,295,N959JB,JFK,AUS,1/15/202,1/15/202,16,103,217,0,2015,Airbus,A321,0
1/15/2022,22,B6,385,N190JB,JFK,RDU,1/15/202,1/15/202,15,107,74,0,2005,Embraer,E190,0
1/15/2022,5,B6,585,N594JB,JFK,RDU,1/15/202,1/15/202,33,-3,73,0,2004,Airbus,A320,0
1/15/2022,6,B6,795,N571JB,JFK,AUS,1/15/202,1/15/202,14,-8,227,0,2003,Airbus,A320,0
1/15/2022,22,B6,97,N2002J,JFK,DEN,1/15/202,1/15/202,15,160,220,0,2019,Airbus,A21N,0
1/15/2022,21,DL,1077,N869DN,JFK,DEN,1/15/202,1/15/202,20,93,217,0,2016,Boeing,B739,0
1/15/2022,7,DL,1170,N703TW,JFK,DEN,1/15/202,1/15/202,17,0,229,0,1996,Boeing,B752,0
1/15/2022,16,9E,4829,N301PQ,JFK,RDU,1/15/202,1/15/202,23,0,79,0,2013,Bombardier,CRJ9,0
1/15/2022,8,9E,4873,N298PQ,JFK,RDU,1/15/202,1/15/202,13,5,74,0,2013,Bombardier,CRJ9,0
1/15/2022,10,9E,5113,N296PQ,JFK,RDU,1/15/202,1/15/202,27,-6,75,0,2013,Bombardier,CRJ9,0
1/15/2022,19,9E,5247,N349PQ,JFK,RDU,1/15/202,1/15/202,32,-5,79,0,2015,Bombardier,CRJ9,0
1/15/2022,13,9E,5447,N329PQ,JFK,RDU,1/15/202,1/15/202,18,-5,80,0,2014,Bombardier,CRJ9,0
1/15/2022,18,DL,655,N347NB,JFK,AUS,1/15/202,1/15/202,19,17,219,0,2002,Airbus,A319,0
1/15/2022,8,DL,659,N347NB,JFK,AUS,1/15/202,1/15/202,28,-6,227,0,2002,Airbus,A319,0
1/16/2022,17,AA,2772,N928NN,JFK,AUS,1/16/202,1/16/202,17,-5,206,0,2013,Boeing,B738,0
1/16/2022,7,AA,2813,N941NN,JFK,AUS,1/16/202,1/16/202,13,-1,221,0,2013,Boeing,B738,0
1/16/2022,14,YX,4503,N411YX,JFK,RDU,1/16/202,1/16/202,25,-10,85,0,2013,Embraer,E75L,0
1/16/2022,0,YX,4533,N425YX,JFK,RDU,1/16/202,1/16/202,0,0,0,2,2014,Embraer,E75L,0
1/16/2022,0,YX,4540,N447YX,JFK,RDU,1/16/202,1/16/202,0,0,0,2,2015,Embraer,E75L,0
1/16/2022,19,B6,1185,N368JB,JFK,RDU,1/16/202,1/16/202,34,132,78,0,2013,Embraer,E190,0
1/16/2022,0,B6,1295,N834JB,JFK,AUS,1/16/202,1/16/202,0,0,0,1,2013,Airbus,A320,0
1/16/2022,13,B6,285,N231JB,JFK,RDU,1/16/202,1/16/202,15,67,82,0,2006,Embraer,E190,0
1/16/2022,14,B6,295,N964JT,JFK,AUS,1/16/202,1/16/202,17,20,205,0,2016,Airbus,A321,0
1/16/2022,21,B6,385,N318JB,JFK,RDU,1/16/202,1/16/202,48,52,80,0,2010,Embraer,E190,0
1/16/2022,0,B6,585,N763JB,JFK,RDU,1/16/202,1/16/202,0,0,0,3,2008,Airbus,A320,0
1/16/2022,21,B6,97,N970JB,JFK,DEN,1/16/202,1/16/202,48,100,217,0,2016,Airbus,A321,0
1/16/2022,20,DL,1077,N804DN,JFK,DEN,1/16/202,1/16/202,87,12,213,0,2013,Boeing,B739,0
1/16/2022,7,DL,1170,N721TW,JFK,DEN,1/16/202,1/16/202,18,-7,230,0,1999,Boeing,B752,0
1/16/2022,13,DL,1175,N347NB,JFK,AUS,1/16/202,1/16/202,14,24,205,0,2002,Airbus,A319,0
1/16/2022,0,9E,4829,N200PQ,JFK,RDU,1/16/202,1/16/202,0,0,0,2,2008,Bombardier,CRJ9,0
1/16/2022,8,9E,4873,N297PQ,JFK,RDU,1/16/202,1/16/202,22,-8,77,0,2013,Bombardier,CRJ9,0
1/16/2022,0,9E,5113,N200PQ,JFK,RDU,1/16/202,1/16/202,0,0,0,2,2008,Bombardier,CRJ9,0
1/16/2022,20,9E,5247,N901XJ,JFK,RDU,1/16/202,1/16/202,132,59,80,0,2007,Bombardier,CRJ9,0
1/16/2022,14,YX,5619,N208JQ,JFK,RDU,1/16/202,1/16/202,24,40,86,0,2008,Embraer,E75L,0
1/16/2022,18,DL,655,N346NB,JFK,AUS,1/16/202,1/16/202,47,-1,212,0,2002,Airbus,A319,0
1/16/2022,8,DL,659,N346NB,JFK,AUS,1/16/202,1/16/202,15,-5,217,0,2002,Airbus,A319,0
1/17/2022,17,AA,2772,N958NN,JFK,AUS,1/17/202,1/17/202,13,8,206,0,2014,Boeing,B738,0
1/17/2022,8,AA,2813,N955NN,JFK,AUS,1/17/202,1/17/202,25,0,213,0,2014,Boeing,B738,1
1/17/2022,15,YX,4503,N426YX,JFK,RDU,1/17/202,1/17/202,25,56,72,0,2014,Embraer,E75L,0
1/17/2022,22,YX,4533,N453YX,JFK,RDU,1/17/202,1/17/202,29,27,69,0,2021,Embraer,E75L,1
1/17/2022,16,YX,4540,N430YX,JFK,RDU,1/17/202,1/17/202,21,4,71,0,2014,Embraer,E75L,0
1/17/2022,13,YX,4628,N112HQ,JFK,RDU,1/17/202,1/17/202,19,17,76,0,2007,Embraer,E75L,1
1/17/2022,13,YX,4926,N433YX,JFK,RDU,1/17/202,1/17/202,22,320,74,0,2014,Embraer,E75L,1
1/17/2022,18,B6,1185,N266JB,JFK,RDU,1/17/202,1/17/202,49,41,68,0,2007,Embraer,E190,0
1/17/2022,13,B6,285,N228JB,JFK,RDU,1/17/202,1/17/202,15,41,71,0,2006,Embraer,E190,1
1/17/2022,14,B6,295,N645JB,JFK,AUS,1/17/202,1/17/202,13,29,202,0,2006,Airbus,A320,1
1/17/2022,0,B6,385,N318JB,JFK,RDU,1/17/202,1/17/202,15,213,65,0,2010,Embraer,E190,1
1/17/2022,5,B6,585,N809JB,JFK,RDU,1/17/202,1/17/202,21,-7,72,0,2012,Airbus,A320,1
1/17/2022,7,B6,795,N796JB,JFK,AUS,1/17/202,1/17/202,18,33,204,0,2012,Airbus,A320,1
1/17/2022,21,B6,97,N999JQ,JFK,DEN,1/17/202,1/17/202,41,67,232,0,2018,Airbus,A321,0
1/17/2022,19,DL,1077,N922DZ,JFK,DEN,1/17/202,1/17/202,40,-5,232,0,2019,Boeing,B739,0
1/17/2022,8,DL,1170,N707TW,JFK,DEN,1/17/202,1/17/202,27,-2,229,0,1997,Boeing,B752,1
1/17/2022,13,DL,1175,N340NB,JFK,AUS,1/17/202,1/17/202,22,54,199,0,2002,Airbus,A319,1
1/17/2022,17,9E,4829,N695CA,JFK,RDU,1/17/202,1/17/202,83,19,70,0,2006,Bombardier,CRJ9,0
1/17/2022,8,9E,4873,N299PQ,JFK,RDU,1/17/202,1/17/202,18,-7,73,0,2013,Bombardier,CRJ9,1
1/17/2022,11,9E,5113,N695CA,JFK,RDU,1/17/202,1/17/202,24,-4,76,0,2006,Bombardier,CRJ9,0
1/17/2022,20,9E,5247,N678CA,JFK,RDU,1/17/202,1/17/202,14,80,66,0,2007,Bombardier,CRJ9,0
1/17/2022,13,YX,5619,N225JQ,JFK,RDU,1/17/202,1/17/202,14,-4,79,0,2008,Embraer,E75L,1
1/17/2022,19,DL,655,N347NB,JFK,AUS,1/17/202,1/17/202,39,61,210,0,2002,Airbus,A319,0
1/17/2022,8,DL,659,N347NB,JFK,AUS,1/17/202,1/17/202,27,-12,206,0,2002,Airbus,A319,1
1/18/2022,17,AA,2772,N940AN,JFK,AUS,1/18/202,1/18/202,21,-11,224,0,2000,Boeing,B738,0
1/18/2022,7,AA,2813,N951NN,JFK,AUS,1/18/202,1/18/202,16,-7,221,0,2014,Boeing,B738,0
1/18/2022,14,YX,4503,N404YX,JFK,RDU,1/18/202,1/18/202,24,-9,73,0,2013,Embraer,E75L,0
1/18/2022,16,YX,4540,N451YX,JFK,RDU,1/18/202,1/18/202,19,-4,80,0,2021,Embraer,E75L,0
1/18/2022,12,YX,4628,N136HQ,JFK,RDU,1/18/202,1/18/202,31,-7,75,0,2008,Embraer,E75L,0
1/18/2022,7,YX,4926,N449YX,JFK,RDU,1/18/202,1/18/202,25,-9,71,0,2021,Embraer,E75L,0
1/18/2022,17,B6,1185,N206JB,JFK,RDU,1/18/202,1/18/202,23,4,69,0,2006,Embraer,E190,0
1/18/2022,12,B6,285,N323JB,JFK,RDU,1/18/202,1/18/202,28,24,68,0,2010,Embraer,E190,0
1/18/2022,14,B6,295,N796JB,JFK,AUS,1/18/202,1/18/202,16,28,220,0,2012,Airbus,A320,0
1/18/2022,20,B6,385,N184JB,JFK,RDU,1/18/202,1/18/202,16,14,68,0,2005,Embraer,E190,0
1/18/2022,5,B6,585,N636JB,JFK,RDU,1/18/202,1/18/202,14,-10,72,0,2006,Airbus,A320,0
1/18/2022,19,B6,97,N973JT,JFK,DEN,1/18/202,1/18/202,24,-4,243,0,2018,Airbus,A321,0
1/18/2022,19,DL,1077,N930DZ,JFK,DEN,1/18/202,1/18/202,39,-1,237,0,2019,Boeing,B739,0
1/18/2022,7,DL,1170,N712TW,JFK,DEN,1/18/202,1/18/202,20,-5,240,0,1997,Boeing,B752,0
1/18/2022,12,DL,1175,N345NB,JFK,AUS,1/18/202,1/18/202,29,-9,221,0,2002,Airbus,A319,0
1/18/2022,16,9E,4829,N901XJ,JFK,RDU,1/18/202,1/18/202,22,-1,69,0,2007,Bombardier,CRJ9,0
1/18/2022,8,9E,4873,N301PQ,JFK,RDU,1/18/202,1/18/202,25,-5,73,0,2013,Bombardier,CRJ9,0
1/18/2022,11,9E,5113,N319PQ,JFK,RDU,1/18/202,1/18/202,18,-5,71,0,2014,Bombardier,CRJ9,0
1/18/2022,19,9E,5247,N299PQ,JFK,RDU,1/18/202,1/18/202,22,-5,71,0,2013,Bombardier,CRJ9,0
1/18/2022,13,YX,5619,N204JQ,JFK,RDU,1/18/202,1/18/202,23,-8,76,0,2008,Embraer,E75L,0
1/18/2022,19,DL,655,N342NB,JFK,AUS,1/18/202,1/18/202,34,22,226,0,2002,Airbus,A319,0
1/18/2022,8,DL,659,N340NB,JFK,AUS,1/18/202,1/18/202,37,-9,225,0,2002,Airbus,A319,0
1/19/2022,17,AA,2772,N951NN,JFK,AUS,1/19/202,1/19/202,20,-2,242,0,2014,Boeing,B738,0
1/19/2022,7,AA,2813,N873NN,JFK,AUS,1/19/202,1/19/202,16,-6,229,0,2011,Boeing,B738,0
1/19/2022,14,YX,4503,N428YX,JFK,RDU,1/19/202,1/19/202,23,-5,75,0,2014,Embraer,E75L,0
1/19/2022,16,YX,4540,N106HQ,JFK,RDU,1/19/202,1/19/202,16,-8,72,0,2007,Embraer,E75L,0
1/19/2022,12,YX,4628,N138HQ,JFK,RDU,1/19/202,1/19/202,18,-7,73,0,2008,Embraer,E75L,0
1/19/2022,7,YX,4926,N420YX,JFK,RDU,1/19/202,1/19/202,25,-8,72,0,2014,Embraer,E75L,0
1/19/2022,17,B6,1185,N317JB,JFK,RDU,1/19/202,1/19/202,12,4,72,0,2010,Embraer,E190,0
1/19/2022,12,B6,285,N317JB,JFK,RDU,1/19/202,1/19/202,22,13,72,0,2010,Embraer,E190,0
1/19/2022,13,B6,295,N760JB,JFK,AUS,1/19/202,1/19/202,11,-5,224,0,2008,Airbus,A320,0
1/19/2022,20,B6,385,N184JB,JFK,RDU,1/19/202,1/19/202,11,-5,70,0,2005,Embraer,E190,0
1/19/2022,5,B6,585,N527JL,JFK,RDU,1/19/202,1/19/202,11,-11,72,0,2001,Airbus,A320,0
1/19/2022,19,B6,97,N966JT,JFK,DEN,1/19/202,1/19/202,16,-3,240,0,2016,Airbus,A321,0
1/19/2022,19,DL,1077,N849DN,JFK,DEN,1/19/202,1/19/202,11,-4,239,0,2015,Boeing,B739,0
1/19/2022,8,DL,1170,N721TW,JFK,DEN,1/19/202,1/19/202,20,-3,252,0,1999,Boeing,B752,0
1/19/2022,14,DL,1175,N323NB,JFK,AUS,1/19/202,1/19/202,16,96,233,0,2001,Airbus,A319,0
1/19/2022,16,9E,4829,N329PQ,JFK,RDU,1/19/202,1/19/202,16,-10,72,0,2014,Bombardier,CRJ9,0
1/19/2022,8,9E,4873,N349PQ,JFK,RDU,1/19/202,1/19/202,28,-1,69,0,2015,Bombardier,CRJ9,0
1/19/2022,11,9E,5113,N329PQ,JFK,RDU,1/19/202,1/19/202,15,-5,72,0,2014,Bombardier,CRJ9,0
1/19/2022,19,9E,5247,N301PQ,JFK,RDU,1/19/202,1/19/202,13,-5,70,0,2013,Bombardier,CRJ9,0
1/19/2022,13,YX,5619,N245JQ,JFK,RDU,1/19/202,1/19/202,14,-8,74,0,2008,Embraer,E75L,0
1/19/2022,18,DL,655,N345NB,JFK,AUS,1/19/202,1/19/202,17,-11,237,0,2002,Airbus,A319,0
1/19/2022,8,DL,659,N345NB,JFK,AUS,1/19/202,1/19/202,16,-8,221,0,2002,Airbus,A319,0
1/20/2022,0,AA,2772,N975AN,JFK,AUS,1/20/202,1/20/202,0,0,0,1,2001,Boeing,B738,0
1/20/2022,7,AA,2813,N873NN,JFK,AUS,1/20/202,1/20/202,35,-10,247,0,2011,Boeing,B738,0
1/20/2022,0,YX,4503,N110HQ,JFK,RDU,1/20/202,1/20/202,0,0,0,2,2007,Embraer,E75L,0
1/20/2022,0,YX,4533,N453YX,JFK,RDU,1/20/202,1/20/202,0,0,0,2,2021,Embraer,E75L,0
1/20/2022,16,YX,4540,N421YX,JFK,RDU,1/20/202,1/20/202,29,7,89,0,2014,Embraer,E75L,1
1/20/2022,12,YX,4628,N128HQ,JFK,RDU,1/20/202,1/20/202,15,-7,86,0,2008,Embraer,E75L,1
1/20/2022,7,YX,4926,N121HQ,JFK,RDU,1/20/202,1/20/202,38,-11,80,0,2007,Embraer,E75L,0
1/20/2022,17,B6,1185,N229JB,JFK,RDU,1/20/202,1/20/202,22,-6,90,0,2006,Embraer,E190,1
1/20/2022,20,B6,1295,N760JB,JFK,AUS,1/20/202,1/20/202,18,17,243,0,2008,Airbus,A320,0
1/20/2022,12,B6,285,N283JB,JFK,RDU,1/20/202,1/20/202,40,-8,83,0,2007,Embraer,E190,1
1/20/2022,13,B6,295,N552JB,JFK,AUS,1/20/202,1/20/202,13,-3,253,0,2002,Airbus,A320,1
1/20/2022,20,B6,385,N284JB,JFK,RDU,1/20/202,1/20/202,16,-3,87,0,2008,Embraer,E190,0
1/20/2022,0,B6,585,N705JB,JFK,RDU,1/20/202,1/20/202,0,0,0,2,2008,Airbus,A320,0
1/20/2022,20,B6,97,N954JB,JFK,DEN,1/20/202,1/20/202,23,12,224,0,2015,Airbus,A321,0
1/20/2022,20,DL,1077,N904DN,JFK,DEN,1/20/202,1/20/202,34,1,227,0,2018,Boeing,B739,0
1/20/2022,8,DL,1170,N705TW,JFK,DEN,1/20/202,1/20/202,43,3,239,0,1997,Boeing,B752,1
1/20/2022,13,DL,1175,N345NB,JFK,AUS,1/20/202,1/20/202,14,-4,259,0,2002,Airbus,A319,1
1/20/2022,16,9E,4829,N319PQ,JFK,RDU,1/20/202,1/20/202,32,-4,93,0,2014,Bombardier,CRJ9,1
1/20/2022,8,9E,4873,N299PQ,JFK,RDU,1/20/202,1/20/202,36,-3,76,0,2013,Bombardier,CRJ9,1
1/20/2022,11,9E,5113,N319PQ,JFK,RDU,1/20/202,1/20/202,52,0,83,0,2014,Bombardier,CRJ9,1
1/20/2022,0,9E,5247,N341PQ,JFK,RDU,1/20/202,1/20/202,0,0,0,2,2014,Bombardier,CRJ9,0
1/20/2022,13,YX,5619,N212JQ,JFK,RDU,1/20/202,1/20/202,13,-2,84,0,2008,Embraer,E75L,1
1/20/2022,18,DL,655,N329NB,JFK,AUS,1/20/202,1/20/202,24,3,264,0,2001,Airbus,A319,0
1/20/2022,8,DL,659,N329NB,JFK,AUS,1/20/202,1/20/202,30,4,259,0,2001,Airbus,A319,1
1/21/2022,17,AA,2772,N301NW,JFK,AUS,1/21/202,1/21/202,14,-3,229,0,2016,Boeing,B738,0
