FL_DATE,DEP_HOUR,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_TIME,CRS_DEP_TIME,TAXI_OUT,DEP_DELAY,AIR_TIME,CANCELLED,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,ACTIVE_WEATHER
1/18/2022,16,9E,4829,N901XJ,JFK,RDU,1/18/2022 16:54,1/18/2022 16:55,22,-1,69,0,2007,Bombardier,CRJ9,0
1/18/2022,8,9E,4873,N301PQ,JFK,RDU,1/18/2022 8:10,1/18/2022 8:15,25,-5,73,0,2013,Bombardier,CRJ9,0
1/18/2022,11,9E,5113,N319PQ,JFK,RDU,1/18/2022 11:24,1/18/2022 11:29,18,-5,71,0,2014,Bombardier,CRJ9,0
1/18/2022,19,9E,5247,N299PQ,JFK,RDU,1/18/2022 19:15,1/18/2022 19:20,22,-5,71,0,2013,Bombardier,CRJ9,0
1/18/2022,13,YX,5619,N204JQ,JFK,RDU,1/18/2022 13:27,1/18/2022 13:35,23,-8,76,0,2008,Embraer,E75L,0
1/18/2022,19,DL,655,N342NB,JFK,AUS,1/18/2022 19:01,1/18/2022 18:39,34,22,226,0,2002,Airbus,A319,0
1/18/2022,8,DL,659,N340NB,JFK,AUS,1/18/2022 8:21,1/18/2022 8:30,37,-9,225,0,2002,Airbus,A319,0
1/19/2022,17,AA,2772,N951NN,JFK,AUS,1/19/2022 17:27,1/19/2022 17:29,20,-2,242,0,2014,Boeing,B738,0
1/19/2022,7,AA,2813,N873NN,JFK,AUS,1/19/2022 7:54,1/19/2022 8:00,16,-6,229,0,2011,Boeing,B738,0
1/19/2022,14,YX,4503,N428YX,JFK,RDU,1/19/2022 14:25,1/19/2022 14:30,23,-5,75,0,2014,Embraer,E75L,0
1/19/2022,16,YX,4540,N106HQ,JFK,RDU,1/19/2022 16:37,1/19/2022 16:45,16,-8,72,0,2007,Embraer,E75L,0
1/19/2022,12,YX,4628,N138HQ,JFK,RDU,1/19/2022 12:53,1/19/2022 13:00,18,-7,73,0,2008,Embraer,E75L,0
1/19/2022,7,YX,4926,N420YX,JFK,RDU,1/19/2022 7:51,1/19/2022 7:59,25,-8,72,0,2014,Embraer,E75L,0
1/19/2022,17,B6,1185,N317JB,JFK,RDU,1/19/2022 17:33,1/19/2022 17:29,12,4,72,0,2010,Embraer,E190,0
1/19/2022,12,B6,285,N317JB,JFK,RDU,1/19/2022 12:33,1/19/2022 12:20,22,13,72,0,2010,Embraer,E190,0
1/19/2022,13,B6,295,N760JB,JFK,AUS,1/19/2022 13:39,1/19/2022 13:44,11,-5,224,0,2008,Airbus,A320,0
1/19/2022,20,B6,385,N184JB,JFK,RDU,1/19/2022 20:35,1/19/2022 20:40,11,-5,70,0,2005,Embraer,E190,0
1/19/2022,5,B6,585,N527JL,JFK,RDU,1/19/2022 5:49,1/19/2022 6:00,11,-11,72,0,2001,Airbus,A320,0
1/19/2022,19,B6,97,N966JT,JFK,DEN,1/19/2022 19:57,1/19/2022 20:00,16,-3,240,0,2016,Airbus,A321,0
1/19/2022,19,DL,1077,N849DN,JFK,DEN,1/19/2022 19:55,1/19/2022 19:59,11,-4,239,0,2015,Boeing,B739,0
1/19/2022,8,DL,1170,N721TW,JFK,DEN,1/19/2022 8:02,1/19/2022 8:05,20,-3,252,0,1999,Boeing,B752,0
1/19/2022,14,DL,1175,N323NB,JFK,AUS,1/19/2022 14:41,1/19/2022 13:05,16,96,233,0,2001,Airbus,A319,0
1/19/2022,16,9E,4829,N329PQ,JFK,RDU,1/19/2022 16:45,1/19/2022 16:55,16,-10,72,0,2014,Bombardier,CRJ9,0
1/19/2022,8,9E,4873,N349PQ,JFK,RDU,1/19/2022 8:14,1/19/2022 8:15,28,-1,69,0,2015,Bombardier,CRJ9,0
1/19/2022,11,9E,5113,N329PQ,JFK,RDU,1/19/2022 11:37,1/19/2022 11:42,15,-5,72,0,2014,Bombardier,CRJ9,0
1/19/2022,19,9E,5247,N301PQ,JFK,RDU,1/19/2022 19:15,1/19/2022 19:20,13,-5,70,0,2013,Bombardier,CRJ9,0
1/19/2022,13,YX,5619,N245JQ,JFK,RDU,1/19/2022 13:27,1/19/2022 13:35,14,-8,74,0,2008,Embraer,E75L,0
1/19/2022,18,DL,655,N345NB,JFK,AUS,1/19/2022 18:28,1/19/2022 18:39,17,-11,237,0,2002,Airbus,A319,0
1/19/2022,8,DL,659,N345NB,JFK,AUS,1/19/2022 8:22,1/19/2022 8:30,16,-8,221,0,2002,Airbus,A319,0
1/20/2022,0,AA,2772,N975AN,JFK,AUS,1/20/2022 0:00,1/20/2022 17:29,0,0,0,1,2001,Boeing,B738,0
1/20/2022,7,AA,2813,N873NN,JFK,AUS,1/20/2022 7:50,1/20/2022 8:00,35,-10,247,0,2011,Boeing,B738,0
1/20/2022,0,YX,4503,N110HQ,JFK,RDU,1/20/2022 0:00,1/20/2022 14:30,0,0,0,2,2007,Embraer,E75L,0
1/20/2022,0,YX,4533,N453YX,JFK,RDU,1/20/2022 0:00,1/20/2022 21:40,0,0,0,2,2021,Embraer,E75L,0
1/20/2022,16,YX,4540,N421YX,JFK,RDU,1/20/2022 16:52,1/20/2022 16:45,29,7,89,0,2014,Embraer,E75L,1
1/20/2022,12,YX,4628,N128HQ,JFK,RDU,1/20/2022 12:53,1/20/2022 13:00,15,-7,86,0,2008,Embraer,E75L,1
1/20/2022,7,YX,4926,N121HQ,JFK,RDU,1/20/2022 7:48,1/20/2022 7:59,38,-11,80,0,2007,Embraer,E75L,0
1/20/2022,17,B6,1185,N229JB,JFK,RDU,1/20/2022 17:23,1/20/2022 17:29,22,-6,90,0,2006,Embraer,E190,1
1/20/2022,20,B6,1295,N760JB,JFK,AUS,1/20/2022 20:57,1/20/2022 20:40,18,17,243,0,2008,Airbus,A320,0
1/20/2022,12,B6,285,N283JB,JFK,RDU,1/20/2022 12:12,1/20/2022 12:20,40,-8,83,0,2007,Embraer,E190,1
1/20/2022,13,B6,295,N552JB,JFK,AUS,1/20/2022 13:41,1/20/2022 13:44,13,-3,253,0,2002,Airbus,A320,1
1/20/2022,20,B6,385,N284JB,JFK,RDU,1/20/2022 20:37,1/20/2022 20:40,16,-3,87,0,2008,Embraer,E190,0
1/20/2022,0,B6,585,N705JB,JFK,RDU,1/20/2022 0:00,1/20/2022 6:00,0,0,0,2,2008,Airbus,A320,0
1/20/2022,20,B6,97,N954JB,JFK,DEN,1/20/2022 20:12,1/20/2022 20:00,23,12,224,0,2015,Airbus,A321,0
1/20/2022,20,DL,1077,N904DN,JFK,DEN,1/20/2022 20:00,1/20/2022 19:59,34,1,227,0,2018,Boeing,B739,0
1/20/2022,8,DL,1170,N705TW,JFK,DEN,1/20/2022 8:08,1/20/2022 8:05,43,3,239,0,1997,Boeing,B752,1
1/20/2022,13,DL,1175,N345NB,JFK,AUS,1/20/2022 13:01,1/20/2022 13:05,14,-4,259,0,2002,Airbus,A319,1
1/20/2022,16,9E,4829,N319PQ,JFK,RDU,1/20/2022 16:51,1/20/2022 16:55,32,-4,93,0,2014,Bombardier,CRJ9,1
1/20/2022,8,9E,4873,N299PQ,JFK,RDU,1/20/2022 8:12,1/20/2022 8:15,36,-3,76,0,2013,Bombardier,CRJ9,1
1/20/2022,11,9E,5113,N319PQ,JFK,RDU,1/20/2022 11:42,1/20/2022 11:42,52,0,83,0,2014,Bombardier,CRJ9,1
1/20/2022,0,9E,5247,N341PQ,JFK,RDU,1/20/2022 0:00,1/20/2022 19:20,0,0,0,2,2014,Bombardier,CRJ9,0
1/20/2022,13,YX,5619,N212JQ,JFK,RDU,1/20/2022 13:33,1/20/2022 13:35,13,-2,84,0,2008,Embraer,E75L,1
1/20/2022,18,DL,655,N329NB,JFK,AUS,1/20/2022 18:42,1/20/2022 18:39,24,3,264,0,2001,Airbus,A319,0
1/20/2022,8,DL,659,N329NB,JFK,AUS,1/20/2022 8:34,1/20/2022 8:30,30,4,259,0,2001,Airbus,A319,1
1/21/2022,17,AA,2772,N301NW,JFK,AUS,1/21/2022 17:26,1/21/2022 17:29,14,-3,229,0,2016,Boeing,B738,0
1/21/2022,8,AA,2813,N939AN,JFK,AUS,1/21/2022 8:18,1/21/2022 8:00,14,18,223,0,2000,Boeing,B738,0
1/21/2022,0,B6,1185,N375JB,JFK,RDU,1/21/2022 0:00,1/21/2022 17:29,0,0,0,2,2013,Embraer,E190,0
1/21/2022,21,B6,1295,N641JB,JFK,AUS,1/21/2022 21:45,1/21/2022 20:40,16,65,223,0,2006,Airbus,A320,0
1/21/2022,13,B6,285,N231JB,JFK,RDU,1/21/2022 13:45,1/21/2022 12:20,16,85,85,0,2006,Embraer,E190,0
1/21/2022,13,B6,295,N806JB,JFK,AUS,1/21/2022 13:42,1/21/2022 13:44,14,-2,232,0,2012,Airbus,A320,0
1/21/2022,0,B6,385,N316JB,JFK,RDU,1/21/2022 0:00,1/21/2022 20:40,0,0,0,2,2009,Embraer,E190,0
1/21/2022,5,B6,585,N594JB,JFK,RDU,1/21/2022 5:52,1/21/2022 6:00,17,-8,84,0,2004,Airbus,A320,0
1/21/2022,20,B6,97,N958JB,JFK,DEN,1/21/2022 20:08,1/21/2022 20:00,29,8,230,0,2015,Airbus,A321,0
1/21/2022,19,DL,1077,N849DN,JFK,DEN,1/21/2022 19:57,1/21/2022 19:59,20,-2,234,0,2015,Boeing,B739,0
1/21/2022,7,DL,1170,N722TW,JFK,DEN,1/21/2022 7:57,1/21/2022 8:05,24,-8,234,0,1999,Boeing,B752,0
1/21/2022,12,DL,1175,N348NB,JFK,AUS,1/21/2022 12:59,1/21/2022 13:05,13,-6,229,0,2002,Airbus,A319,0
1/21/2022,16,9E,4829,N906XJ,JFK,RDU,1/21/2022 16:48,1/21/2022 16:55,14,-7,87,0,2007,Bombardier,CRJ9,0
1/21/2022,8,9E,4873,N293PQ,JFK,RDU,1/21/2022 8:10,1/21/2022 8:15,29,-5,87,0,2013,Bombardier,CRJ9,0
1/21/2022,11,9E,5113,N906XJ,JFK,RDU,1/21/2022 11:40,1/21/2022 11:42,24,-2,85,0,2007,Bombardier,CRJ9,0
1/21/2022,13,YX,5619,N204JQ,JFK,RDU,1/21/2022 13:29,1/21/2022 13:35,12,-6,90,0,2008,Embraer,E75L,0
1/21/2022,18,DL,655,N397DN,JFK,AUS,1/21/2022 18:27,1/21/2022 18:39,11,-12,220,0,2019,Airbus,A321,0
1/21/2022,8,DL,659,N345NB,JFK,AUS,1/21/2022 8:29,1/21/2022 8:30,19,-1,232,0,2002,Airbus,A319,0
1/22/2022,17,AA,2772,N946AN,JFK,AUS,1/22/2022 17:21,1/22/2022 17:29,15,-8,227,0,2000,Boeing,B738,0
1/22/2022,7,AA,2813,N968NN,JFK,AUS,1/22/2022 7:51,1/22/2022 7:59,15,-8,227,0,2015,Boeing,B738,0
1/22/2022,14,YX,4503,N106HQ,JFK,RDU,1/22/2022 14:45,1/22/2022 14:30,25,15,75,0,2007,Embraer,E75L,0
1/22/2022,16,YX,4540,N112HQ,JFK,RDU,1/22/2022 16:41,1/22/2022 16:45,25,-4,76,0,2007,Embraer,E75L,0
1/22/2022,12,YX,4628,N444YX,JFK,RDU,1/22/2022 12:48,1/22/2022 13:00,20,-12,82,0,2015,Embraer,E75L,0
1/22/2022,7,YX,4926,N401YX,JFK,RDU,1/22/2022 7:32,1/22/2022 7:40,21,-8,77,0,2013,Embraer,E75L,0
1/22/2022,0,B6,1185,N329JB,JFK,RDU,1/22/2022 0:00,1/22/2022 17:29,0,0,0,1,2011,Embraer,E190,0
1/22/2022,15,B6,285,N328JB,JFK,RDU,1/22/2022 15:29,1/22/2022 12:20,20,189,75,0,2011,Embraer,E190,0
1/22/2022,14,B6,295,N508JL,JFK,AUS,1/22/2022 14:12,1/22/2022 13:44,18,28,231,0,2000,Airbus,A320,0
1/22/2022,21,B6,385,N317JB,JFK,RDU,1/22/2022 21:58,1/22/2022 20:40,13,78,81,0,2010,Embraer,E190,0
1/22/2022,5,B6,585,N571JB,JFK,RDU,1/22/2022 5:51,1/22/2022 6:00,23,-9,78,0,2003,Airbus,A320,0
1/22/2022,7,B6,795,N779JB,JFK,AUS,1/22/2022 7:01,1/22/2022 6:59,22,2,223,0,2009,Airbus,A320,0
1/22/2022,20,B6,97,N956JT,JFK,DEN,1/22/2022 20:16,1/22/2022 20:00,15,16,227,0,2015,Airbus,A321,0
1/22/2022,19,DL,1077,N859DN,JFK,DEN,1/22/2022 19:52,1/22/2022 19:59,28,-7,235,0,2016,Boeing,B739,0
1/22/2022,7,DL,1170,N721TW,JFK,DEN,1/22/2022 7:55,1/22/2022 7:59,16,-4,233,0,1999,Boeing,B752,0
1/22/2022,16,9E,4829,N309PQ,JFK,RDU,1/22/2022 16:52,1/22/2022 16:55,16,-3,78,0,2014,Bombardier,CRJ9,0
1/22/2022,8,9E,4873,N678CA,JFK,RDU,1/22/2022 8:06,1/22/2022 8:15,14,-9,71,0,2007,Bombardier,CRJ9,0
1/22/2022,10,9E,5113,N309PQ,JFK,RDU,1/22/2022 10:50,1/22/2022 11:00,12,-10,71,0,2014,Bombardier,CRJ9,0
1/22/2022,19,9E,5247,N299PQ,JFK,RDU,1/22/2022 19:23,1/22/2022 19:30,16,-7,74,0,2013,Bombardier,CRJ9,0
1/22/2022,13,9E,5447,N293PQ,JFK,RDU,1/22/2022 13:30,1/22/2022 13:35,22,-5,74,0,2013,Bombardier,CRJ9,0
1/22/2022,18,DL,655,N348NB,JFK,AUS,1/22/2022 18:40,1/22/2022 18:39,48,1,223,0,2002,Airbus,A319,0
1/22/2022,8,DL,659,N348NB,JFK,AUS,1/22/2022 8:19,1/22/2022 8:30,11,-11,224,0,2002,Airbus,A319,0
1/23/2022,17,AA,2772,N973NN,JFK,AUS,1/23/2022 17:56,1/23/2022 17:29,12,27,219,0,2015,Boeing,B738,0
1/23/2022,7,AA,2813,N821NN,JFK,AUS,1/23/2022 7:57,1/23/2022 8:00,23,-3,223,0,2010,Boeing,B738,0
1/23/2022,14,YX,4503,N131HQ,JFK,RDU,1/23/2022 14:19,1/23/2022 14:30,24,-11,79,0,2008,Embraer,E75L,0
1/23/2022,22,YX,4533,N403YX,JFK,RDU,1/23/2022 22:21,1/23/2022 21:40,45,41,74,0,2013,Embraer,E75L,0
1/23/2022,16,YX,4540,N435YX,JFK,RDU,1/23/2022 16:36,1/23/2022 16:45,27,-9,82,0,2014,Embraer,E75L,0
1/23/2022,12,YX,4628,N444YX,JFK,RDU,1/23/2022 12:47,1/23/2022 13:00,16,-13,77,0,2015,Embraer,E75L,0
1/23/2022,7,YX,4926,N438YX,JFK,RDU,1/23/2022 7:32,1/23/2022 7:40,19,-8,81,0,2014,Embraer,E75L,0
1/23/2022,17,B6,1185,N247JB,JFK,RDU,1/23/2022 17:23,1/23/2022 17:29,21,-6,75,0,2006,Embraer,E190,0
1/23/2022,21,B6,1295,N649JB,JFK,AUS,1/23/2022 21:26,1/23/2022 20:40,105,46,217,0,2006,Airbus,A320,0
1/23/2022,12,B6,285,N238JB,JFK,RDU,1/23/2022 12:17,1/23/2022 12:20,28,-3,79,0,2006,Embraer,E190,0
1/23/2022,13,B6,295,N504JB,JFK,AUS,1/23/2022 13:49,1/23/2022 13:44,13,5,215,0,1999,Airbus,A320,0
1/23/2022,21,B6,385,N368JB,JFK,RDU,1/23/2022 21:01,1/23/2022 20:40,63,21,75,0,2013,Embraer,E190,0
1/23/2022,5,B6,585,N653JB,JFK,RDU,1/23/2022 5:49,1/23/2022 5:59,16,-10,81,0,2007,Airbus,A320,0
1/23/2022,22,B6,97,N627JB,JFK,DEN,1/23/2022 22:33,1/23/2022 20:00,57,153,229,0,2005,Airbus,A320,0
1/23/2022,21,DL,1077,N930DZ,JFK,DEN,1/23/2022 21:07,1/23/2022 19:59,59,68,230,0,2019,Boeing,B739,0
1/23/2022,7,DL,1170,N707TW,JFK,DEN,1/23/2022 7:50,1/23/2022 7:59,15,-9,223,0,1997,Boeing,B752,0
1/23/2022,12,DL,1175,N322NB,JFK,AUS,1/23/2022 12:54,1/23/2022 13:05,15,-11,219,0,2001,Airbus,A319,0
1/23/2022,17,9E,4829,N582CA,JFK,RDU,1/23/2022 17:07,1/23/2022 16:55,22,12,78,0,2008,Bombardier,CRJ9,0
1/23/2022,8,9E,4873,N604LR,JFK,RDU,1/23/2022 8:10,1/23/2022 8:15,24,-5,86,0,2007,Bombardier,CRJ9,0
1/23/2022,12,9E,5113,N582CA,JFK,RDU,1/23/2022 12:12,1/23/2022 11:42,21,30,76,0,2008,Bombardier,CRJ9,0
1/23/2022,19,9E,5247,N691CA,JFK,RDU,1/23/2022 19:18,1/23/2022 19:20,16,-2,70,0,2007,Bombardier,CRJ9,0
1/23/2022,13,YX,5619,N212JQ,JFK,RDU,1/23/2022 13:28,1/23/2022 13:35,29,-7,81,0,2008,Embraer,E75L,0
1/23/2022,18,DL,655,N316NB,JFK,AUS,1/23/2022 18:38,1/23/2022 18:39,12,-1,224,0,2000,Airbus,A319,0
1/23/2022,8,DL,659,N316NB,JFK,AUS,1/23/2022 8:22,1/23/2022 8:30,23,-8,220,0,2000,Airbus,A319,0
1/24/2022,20,AA,2772,N956AN,JFK,AUS,1/24/2022 20:38,1/24/2022 17:29,22,189,235,0,2001,Boeing,B738,0
1/24/2022,7,AA,2813,N342PM,JFK,AUS,1/24/2022 7:56,1/24/2022 8:00,14,-4,235,0,2017,Boeing,B738,0
1/24/2022,14,YX,4503,N135HQ,JFK,RDU,1/24/2022 14:21,1/24/2022 14:30,13,-9,76,0,2008,Embraer,E75L,1
1/24/2022,21,YX,4533,N125HQ,JFK,RDU,1/24/2022 21:22,1/24/2022 21:40,26,-18,77,0,2007,Embraer,E75L,0
1/24/2022,16,YX,4540,N416YX,JFK,RDU,1/24/2022 16:40,1/24/2022 16:45,20,-5,76,0,2013,Embraer,E75L,0
1/24/2022,14,YX,4628,N122HQ,JFK,RDU,1/24/2022 14:11,1/24/2022 13:00,32,71,75,0,2007,Embraer,E75L,1
1/24/2022,7,YX,4926,N448YX,JFK,RDU,1/24/2022 7:29,1/24/2022 7:40,18,-11,74,0,2020,Embraer,E75L,0
1/24/2022,17,B6,1185,N184JB,JFK,RDU,1/24/2022 17:32,1/24/2022 17:29,19,3,71,0,2005,Embraer,E190,0
1/24/2022,12,B6,285,N274JB,JFK,RDU,1/24/2022 12:16,1/24/2022 12:20,13,-4,72,0,2007,Embraer,E190,0
1/24/2022,14,B6,295,N568JB,JFK,AUS,1/24/2022 14:09,1/24/2022 13:44,11,25,236,0,2003,Airbus,A320,1
1/24/2022,22,B6,385,N309JB,JFK,RDU,1/24/2022 22:17,1/24/2022 20:40,30,97,71,0,2009,Embraer,E190,0
1/24/2022,5,B6,585,N618JB,JFK,RDU,1/24/2022 5:52,1/24/2022 6:00,14,-8,74,0,2005,Airbus,A320,0
1/24/2022,7,B6,795,N623JB,JFK,AUS,1/24/2022 7:31,1/24/2022 6:59,50,32,235,0,2005,Airbus,A320,0
1/24/2022,19,B6,97,N2044J,JFK,DEN,1/24/2022 19:57,1/24/2022 20:00,37,-3,250,0,2020,Airbus,A21N,0
1/24/2022,19,DL,1077,N889DN,JFK,DEN,1/24/2022 19:49,1/24/2022 19:59,31,-10,250,0,2017,Boeing,B739,0
1/24/2022,8,DL,1170,N185DN,JFK,DEN,1/24/2022 8:56,1/24/2022 8:05,40,51,242,0,1995,Boeing,B763,0
1/24/2022,12,DL,1175,N365NB,JFK,AUS,1/24/2022 12:57,1/24/2022 13:05,10,-8,249,0,2003,Airbus,A319,0
1/24/2022,16,9E,4829,N176PQ,JFK,RDU,1/24/2022 16:50,1/24/2022 16:55,25,-5,76,0,2008,Bombardier,CRJ9,0
1/24/2022,11,9E,4873,N314PQ,JFK,RDU,1/24/2022 11:02,1/24/2022 8:15,15,167,72,0,2014,Bombardier,CRJ9,0
1/24/2022,11,9E,5113,N320PQ,JFK,RDU,1/24/2022 11:37,1/24/2022 11:42,20,-5,71,0,2014,Bombardier,CRJ9,0
1/24/2022,19,9E,5247,N181GJ,JFK,RDU,1/24/2022 19:39,1/24/2022 19:20,35,19,72,0,2008,Bombardier,CRJ9,0
1/24/2022,13,YX,5619,N214JQ,JFK,RDU,1/24/2022 13:27,1/24/2022 13:35,18,-8,73,0,2008,Embraer,E75L,0
1/24/2022,18,DL,655,N322NB,JFK,AUS,1/24/2022 18:32,1/24/2022 18:39,32,-7,237,0,2001,Airbus,A319,0
1/24/2022,8,DL,659,N322NB,JFK,AUS,1/24/2022 8:23,1/24/2022 8:30,65,-7,236,0,2001,Airbus,A319,0
1/25/2022,17,AA,2772,N940NN,JFK,AUS,1/25/2022 17:23,1/25/2022 17:29,23,-6,238,0,2013,Boeing,B738,0
1/25/2022,7,AA,2813,N922NN,JFK,AUS,1/25/2022 7:51,1/25/2022 8:00,17,-9,244,0,2013,Boeing,B738,0
1/25/2022,14,YX,4503,N436YX,JFK,RDU,1/25/2022 14:20,1/25/2022 14:30,23,-10,80,0,2014,Embraer,E75L,0
1/25/2022,16,YX,4540,N412YX,JFK,RDU,1/25/2022 16:38,1/25/2022 16:45,22,-7,78,0,2013,Embraer,E75L,0
1/25/2022,12,YX,4628,N105HQ,JFK,RDU,1/25/2022 12:50,1/25/2022 13:00,26,-10,78,0,2007,Embraer,E75L,0
1/25/2022,7,YX,4926,N138HQ,JFK,RDU,1/25/2022 7:52,1/25/2022 7:40,21,12,77,0,2008,Embraer,E75L,0
1/25/2022,17,B6,1185,N179JB,JFK,RDU,1/25/2022 17:27,1/25/2022 17:29,42,-2,79,0,2005,Embraer,E190,0
1/25/2022,12,B6,285,N316JB,JFK,RDU,1/25/2022 12:10,1/25/2022 12:20,11,-10,75,0,2009,Embraer,E190,0
1/25/2022,13,B6,295,N766JB,JFK,AUS,1/25/2022 13:36,1/25/2022 13:44,11,-8,240,0,2008,Airbus,A320,0
1/25/2022,20,B6,385,N316JB,JFK,RDU,1/25/2022 20:38,1/25/2022 20:40,17,-2,77,0,2009,Embraer,E190,0
1/25/2022,5,B6,585,N504JB,JFK,RDU,1/25/2022 5:52,1/25/2022 6:00,12,-8,77,0,1999,Airbus,A320,0
1/25/2022,20,B6,97,N903JB,JFK,DEN,1/25/2022 20:05,1/25/2022 20:00,22,5,233,0,2013,Airbus,A321,0
1/25/2022,19,DL,1077,N906DN,JFK,DEN,1/25/2022 19:48,1/25/2022 19:59,29,-11,229,0,2018,Boeing,B739,0
1/25/2022,8,DL,1170,N721TW,JFK,DEN,1/25/2022 8:03,1/25/2022 7:59,42,4,251,0,1999,Boeing,B752,0
1/25/2022,12,DL,1175,N322NB,JFK,AUS,1/25/2022 12:53,1/25/2022 13:05,15,-12,256,0,2001,Airbus,A319,0
1/25/2022,17,9E,4829,N200PQ,JFK,RDU,1/25/2022 17:07,1/25/2022 16:55,20,12,74,0,2008,Bombardier,CRJ9,0
1/25/2022,8,9E,4873,N398CA,JFK,RDU,1/25/2022 8:05,1/25/2022 8:15,19,-10,77,0,2003,Bombardier,CRJ7,0
1/25/2022,11,9E,5113,N200PQ,JFK,RDU,1/25/2022 11:19,1/25/2022 11:29,14,-10,82,0,2008,Bombardier,CRJ9,0
1/25/2022,19,9E,5247,N695CA,JFK,RDU,1/25/2022 19:19,1/25/2022 19:20,15,-1,77,0,2006,Bombardier,CRJ9,0
1/25/2022,13,YX,5619,N211JQ,JFK,RDU,1/25/2022 13:31,1/25/2022 13:35,11,-4,78,0,2008,Embraer,E75L,0
1/25/2022,18,DL,655,N365NB,JFK,AUS,1/25/2022 18:31,1/25/2022 18:39,41,-8,243,0,2003,Airbus,A319,0
1/25/2022,8,DL,659,N365NB,JFK,AUS,1/25/2022 8:22,1/25/2022 8:30,14,-8,240,0,2003,Airbus,A319,0
1/26/2022,17,AA,2772,N355PU,JFK,AUS,1/26/2022 17:25,1/26/2022 17:29,25,-4,234,0,2017,Boeing,B738,0
1/26/2022,7,AA,2813,N906NN,JFK,AUS,1/26/2022 7:53,1/26/2022 8:00,14,-7,244,0,2012,Boeing,B738,0
1/26/2022,14,YX,4503,N118HQ,JFK,RDU,1/26/2022 14:21,1/26/2022 14:30,21,-9,86,0,2007,Embraer,E75L,0
1/26/2022,16,YX,4540,N131HQ,JFK,RDU,1/26/2022 16:43,1/26/2022 16:45,17,-2,87,0,2008,Embraer,E75L,0
1/26/2022,12,YX,4628,N115HQ,JFK,RDU,1/26/2022 12:51,1/26/2022 13:00,15,-9,83,0,2007,Embraer,E75L,0
1/26/2022,7,YX,4926,N416YX,JFK,RDU,1/26/2022 7:53,1/26/2022 7:59,23,-6,88,0,2013,Embraer,E75L,0
1/26/2022,17,B6,1185,N337JB,JFK,RDU,1/26/2022 17:24,1/26/2022 17:29,11,-5,81,0,2011,Embraer,E190,0
1/26/2022,12,B6,285,N375JB,JFK,RDU,1/26/2022 12:49,1/26/2022 12:20,15,29,82,0,2013,Embraer,E190,0
1/26/2022,13,B6,295,N796JB,JFK,AUS,1/26/2022 13:35,1/26/2022 13:44,23,-9,234,0,2012,Airbus,A320,0
1/26/2022,20,B6,385,N351JB,JFK,RDU,1/26/2022 20:34,1/26/2022 20:40,14,-6,77,0,2012,Embraer,E190,0
1/26/2022,5,B6,585,N712JB,JFK,RDU,1/26/2022 5:53,1/26/2022 6:00,16,-7,85,0,2008,Airbus,A320,0
1/26/2022,19,B6,97,N997JL,JFK,DEN,1/26/2022 19:52,1/26/2022 20:00,26,-8,227,0,2018,Airbus,A321,0
1/26/2022,19,DL,1077,N913DU,JFK,DEN,1/26/2022 19:58,1/26/2022 19:59,30,-1,231,0,2018,Boeing,B739,0
1/26/2022,8,DL,1170,N723TW,JFK,DEN,1/26/2022 8:02,1/26/2022 8:05,13,-3,233,0,2000,Boeing,B752,0
1/26/2022,12,DL,1175,N365NB,JFK,AUS,1/26/2022 12:59,1/26/2022 13:05,12,-6,241,0,2003,Airbus,A319,0
1/26/2022,16,9E,4829,N307PQ,JFK,RDU,1/26/2022 16:46,1/26/2022 16:55,17,-9,86,0,2014,Bombardier,CRJ9,0
1/26/2022,8,9E,4873,N906XJ,JFK,RDU,1/26/2022 8:10,1/26/2022 8:15,23,-5,85,0,2007,Bombardier,CRJ9,0
1/26/2022,11,9E,5113,N307PQ,JFK,RDU,1/26/2022 11:37,1/26/2022 11:42,20,-5,84,0,2014,Bombardier,CRJ9,0
1/26/2022,19,9E,5247,N147PQ,JFK,RDU,1/26/2022 19:17,1/26/2022 19:20,19,-3,76,0,2007,Bombardier,CRJ9,0
1/26/2022,13,YX,5619,N204JQ,JFK,RDU,1/26/2022 13:30,1/26/2022 13:35,14,-5,91,0,2008,Embraer,E75L,0
1/26/2022,18,DL,655,N322NB,JFK,AUS,1/26/2022 18:30,1/26/2022 18:39,25,-9,231,0,2001,Airbus,A319,0
1/26/2022,8,DL,659,N322NB,JFK,AUS,1/26/2022 8:25,1/26/2022 8:30,13,-5,242,0,2001,Airbus,A319,0
1/27/2022,17,AA,2772,N852NN,JFK,AUS,1/27/2022 17:23,1/27/2022 17:29,14,-6,236,0,2010,Boeing,B738,0
1/27/2022,7,AA,2813,N997NN,JFK,AUS,1/27/2022 7:51,1/27/2022 8:00,20,-9,228,0,2016,Boeing,B738,0
1/27/2022,14,YX,4503,N126HQ,JFK,RDU,1/27/2022 14:22,1/27/2022 14:30,15,-8,70,0,2008,Embraer,E75L,0
1/27/2022,21,YX,4533,N105HQ,JFK,RDU,1/27/2022 21:34,1/27/2022 21:40,20,-6,72,0,2007,Embraer,E75L,0
1/27/2022,16,YX,4540,N109HQ,JFK,RDU,1/27/2022 16:42,1/27/2022 16:45,20,-3,73,0,2007,Embraer,E75L,0
