FL_DATE,DEP_HOUR,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_TIME,CRS_DEP_TIME,TAXI_OUT,DEP_DELAY,AIR_TIME,CANCELLED,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,ACTIVE_WEATHER
1/10/2022,16,YX,4540,N431YX,JFK,RDU,1/10/2022 16:40,1/10/2022 16:45,22,-5,77,0,2014,Embraer,E75L,0
1/10/2022,12,YX,4628,N419YX,JFK,RDU,1/10/2022 12:53,1/10/2022 13:00,24,-7,85,0,2013,Embraer,E75L,0
1/10/2022,7,YX,4926,N132HQ,JFK,RDU,1/10/2022 7:30,1/10/2022 7:40,25,-10,89,0,2008,Embraer,E75L,0
1/10/2022,17,B6,1185,N323JB,JFK,RDU,1/10/2022 17:48,1/10/2022 17:29,11,19,71,0,2010,Embraer,E190,0
1/10/2022,13,B6,285,N358JB,JFK,RDU,1/10/2022 13:04,1/10/2022 12:20,21,44,80,0,2013,Embraer,E190,0
1/10/2022,14,B6,295,N644JB,JFK,AUS,1/10/2022 14:19,1/10/2022 13:44,14,35,220,0,2006,Airbus,A320,0
1/10/2022,22,B6,385,N216JB,JFK,RDU,1/10/2022 22:27,1/10/2022 20:40,32,107,74,0,2006,Embraer,E190,0
1/10/2022,6,B6,795,N709JB,JFK,AUS,1/10/2022 6:48,1/10/2022 6:59,17,-11,250,0,2008,Airbus,A320,0
1/10/2022,0,B6,97,N975JT,JFK,DEN,1/10/2022 0:00,1/10/2022 20:00,0,0,0,1,2017,Airbus,A321,1
1/10/2022,19,DL,1077,N886DN,JFK,DEN,1/10/2022 19:54,1/10/2022 19:59,16,-5,240,0,2017,Boeing,B739,0
1/10/2022,7,DL,1170,N712TW,JFK,DEN,1/10/2022 7:58,1/10/2022 8:05,29,-7,237,0,1997,Boeing,B752,0
1/10/2022,16,DL,1175,N364NB,JFK,AUS,1/10/2022 16:17,1/10/2022 13:05,14,192,225,0,2003,Airbus,A319,0
1/10/2022,16,9E,4829,N324PQ,JFK,RDU,1/10/2022 16:52,1/10/2022 16:55,18,-3,74,0,2014,Bombardier,CRJ9,0
1/10/2022,8,9E,4873,N315PQ,JFK,RDU,1/10/2022 8:10,1/10/2022 8:15,25,-5,84,0,2014,Bombardier,CRJ9,0
1/10/2022,11,9E,5113,N324PQ,JFK,RDU,1/10/2022 11:38,1/10/2022 11:42,11,-4,89,0,2014,Bombardier,CRJ9,0
1/10/2022,19,9E,5247,N311PQ,JFK,RDU,1/10/2022 19:18,1/10/2022 19:20,15,-2,71,0,2014,Bombardier,CRJ9,0
1/10/2022,13,YX,5619,N243JQ,JFK,RDU,1/10/2022 13:25,1/10/2022 13:35,20,-10,84,0,2008,Embraer,E75L,0
1/10/2022,18,DL,655,N325NB,JFK,AUS,1/10/2022 18:24,1/10/2022 18:39,17,-15,218,0,2001,Airbus,A319,0
1/10/2022,8,DL,659,N325NB,JFK,AUS,1/10/2022 8:37,1/10/2022 8:30,30,7,238,0,2001,Airbus,A319,0
1/11/2022,17,AA,2772,N832NN,JFK,AUS,1/11/2022 17:28,1/11/2022 17:29,16,-1,205,0,2010,Boeing,B738,0
1/11/2022,7,AA,2813,N877NN,JFK,AUS,1/11/2022 7:53,1/11/2022 8:00,19,-7,213,0,2011,Boeing,B738,0
1/11/2022,14,YX,4503,N108HQ,JFK,RDU,1/11/2022 14:22,1/11/2022 14:30,13,-8,71,0,2007,Embraer,E75L,0
1/11/2022,17,YX,4540,N116HQ,JFK,RDU,1/11/2022 17:53,1/11/2022 16:45,20,68,66,0,2007,Embraer,E75L,0
1/11/2022,12,YX,4628,N437YX,JFK,RDU,1/11/2022 12:50,1/11/2022 13:00,19,-10,73,0,2014,Embraer,E75L,0
1/11/2022,7,YX,4926,N128HQ,JFK,RDU,1/11/2022 7:36,1/11/2022 7:40,23,-4,74,0,2008,Embraer,E75L,0
1/11/2022,17,B6,1185,N239JB,JFK,RDU,1/11/2022 17:57,1/11/2022 17:29,15,28,70,0,2006,Embraer,E190,0
1/11/2022,12,B6,285,N183JB,JFK,RDU,1/11/2022 12:25,1/11/2022 12:20,12,5,70,0,2005,Embraer,E190,0
1/11/2022,14,B6,295,N661JB,JFK,AUS,1/11/2022 14:01,1/11/2022 13:44,14,17,211,0,2007,Airbus,A320,0
1/11/2022,21,B6,385,N229JB,JFK,RDU,1/11/2022 21:15,1/11/2022 20:40,18,35,67,0,2006,Embraer,E190,0
1/11/2022,19,B6,97,N949JT,JFK,DEN,1/11/2022 19:55,1/11/2022 20:00,29,-5,234,0,2015,Airbus,A321,0
1/11/2022,19,DL,1077,N929DZ,JFK,DEN,1/11/2022 19:58,1/11/2022 19:59,15,-1,232,0,2019,Boeing,B739,0
1/11/2022,7,DL,1170,N705TW,JFK,DEN,1/11/2022 7:58,1/11/2022 7:59,20,-1,240,0,1997,Boeing,B752,0
1/11/2022,12,DL,1175,N342NB,JFK,AUS,1/11/2022 12:55,1/11/2022 13:05,20,-10,212,0,2002,Airbus,A319,0
1/11/2022,16,9E,4829,N341PQ,JFK,RDU,1/11/2022 16:46,1/11/2022 16:55,18,-9,64,0,2014,Bombardier,CRJ9,0
1/11/2022,8,9E,4873,N928XJ,JFK,RDU,1/11/2022 8:09,1/11/2022 8:15,30,-6,70,0,2008,Bombardier,CRJ9,0
1/11/2022,11,9E,5113,N341PQ,JFK,RDU,1/11/2022 11:24,1/11/2022 11:29,23,-5,69,0,2014,Bombardier,CRJ9,0
1/11/2022,19,9E,5247,N309PQ,JFK,RDU,1/11/2022 19:19,1/11/2022 19:20,26,-1,67,0,2014,Bombardier,CRJ9,0
1/11/2022,13,YX,5619,N242JQ,JFK,RDU,1/11/2022 13:32,1/11/2022 13:35,14,-3,73,0,2008,Embraer,E75L,0
1/11/2022,18,DL,655,N364NB,JFK,AUS,1/11/2022 18:53,1/11/2022 18:39,38,14,204,0,2003,Airbus,A319,0
1/11/2022,9,DL,659,N364NB,JFK,AUS,1/11/2022 9:06,1/11/2022 8:30,25,36,202,0,2003,Airbus,A319,0
1/12/2022,17,AA,2772,N809NN,JFK,AUS,1/12/2022 17:25,1/12/2022 17:29,13,-4,212,0,2009,Boeing,B738,0
1/12/2022,7,AA,2813,N885NN,JFK,AUS,1/12/2022 7:50,1/12/2022 8:00,20,-10,222,0,2012,Boeing,B738,0
1/12/2022,14,YX,4503,N413YX,JFK,RDU,1/12/2022 14:14,1/12/2022 14:30,22,-16,69,0,2013,Embraer,E75L,0
1/12/2022,16,YX,4540,N428YX,JFK,RDU,1/12/2022 16:37,1/12/2022 16:45,17,-8,75,0,2014,Embraer,E75L,0
1/12/2022,12,YX,4628,N125HQ,JFK,RDU,1/12/2022 12:56,1/12/2022 13:00,18,-4,77,0,2007,Embraer,E75L,0
1/12/2022,7,YX,4926,N431YX,JFK,RDU,1/12/2022 7:51,1/12/2022 7:59,23,-8,70,0,2014,Embraer,E75L,0
1/12/2022,17,B6,1185,N317JB,JFK,RDU,1/12/2022 17:26,1/12/2022 17:29,11,-3,71,0,2010,Embraer,E190,0
1/12/2022,13,B6,285,N283JB,JFK,RDU,1/12/2022 13:23,1/12/2022 12:20,12,63,73,0,2007,Embraer,E190,0
1/12/2022,13,B6,295,N521JB,JFK,AUS,1/12/2022 13:37,1/12/2022 13:44,10,-7,214,0,2001,Airbus,A320,0
1/12/2022,20,B6,385,N329JB,JFK,RDU,1/12/2022 20:32,1/12/2022 20:40,31,-8,73,0,2011,Embraer,E190,0
1/12/2022,20,B6,97,N995JL,JFK,DEN,1/12/2022 20:00,1/12/2022 20:00,28,0,215,0,2018,Airbus,A321,0
1/12/2022,19,DL,1077,N814DN,JFK,DEN,1/12/2022 19:52,1/12/2022 19:59,53,-7,225,0,2014,Boeing,B739,0
1/12/2022,7,DL,1170,N710TW,JFK,DEN,1/12/2022 7:57,1/12/2022 8:05,27,-8,233,0,1997,Boeing,B752,0
1/12/2022,12,DL,1175,N329NB,JFK,AUS,1/12/2022 12:56,1/12/2022 13:05,19,-9,211,0,2001,Airbus,A319,0
1/12/2022,16,9E,4829,N329PQ,JFK,RDU,1/12/2022 16:49,1/12/2022 16:55,17,-6,73,0,2014,Bombardier,CRJ9,0
1/12/2022,8,9E,4873,N582CA,JFK,RDU,1/12/2022 8:10,1/12/2022 8:15,35,-5,70,0,2008,Bombardier,CRJ9,0
1/12/2022,11,9E,5113,N329PQ,JFK,RDU,1/12/2022 11:37,1/12/2022 11:42,15,-5,70,0,2014,Bombardier,CRJ9,0
1/12/2022,19,9E,5247,N297PQ,JFK,RDU,1/12/2022 19:31,1/12/2022 19:20,20,11,73,0,2013,Bombardier,CRJ9,0
1/12/2022,13,YX,5619,N233JQ,JFK,RDU,1/12/2022 13:33,1/12/2022 13:35,13,-2,75,0,2008,Embraer,E75L,0
1/12/2022,18,DL,655,N344NB,JFK,AUS,1/12/2022 18:46,1/12/2022 18:39,16,7,208,0,2002,Airbus,A319,0
1/12/2022,8,DL,659,N344NB,JFK,AUS,1/12/2022 8:32,1/12/2022 8:30,26,2,215,0,2002,Airbus,A319,0
1/13/2022,17,AA,2772,N316PF,JFK,AUS,1/13/2022 17:39,1/13/2022 17:29,15,10,205,0,2017,Boeing,B738,0
1/13/2022,7,AA,2813,N971NN,JFK,AUS,1/13/2022 7:54,1/13/2022 8:00,22,-6,205,0,2015,Boeing,B738,0
1/13/2022,14,YX,4503,N423YX,JFK,RDU,1/13/2022 14:21,1/13/2022 14:30,14,-9,78,0,2014,Embraer,E75L,0
1/13/2022,21,YX,4533,N401YX,JFK,RDU,1/13/2022 21:26,1/13/2022 21:40,19,-14,71,0,2013,Embraer,E75L,0
1/13/2022,16,YX,4540,N411YX,JFK,RDU,1/13/2022 16:58,1/13/2022 16:45,21,13,78,0,2013,Embraer,E75L,0
1/13/2022,12,YX,4628,N418YX,JFK,RDU,1/13/2022 12:51,1/13/2022 13:00,16,-9,75,0,2013,Embraer,E75L,0
1/13/2022,7,YX,4926,N415YX,JFK,RDU,1/13/2022 7:51,1/13/2022 7:59,16,-8,76,0,2013,Embraer,E75L,0
1/13/2022,17,B6,1185,N307JB,JFK,RDU,1/13/2022 17:28,1/13/2022 17:29,14,-1,74,0,2009,Embraer,E190,0
1/13/2022,20,B6,1295,N587JB,JFK,AUS,1/13/2022 20:37,1/13/2022 20:40,13,-3,194,0,2004,Airbus,A320,0
1/13/2022,12,B6,285,N216JB,JFK,RDU,1/13/2022 12:16,1/13/2022 12:20,15,-4,72,0,2006,Embraer,E190,0
1/13/2022,13,B6,295,N608JB,JFK,AUS,1/13/2022 13:39,1/13/2022 13:44,18,-5,201,0,2005,Airbus,A320,0
1/13/2022,20,B6,385,N267JB,JFK,RDU,1/13/2022 20:38,1/13/2022 20:40,10,-2,73,0,2007,Embraer,E190,0
1/13/2022,19,B6,97,N958JB,JFK,DEN,1/13/2022 19:57,1/13/2022 20:00,17,-3,230,0,2015,Airbus,A321,0
1/13/2022,19,DL,1077,N873DN,JFK,DEN,1/13/2022 19:55,1/13/2022 19:59,21,-4,239,0,2017,Boeing,B739,0
1/13/2022,8,DL,1170,N721TW,JFK,DEN,1/13/2022 8:02,1/13/2022 8:05,17,-3,233,0,1999,Boeing,B752,0
1/13/2022,13,DL,1175,N354NB,JFK,AUS,1/13/2022 13:25,1/13/2022 13:05,16,20,206,0,2002,Airbus,A319,0
1/13/2022,16,9E,4829,N311PQ,JFK,RDU,1/13/2022 16:46,1/13/2022 16:55,19,-9,72,0,2014,Bombardier,CRJ9,0
1/13/2022,8,9E,4873,N313PQ,JFK,RDU,1/13/2022 8:04,1/13/2022 8:15,24,-11,74,0,2014,Bombardier,CRJ9,0
1/13/2022,11,9E,5113,N311PQ,JFK,RDU,1/13/2022 11:37,1/13/2022 11:42,17,-5,71,0,2014,Bombardier,CRJ9,0
1/13/2022,19,9E,5247,N176PQ,JFK,RDU,1/13/2022 19:09,1/13/2022 19:20,20,-11,72,0,2008,Bombardier,CRJ9,0
1/13/2022,13,YX,5619,N201JQ,JFK,RDU,1/13/2022 13:46,1/13/2022 13:35,17,11,74,0,2008,Embraer,E75L,0
1/13/2022,18,DL,655,N329NB,JFK,AUS,1/13/2022 18:50,1/13/2022 18:39,8,11,196,0,2001,Airbus,A319,0
1/13/2022,8,DL,659,N329NB,JFK,AUS,1/13/2022 8:25,1/13/2022 8:30,50,-5,203,0,2001,Airbus,A319,0
1/14/2022,17,AA,2772,N358PW,JFK,AUS,1/14/2022 17:25,1/14/2022 17:29,13,-4,219,0,2017,Boeing,B738,0
1/14/2022,7,AA,2813,N969NN,JFK,AUS,1/14/2022 7:55,1/14/2022 8:00,14,-5,203,0,2015,Boeing,B738,0
1/14/2022,14,YX,4503,N128HQ,JFK,RDU,1/14/2022 14:21,1/14/2022 14:30,35,-9,76,0,2008,Embraer,E75L,0
1/14/2022,16,YX,4540,N129HQ,JFK,RDU,1/14/2022 16:42,1/14/2022 16:45,30,-3,76,0,2008,Embraer,E75L,0
1/14/2022,12,YX,4628,N448YX,JFK,RDU,1/14/2022 12:52,1/14/2022 13:00,30,-8,78,0,2020,Embraer,E75L,0
1/14/2022,7,YX,4926,N428YX,JFK,RDU,1/14/2022 7:37,1/14/2022 7:40,32,-3,75,0,2014,Embraer,E75L,0
1/14/2022,17,B6,1185,N354JB,JFK,RDU,1/14/2022 17:54,1/14/2022 17:29,16,25,71,0,2013,Embraer,E190,0
1/14/2022,21,B6,1295,N806JB,JFK,AUS,1/14/2022 21:32,1/14/2022 20:40,17,52,221,0,2012,Airbus,A320,0
1/14/2022,12,B6,285,N198JB,JFK,RDU,1/14/2022 12:12,1/14/2022 12:20,17,-8,72,0,2006,Embraer,E190,0
1/14/2022,13,B6,295,N566JB,JFK,AUS,1/14/2022 13:35,1/14/2022 13:44,17,-9,208,0,2003,Airbus,A320,0
1/14/2022,20,B6,385,N249JB,JFK,RDU,1/14/2022 20:42,1/14/2022 20:40,19,2,67,0,2006,Embraer,E190,0
1/14/2022,5,B6,585,N661JB,JFK,RDU,1/14/2022 5:54,1/14/2022 6:00,54,-6,72,0,2007,Airbus,A320,0
1/14/2022,20,B6,97,N971JT,JFK,DEN,1/14/2022 20:24,1/14/2022 20:00,22,24,228,0,2016,Airbus,A321,0
1/14/2022,19,DL,1077,N880DN,JFK,DEN,1/14/2022 19:56,1/14/2022 19:59,29,-3,225,0,2017,Boeing,B739,0
1/14/2022,8,DL,1170,N710TW,JFK,DEN,1/14/2022 8:00,1/14/2022 8:05,13,-5,253,0,1997,Boeing,B752,0
1/14/2022,13,DL,1175,N347NB,JFK,AUS,1/14/2022 13:04,1/14/2022 13:05,24,-1,212,0,2002,Airbus,A319,0
1/14/2022,16,9E,4829,N582CA,JFK,RDU,1/14/2022 16:45,1/14/2022 16:55,21,-10,73,0,2008,Bombardier,CRJ9,0
1/14/2022,8,9E,4873,N607LR,JFK,RDU,1/14/2022 8:10,1/14/2022 8:15,49,-5,70,0,2008,Bombardier,CRJ9,0
1/14/2022,11,9E,5113,N678CA,JFK,RDU,1/14/2022 11:38,1/14/2022 11:42,37,-4,69,0,2007,Bombardier,CRJ9,0
1/14/2022,19,9E,5247,N320PQ,JFK,RDU,1/14/2022 19:16,1/14/2022 19:20,17,-4,71,0,2014,Bombardier,CRJ9,0
1/14/2022,13,YX,5619,N201JQ,JFK,RDU,1/14/2022 13:33,1/14/2022 13:35,13,-2,72,0,2008,Embraer,E75L,0
1/14/2022,18,DL,655,N354NB,JFK,AUS,1/14/2022 18:46,1/14/2022 18:39,20,7,215,0,2002,Airbus,A319,0
1/14/2022,8,DL,659,N354NB,JFK,AUS,1/14/2022 8:24,1/14/2022 8:30,18,-6,205,0,2002,Airbus,A319,0
1/15/2022,17,AA,2772,N833NN,JFK,AUS,1/15/2022 17:23,1/15/2022 17:29,23,-6,222,0,2010,Boeing,B738,0
1/15/2022,7,AA,2813,N941NN,JFK,AUS,1/15/2022 7:52,1/15/2022 7:59,16,-7,232,0,2013,Boeing,B738,0
1/15/2022,14,YX,4503,N447YX,JFK,RDU,1/15/2022 14:22,1/15/2022 14:30,18,-8,82,0,2015,Embraer,E75L,0
1/15/2022,16,YX,4540,N431YX,JFK,RDU,1/15/2022 16:43,1/15/2022 16:45,24,-2,82,0,2014,Embraer,E75L,0
1/15/2022,12,YX,4628,N429YX,JFK,RDU,1/15/2022 12:50,1/15/2022 13:00,40,-10,74,0,2014,Embraer,E75L,0
1/15/2022,7,YX,4926,N119HQ,JFK,RDU,1/15/2022 7:31,1/15/2022 7:40,24,-9,77,0,2007,Embraer,E75L,0
1/15/2022,17,B6,1185,N279JB,JFK,RDU,1/15/2022 17:23,1/15/2022 17:29,13,-6,78,0,2007,Embraer,E190,0
1/15/2022,13,B6,285,N339JB,JFK,RDU,1/15/2022 13:25,1/15/2022 12:20,18,65,76,0,2011,Embraer,E190,0
1/15/2022,15,B6,295,N959JB,JFK,AUS,1/15/2022 15:27,1/15/2022 13:44,16,103,217,0,2015,Airbus,A321,0
1/15/2022,22,B6,385,N190JB,JFK,RDU,1/15/2022 22:27,1/15/2022 20:40,15,107,74,0,2005,Embraer,E190,0
1/15/2022,5,B6,585,N594JB,JFK,RDU,1/15/2022 5:57,1/15/2022 6:00,33,-3,73,0,2004,Airbus,A320,0
1/15/2022,6,B6,795,N571JB,JFK,AUS,1/15/2022 6:51,1/15/2022 6:59,14,-8,227,0,2003,Airbus,A320,0
1/15/2022,22,B6,97,N2002J,JFK,DEN,1/15/2022 22:40,1/15/2022 20:00,15,160,220,0,2019,Airbus,A21N,0
1/15/2022,21,DL,1077,N869DN,JFK,DEN,1/15/2022 21:32,1/15/2022 19:59,20,93,217,0,2016,Boeing,B739,0
1/15/2022,7,DL,1170,N703TW,JFK,DEN,1/15/2022 7:59,1/15/2022 7:59,17,0,229,0,1996,Boeing,B752,0
1/15/2022,16,9E,4829,N301PQ,JFK,RDU,1/15/2022 16:55,1/15/2022 16:55,23,0,79,0,2013,Bombardier,CRJ9,0
1/15/2022,8,9E,4873,N298PQ,JFK,RDU,1/15/2022 8:20,1/15/2022 8:15,13,5,74,0,2013,Bombardier,CRJ9,0
1/15/2022,10,9E,5113,N296PQ,JFK,RDU,1/15/2022 10:54,1/15/2022 11:00,27,-6,75,0,2013,Bombardier,CRJ9,0
1/15/2022,19,9E,5247,N349PQ,JFK,RDU,1/15/2022 19:25,1/15/2022 19:30,32,-5,79,0,2015,Bombardier,CRJ9,0
1/15/2022,13,9E,5447,N329PQ,JFK,RDU,1/15/2022 13:30,1/15/2022 13:35,18,-5,80,0,2014,Bombardier,CRJ9,0
1/15/2022,18,DL,655,N347NB,JFK,AUS,1/15/2022 18:56,1/15/2022 18:39,19,17,219,0,2002,Airbus,A319,0
1/15/2022,8,DL,659,N347NB,JFK,AUS,1/15/2022 8:24,1/15/2022 8:30,28,-6,227,0,2002,Airbus,A319,0
1/16/2022,17,AA,2772,N928NN,JFK,AUS,1/16/2022 17:24,1/16/2022 17:29,17,-5,206,0,2013,Boeing,B738,0
1/16/2022,7,AA,2813,N941NN,JFK,AUS,1/16/2022 7:59,1/16/2022 8:00,13,-1,221,0,2013,Boeing,B738,0
1/16/2022,14,YX,4503,N411YX,JFK,RDU,1/16/2022 14:20,1/16/2022 14:30,25,-10,85,0,2013,Embraer,E75L,0
1/16/2022,0,YX,4533,N425YX,JFK,RDU,1/16/2022 0:00,1/16/2022 21:40,0,0,0,2,2014,Embraer,E75L,0
1/16/2022,0,YX,4540,N447YX,JFK,RDU,1/16/2022 0:00,1/16/2022 16:45,0,0,0,2,2015,Embraer,E75L,0
1/16/2022,19,B6,1185,N368JB,JFK,RDU,1/16/2022 19:41,1/16/2022 17:29,34,132,78,0,2013,Embraer,E190,0
1/16/2022,0,B6,1295,N834JB,JFK,AUS,1/16/2022 0:00,1/16/2022 20:40,0,0,0,1,2013,Airbus,A320,0
1/16/2022,13,B6,285,N231JB,JFK,RDU,1/16/2022 13:27,1/16/2022 12:20,15,67,82,0,2006,Embraer,E190,0
1/16/2022,14,B6,295,N964JT,JFK,AUS,1/16/2022 14:04,1/16/2022 13:44,17,20,205,0,2016,Airbus,A321,0
1/16/2022,21,B6,385,N318JB,JFK,RDU,1/16/2022 21:32,1/16/2022 20:40,48,52,80,0,2010,Embraer,E190,0
1/16/2022,0,B6,585,N763JB,JFK,RDU,1/16/2022 0:00,1/16/2022 5:59,0,0,0,3,2008,Airbus,A320,0
1/16/2022,21,B6,97,N970JB,JFK,DEN,1/16/2022 21:40,1/16/2022 20:00,48,100,217,0,2016,Airbus,A321,0
1/16/2022,20,DL,1077,N804DN,JFK,DEN,1/16/2022 20:11,1/16/2022 19:59,87,12,213,0,2013,Boeing,B739,0
1/16/2022,7,DL,1170,N721TW,JFK,DEN,1/16/2022 7:52,1/16/2022 7:59,18,-7,230,0,1999,Boeing,B752,0
1/16/2022,13,DL,1175,N347NB,JFK,AUS,1/16/2022 13:29,1/16/2022 13:05,14,24,205,0,2002,Airbus,A319,0
1/16/2022,0,9E,4829,N200PQ,JFK,RDU,1/16/2022 0:00,1/16/2022 16:55,0,0,0,2,2008,Bombardier,CRJ9,0
1/16/2022,8,9E,4873,N297PQ,JFK,RDU,1/16/2022 8:07,1/16/2022 8:15,22,-8,77,0,2013,Bombardier,CRJ9,0
1/16/2022,0,9E,5113,N200PQ,JFK,RDU,1/16/2022 0:00,1/16/2022 11:42,0,0,0,2,2008,Bombardier,CRJ9,0
1/16/2022,20,9E,5247,N901XJ,JFK,RDU,1/16/2022 20:19,1/16/2022 19:20,132,59,80,0,2007,Bombardier,CRJ9,0
1/16/2022,14,YX,5619,N208JQ,JFK,RDU,1/16/2022 14:15,1/16/2022 13:35,24,40,86,0,2008,Embraer,E75L,0
1/16/2022,18,DL,655,N346NB,JFK,AUS,1/16/2022 18:38,1/16/2022 18:39,47,-1,212,0,2002,Airbus,A319,0
1/16/2022,8,DL,659,N346NB,JFK,AUS,1/16/2022 8:25,1/16/2022 8:30,15,-5,217,0,2002,Airbus,A319,0
1/17/2022,17,AA,2772,N958NN,JFK,AUS,1/17/2022 17:37,1/17/2022 17:29,13,8,206,0,2014,Boeing,B738,0
1/17/2022,8,AA,2813,N955NN,JFK,AUS,1/17/2022 8:00,1/17/2022 8:00,25,0,213,0,2014,Boeing,B738,1
1/17/2022,15,YX,4503,N426YX,JFK,RDU,1/17/2022 15:26,1/17/2022 14:30,25,56,72,0,2014,Embraer,E75L,0
1/17/2022,22,YX,4533,N453YX,JFK,RDU,1/17/2022 22:07,1/17/2022 21:40,29,27,69,0,2021,Embraer,E75L,1
1/17/2022,16,YX,4540,N430YX,JFK,RDU,1/17/2022 16:49,1/17/2022 16:45,21,4,71,0,2014,Embraer,E75L,0
1/17/2022,13,YX,4628,N112HQ,JFK,RDU,1/17/2022 13:17,1/17/2022 13:00,19,17,76,0,2007,Embraer,E75L,1
1/17/2022,13,YX,4926,N433YX,JFK,RDU,1/17/2022 13:00,1/17/2022 7:40,22,320,74,0,2014,Embraer,E75L,1
1/17/2022,18,B6,1185,N266JB,JFK,RDU,1/17/2022 18:10,1/17/2022 17:29,49,41,68,0,2007,Embraer,E190,0
1/17/2022,13,B6,285,N228JB,JFK,RDU,1/17/2022 13:01,1/17/2022 12:20,15,41,71,0,2006,Embraer,E190,1
1/17/2022,14,B6,295,N645JB,JFK,AUS,1/17/2022 14:13,1/17/2022 13:44,13,29,202,0,2006,Airbus,A320,1
1/17/2022,0,B6,385,N318JB,JFK,RDU,1/17/2022 0:13,1/17/2022 20:40,15,213,65,0,2010,Embraer,E190,1
1/17/2022,5,B6,585,N809JB,JFK,RDU,1/17/2022 5:53,1/17/2022 6:00,21,-7,72,0,2012,Airbus,A320,1
1/17/2022,7,B6,795,N796JB,JFK,AUS,1/17/2022 7:32,1/17/2022 6:59,18,33,204,0,2012,Airbus,A320,1
1/17/2022,21,B6,97,N999JQ,JFK,DEN,1/17/2022 21:07,1/17/2022 20:00,41,67,232,0,2018,Airbus,A321,0
1/17/2022,19,DL,1077,N922DZ,JFK,DEN,1/17/2022 19:54,1/17/2022 19:59,40,-5,232,0,2019,Boeing,B739,0
1/17/2022,8,DL,1170,N707TW,JFK,DEN,1/17/2022 8:03,1/17/2022 8:05,27,-2,229,0,1997,Boeing,B752,1
1/17/2022,13,DL,1175,N340NB,JFK,AUS,1/17/2022 13:59,1/17/2022 13:05,22,54,199,0,2002,Airbus,A319,1
1/17/2022,17,9E,4829,N695CA,JFK,RDU,1/17/2022 17:14,1/17/2022 16:55,83,19,70,0,2006,Bombardier,CRJ9,0
1/17/2022,8,9E,4873,N299PQ,JFK,RDU,1/17/2022 8:08,1/17/2022 8:15,18,-7,73,0,2013,Bombardier,CRJ9,1
1/17/2022,11,9E,5113,N695CA,JFK,RDU,1/17/2022 11:38,1/17/2022 11:42,24,-4,76,0,2006,Bombardier,CRJ9,0
1/17/2022,20,9E,5247,N678CA,JFK,RDU,1/17/2022 20:40,1/17/2022 19:20,14,80,66,0,2007,Bombardier,CRJ9,0
1/17/2022,13,YX,5619,N225JQ,JFK,RDU,1/17/2022 13:31,1/17/2022 13:35,14,-4,79,0,2008,Embraer,E75L,1
1/17/2022,19,DL,655,N347NB,JFK,AUS,1/17/2022 19:40,1/17/2022 18:39,39,61,210,0,2002,Airbus,A319,0
1/17/2022,8,DL,659,N347NB,JFK,AUS,1/17/2022 8:18,1/17/2022 8:30,27,-12,206,0,2002,Airbus,A319,1
1/18/2022,17,AA,2772,N940AN,JFK,AUS,1/18/2022 17:18,1/18/2022 17:29,21,-11,224,0,2000,Boeing,B738,0
1/18/2022,7,AA,2813,N951NN,JFK,AUS,1/18/2022 7:53,1/18/2022 8:00,16,-7,221,0,2014,Boeing,B738,0
1/18/2022,14,YX,4503,N404YX,JFK,RDU,1/18/2022 14:21,1/18/2022 14:30,24,-9,73,0,2013,Embraer,E75L,0
1/18/2022,16,YX,4540,N451YX,JFK,RDU,1/18/2022 16:41,1/18/2022 16:45,19,-4,80,0,2021,Embraer,E75L,0
1/18/2022,12,YX,4628,N136HQ,JFK,RDU,1/18/2022 12:53,1/18/2022 13:00,31,-7,75,0,2008,Embraer,E75L,0
1/18/2022,7,YX,4926,N449YX,JFK,RDU,1/18/2022 7:31,1/18/2022 7:40,25,-9,71,0,2021,Embraer,E75L,0
1/18/2022,17,B6,1185,N206JB,JFK,RDU,1/18/2022 17:33,1/18/2022 17:29,23,4,69,0,2006,Embraer,E190,0
1/18/2022,12,B6,285,N323JB,JFK,RDU,1/18/2022 12:44,1/18/2022 12:20,28,24,68,0,2010,Embraer,E190,0
1/18/2022,14,B6,295,N796JB,JFK,AUS,1/18/2022 14:12,1/18/2022 13:44,16,28,220,0,2012,Airbus,A320,0
1/18/2022,20,B6,385,N184JB,JFK,RDU,1/18/2022 20:54,1/18/2022 20:40,16,14,68,0,2005,Embraer,E190,0
1/18/2022,5,B6,585,N636JB,JFK,RDU,1/18/2022 5:50,1/18/2022 6:00,14,-10,72,0,2006,Airbus,A320,0
1/18/2022,19,B6,97,N973JT,JFK,DEN,1/18/2022 19:56,1/18/2022 20:00,24,-4,243,0,2018,Airbus,A321,0
1/18/2022,19,DL,1077,N930DZ,JFK,DEN,1/18/2022 19:58,1/18/2022 19:59,39,-1,237,0,2019,Boeing,B739,0
1/18/2022,7,DL,1170,N712TW,JFK,DEN,1/18/2022 7:54,1/18/2022 7:59,20,-5,240,0,1997,Boeing,B752,0
1/18/2022,12,DL,1175,N345NB,JFK,AUS,1/18/2022 12:56,1/18/2022 13:05,29,-9,221,0,2002,Airbus,A319,0
