FL_DATE,DEP_HOUR,MKT_UNIQUE_CARRIER,MKT_CARRIER_FL_NUM,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,DEP_TIME,CRS_DEP_TIME,TAXI_OUT,DEP_DELAY,AIR_TIME,DISTANCE,CANCELLED,LATITUDE,LONGITUDE,ELEVATION,MESONET_STATION,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,RANGE,WIDTH,WIND_DIR,WIND_SPD,WIND_GUST,VISIBILITY,TEMPERATURE,DEW_POINT,REL_HUMIDITY,ALTIMETER,LOWEST_CLOUD_LAYER,N_CLOUD_LAYER,LOW_LEVEL_CLOUD,MID_LEVEL_CLOUD,HIGH_LEVEL_CLOUD,CLOUD_COVER,ACTIVE_WEATHER
1/14/2022,7,AA,2813,AA,2813,N969NN,JFK,AUS,1/14/2022 7:55,1/14/2022 8:00,14,-5,203,1521,0,40.64,-73.77861,13,JFK,2015,Boeing,B738,Medium Range,Narrow-body,20,10,0,10,4.39,2.22,85.81,29.81,700,2,1,1,0,4,0
1/14/2022,14,AA,4503,YX,4503,N128HQ,JFK,RDU,1/14/2022 14:21,1/14/2022 14:30,35,-9,76,427,0,40.64,-73.77861,13,JFK,2008,Embraer,E75L,Short Range,Narrow-body,360,17,24,10,4.39,-1.11,67.45,29.78,3000,3,1,1,1,3,0
1/14/2022,16,AA,4540,YX,4540,N129HQ,JFK,RDU,1/14/2022 16:42,1/14/2022 16:45,30,-3,76,427,0,40.64,-73.77861,13,JFK,2008,Embraer,E75L,Short Range,Narrow-body,360,19,28,10,6.72,-0.61,59.5,29.76,3700,3,1,0,1,3,0
1/14/2022,12,AA,4628,YX,4628,N448YX,JFK,RDU,1/14/2022 12:52,1/14/2022 13:00,30,-8,78,427,0,40.64,-73.77861,13,JFK,2020,Embraer,E75L,Short Range,Narrow-body,360,11,0,10,4.39,1.72,82.8,29.78,2800,2,1,1,0,4,0
1/14/2022,7,AA,4926,YX,4926,N428YX,JFK,RDU,1/14/2022 7:37,1/14/2022 7:40,32,-3,75,427,0,40.64,-73.77861,13,JFK,2014,Embraer,E75L,Short Range,Narrow-body,20,10,0,10,4.39,2.22,85.81,29.81,700,2,1,1,0,4,0
1/14/2022,17,B6,1185,B6,1185,N354JB,JFK,RDU,1/14/2022 17:54,1/14/2022 17:29,16,25,71,427,0,40.64,-73.77861,13,JFK,2013,Embraer,E190,Short Range,Narrow-body,350,24,31,10,6.72,-1.11,57.37,29.75,3700,4,1,1,1,3,0
1/14/2022,21,B6,1295,B6,1295,N806JB,JFK,AUS,1/14/2022 21:32,1/14/2022 20:40,17,52,221,1521,0,40.64,-73.77861,13,JFK,2012,Airbus,A320,Medium Range,Narrow-body,340,26,35,10,3.89,-3.89,56.86,29.77,4000,3,1,1,1,3,0
1/14/2022,12,B6,285,B6,285,N198JB,JFK,RDU,1/14/2022 12:12,1/14/2022 12:20,17,-8,72,427,0,40.64,-73.77861,13,JFK,2006,Embraer,E190,Short Range,Narrow-body,360,11,0,10,4.39,1.72,82.8,29.78,2800,2,1,1,0,4,0
1/14/2022,13,B6,295,B6,295,N566JB,JFK,AUS,1/14/2022 13:35,1/14/2022 13:44,17,-9,208,1521,0,40.64,-73.77861,13,JFK,2003,Airbus,A320,Medium Range,Narrow-body,360,12,0,10,4.39,1.11,79.25,29.78,2800,3,1,1,1,4,0
1/14/2022,20,B6,385,B6,385,N249JB,JFK,RDU,1/14/2022 20:42,1/14/2022 20:40,19,2,67,427,0,40.64,-73.77861,13,JFK,2006,Embraer,E190,Short Range,Narrow-body,340,23,31,10,5,-2.78,57.15,29.74,4000,2,1,0,1,3,0
1/14/2022,5,B6,585,B6,585,N661JB,JFK,RDU,1/14/2022 5:54,1/14/2022 6:00,54,-6,72,427,0,40.64,-73.77861,13,JFK,2007,Airbus,A320,Medium Range,Narrow-body,20,8,0,10,3.89,1.72,85.76,29.84,15000,2,0,1,1,4,0
1/14/2022,20,B6,97,B6,97,N971JT,JFK,DEN,1/14/2022 20:24,1/14/2022 20:00,22,24,228,1626,0,40.64,-73.77861,13,JFK,2016,Airbus,A321,Medium Range,Narrow-body,340,23,31,10,5,-2.78,57.15,29.74,4000,2,1,0,1,3,0
1/14/2022,19,DL,1077,DL,1077,N880DN,JFK,DEN,1/14/2022 19:56,1/14/2022 19:59,29,-3,225,1626,0,40.64,-73.77861,13,JFK,2017,Boeing,B739,Medium Range,Narrow-body,330,24,33,10,5.61,-2.78,54.78,29.74,4000,3,1,1,1,3,0
1/14/2022,8,DL,1170,DL,1170,N710TW,JFK,DEN,1/14/2022 8:00,1/14/2022 8:05,13,-5,253,1626,0,40.64,-73.77861,13,JFK,1997,Boeing,B752,Medium Range,Narrow-body,10,9,0,8,4.39,2.78,89.27,29.82,600,1,1,0,0,4,0
1/14/2022,13,DL,1175,DL,1175,N347NB,JFK,AUS,1/14/2022 13:04,1/14/2022 13:05,24,-1,212,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,360,12,0,10,4.39,1.11,79.25,29.78,2800,3,1,1,1,4,0
1/14/2022,16,DL,4829,9E,4829,N582CA,JFK,RDU,1/14/2022 16:45,1/14/2022 16:55,21,-10,73,427,0,40.64,-73.77861,13,JFK,2008,Bombardier,CRJ9,Short Range,Narrow-body,360,19,28,10,6.72,-0.61,59.5,29.76,3700,3,1,0,1,3,0
1/14/2022,8,DL,4873,9E,4873,N607LR,JFK,RDU,1/14/2022 8:10,1/14/2022 8:15,49,-5,70,427,0,40.64,-73.77861,13,JFK,2008,Bombardier,CRJ9,Short Range,Narrow-body,10,9,0,8,4.39,2.78,89.27,29.82,600,1,1,0,0,4,0
1/14/2022,11,DL,5113,9E,5113,N678CA,JFK,RDU,1/14/2022 11:38,1/14/2022 11:42,37,-4,69,427,0,40.64,-73.77861,13,JFK,2007,Bombardier,CRJ9,Short Range,Narrow-body,360,8,0,10,4.39,2.22,85.81,29.78,900,3,1,1,0,4,0
1/14/2022,19,DL,5247,9E,5247,N320PQ,JFK,RDU,1/14/2022 19:16,1/14/2022 19:20,17,-4,71,427,0,40.64,-73.77861,13,JFK,2014,Bombardier,CRJ9,Short Range,Narrow-body,330,24,33,10,5.61,-2.78,54.78,29.74,4000,3,1,1,1,3,0
1/14/2022,13,DL,5619,YX,5619,N201JQ,JFK,RDU,1/14/2022 13:33,1/14/2022 13:35,13,-2,72,427,0,40.64,-73.77861,13,JFK,2008,Embraer,E75L,Short Range,Narrow-body,360,12,0,10,4.39,1.11,79.25,29.78,2800,3,1,1,1,4,0
1/14/2022,18,DL,655,DL,655,N354NB,JFK,AUS,1/14/2022 18:46,1/14/2022 18:39,20,7,215,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,350,24,31,10,6.11,-1.72,57.21,29.73,4000,3,1,1,1,3,0
1/14/2022,8,DL,659,DL,659,N354NB,JFK,AUS,1/14/2022 8:24,1/14/2022 8:30,18,-6,205,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,10,9,0,8,4.39,2.78,89.27,29.82,600,1,1,0,0,4,0
1/15/2022,17,AA,2772,AA,2772,N833NN,JFK,AUS,1/15/2022 17:23,1/15/2022 17:29,23,-6,222,1521,0,40.64,-73.77861,13,JFK,2010,Boeing,B738,Medium Range,Narrow-body,350,21,25,10,-8.28,-22.78,30.07,30.3,5000,2,1,0,1,3,0
1/15/2022,7,AA,2813,AA,2813,N941NN,JFK,AUS,1/15/2022 7:52,1/15/2022 7:59,16,-7,232,1521,0,40.64,-73.77861,13,JFK,2013,Boeing,B738,Medium Range,Narrow-body,330,19,28,10,-7.78,-14.39,59.06,30.02,3600,1,1,0,0,1,0
1/15/2022,14,AA,4503,YX,4503,N447YX,JFK,RDU,1/15/2022 14:22,1/15/2022 14:30,18,-8,82,427,0,40.64,-73.77861,13,JFK,2015,Embraer,E75L,Short Range,Narrow-body,350,16,0,10,-10.61,-20,46.02,30.27,5000,2,1,0,1,2,0
1/15/2022,16,AA,4540,YX,4540,N431YX,JFK,RDU,1/15/2022 16:43,1/15/2022 16:45,24,-2,82,427,0,40.64,-73.77861,13,JFK,2014,Embraer,E75L,Short Range,Narrow-body,340,18,24,10,-9.39,-22.78,32.8,30.31,5000,2,1,0,1,2,0
1/15/2022,12,AA,4628,YX,4628,N429YX,JFK,RDU,1/15/2022 12:50,1/15/2022 13:00,40,-10,74,427,0,40.64,-73.77861,13,JFK,2014,Embraer,E75L,Short Range,Narrow-body,360,17,0,10,-11.11,-18.28,55.48,30.2,5000,1,1,0,0,1,0
1/15/2022,7,AA,4926,YX,4926,N119HQ,JFK,RDU,1/15/2022 7:31,1/15/2022 7:40,24,-9,77,427,0,40.64,-73.77861,13,JFK,2007,Embraer,E75L,Short Range,Narrow-body,330,19,28,10,-7.78,-14.39,59.06,30.02,3600,1,1,0,0,1,0
1/15/2022,17,B6,1185,B6,1185,N279JB,JFK,RDU,1/15/2022 17:23,1/15/2022 17:29,13,-6,78,427,0,40.64,-73.77861,13,JFK,2007,Embraer,E190,Short Range,Narrow-body,350,21,25,10,-8.28,-22.78,30.07,30.3,5000,2,1,0,1,3,0
1/15/2022,13,B6,285,B6,285,N339JB,JFK,RDU,1/15/2022 13:25,1/15/2022 12:20,18,65,76,427,0,40.64,-73.77861,13,JFK,2011,Embraer,E190,Short Range,Narrow-body,350,17,0,10,-11.11,-19.39,50.47,30.23,5000,2,1,0,1,1,0
1/15/2022,15,B6,295,B6,295,N959JB,JFK,AUS,1/15/2022 15:27,1/15/2022 13:44,16,103,217,1521,0,40.64,-73.77861,13,JFK,2015,Airbus,A321,Medium Range,Narrow-body,340,22,28,10,-10,-22.22,36.14,30.3,5000,2,1,0,1,2,0
1/15/2022,22,B6,385,B6,385,N190JB,JFK,RDU,1/15/2022 22:27,1/15/2022 20:40,15,107,74,427,0,40.64,-73.77861,13,JFK,2005,Embraer,E190,Short Range,Narrow-body,350,12,0,10,-7.78,-20,36.86,30.34,25000,1,0,0,1,3,0
1/15/2022,5,B6,585,B6,585,N594JB,JFK,RDU,1/15/2022 5:57,1/15/2022 6:00,33,-3,73,427,0,40.64,-73.77861,13,JFK,2004,Airbus,A320,Medium Range,Narrow-body,330,22,29,10,-5.61,-12.22,59.63,29.96,3300,1,1,0,0,1,0
1/15/2022,6,B6,795,B6,795,N571JB,JFK,AUS,1/15/2022 6:51,1/15/2022 6:59,14,-8,227,1521,0,40.64,-73.77861,13,JFK,2003,Airbus,A320,Medium Range,Narrow-body,330,20,27,10,-7.22,-13.28,61.94,29.99,3300,1,1,0,0,1,0
1/15/2022,22,B6,97,B6,97,N2002J,JFK,DEN,1/15/2022 22:40,1/15/2022 20:00,15,160,220,1626,0,40.64,-73.77861,13,JFK,2019,Airbus,A21N,Medium Range,Narrow-body,350,12,0,10,-7.78,-20,36.86,30.34,25000,1,0,0,1,3,0
1/15/2022,21,DL,1077,DL,1077,N869DN,JFK,DEN,1/15/2022 21:32,1/15/2022 19:59,20,93,217,1626,0,40.64,-73.77861,13,JFK,2016,Boeing,B739,Medium Range,Narrow-body,350,11,0,10,-7.22,-21.11,32.07,30.32,25000,1,0,0,1,3,0
1/15/2022,7,DL,1170,DL,1170,N703TW,JFK,DEN,1/15/2022 7:59,1/15/2022 7:59,17,0,229,1626,0,40.64,-73.77861,13,JFK,1996,Boeing,B752,Medium Range,Narrow-body,330,19,28,10,-7.78,-14.39,59.06,30.02,3600,1,1,0,0,1,0
1/15/2022,16,DL,4829,9E,4829,N301PQ,JFK,RDU,1/15/2022 16:55,1/15/2022 16:55,23,0,79,427,0,40.64,-73.77861,13,JFK,2013,Bombardier,CRJ9,Short Range,Narrow-body,340,18,24,10,-9.39,-22.78,32.8,30.31,5000,2,1,0,1,2,0
1/15/2022,8,DL,4873,9E,4873,N298PQ,JFK,RDU,1/15/2022 8:20,1/15/2022 8:15,13,5,74,427,0,40.64,-73.77861,13,JFK,2013,Bombardier,CRJ9,Short Range,Narrow-body,340,17,21,10,-8.28,-15,58.38,30.06,3600,1,1,0,0,1,0
1/15/2022,10,DL,5113,9E,5113,N296PQ,JFK,RDU,1/15/2022 10:54,1/15/2022 11:00,27,-6,75,427,0,40.64,-73.77861,13,JFK,2013,Bombardier,CRJ9,Short Range,Narrow-body,350,14,0,10,-9.39,-16.72,55.19,30.12,25000,1,0,0,1,1,0
1/15/2022,19,DL,5247,9E,5247,N349PQ,JFK,RDU,1/15/2022 19:25,1/15/2022 19:30,32,-5,79,427,0,40.64,-73.77861,13,JFK,2015,Bombardier,CRJ9,Short Range,Narrow-body,350,15,25,10,-7.78,-24.39,25.06,30.3,25000,1,0,0,1,3,0
1/15/2022,13,DL,5447,9E,5447,N329PQ,JFK,RDU,1/15/2022 13:30,1/15/2022 13:35,18,-5,80,427,0,40.64,-73.77861,13,JFK,2014,Bombardier,CRJ9,Short Range,Narrow-body,350,17,0,10,-11.11,-19.39,50.47,30.23,5000,2,1,0,1,1,0
1/15/2022,18,DL,655,DL,655,N347NB,JFK,AUS,1/15/2022 18:56,1/15/2022 18:39,19,17,219,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,330,20,27,10,-7.78,-23.28,27.67,30.3,25000,1,0,0,1,3,0
1/15/2022,8,DL,659,DL,659,N347NB,JFK,AUS,1/15/2022 8:24,1/15/2022 8:30,28,-6,227,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,340,17,21,10,-8.28,-15,58.38,30.06,3600,1,1,0,0,1,0
1/16/2022,17,AA,2772,AA,2772,N928NN,JFK,AUS,1/16/2022 17:24,1/16/2022 17:29,17,-5,206,1521,0,40.64,-73.77861,13,JFK,2013,Boeing,B738,Medium Range,Narrow-body,30,7,0,10,-3.28,-10.61,56.89,30.35,1800,2,1,0,0,4,0
1/16/2022,7,AA,2813,AA,2813,N941NN,JFK,AUS,1/16/2022 7:59,1/16/2022 8:00,13,-1,221,1521,0,40.64,-73.77861,13,JFK,2013,Boeing,B738,Medium Range,Narrow-body,360,12,0,10,-11.11,-20,47.89,30.43,0,0,0,0,0,0,0
1/16/2022,14,AA,4503,YX,4503,N411YX,JFK,RDU,1/16/2022 14:20,1/16/2022 14:30,25,-10,85,427,0,40.64,-73.77861,13,JFK,2013,Embraer,E75L,Short Range,Narrow-body,30,9,0,10,-10,-16.11,60.94,30.45,1600,1,1,0,0,3,0
1/16/2022,0,AA,4533,YX,4533,N425YX,JFK,RDU,1/16/2022 0:00,1/16/2022 21:40,0,0,0,427,2,40.64,-73.77861,13,JFK,2014,Embraer,E75L,Short Range,Narrow-body,360,13,0,10,-7.78,-19.39,38.84,30.38,18000,2,0,1,1,3,0
1/16/2022,0,AA,4540,YX,4540,N447YX,JFK,RDU,1/16/2022 0:00,1/16/2022 16:45,0,0,0,427,2,40.64,-73.77861,13,JFK,2015,Embraer,E75L,Short Range,Narrow-body,360,13,0,10,-7.78,-19.39,38.84,30.38,18000,2,0,1,1,3,0
1/16/2022,19,B6,1185,B6,1185,N368JB,JFK,RDU,1/16/2022 19:41,1/16/2022 17:29,34,132,78,427,0,40.64,-73.77861,13,JFK,2013,Embraer,E190,Short Range,Narrow-body,30,7,0,10,-1.11,-8.89,55.52,30.27,3400,1,1,0,0,4,0
1/16/2022,0,B6,1295,B6,1295,N834JB,JFK,AUS,1/16/2022 0:00,1/16/2022 20:40,0,0,0,1521,1,40.64,-73.77861,13,JFK,2013,Airbus,A320,Medium Range,Narrow-body,360,13,0,10,-7.78,-19.39,38.84,30.38,18000,2,0,1,1,3,0
1/16/2022,13,B6,285,B6,285,N231JB,JFK,RDU,1/16/2022 13:27,1/16/2022 12:20,15,67,82,427,0,40.64,-73.77861,13,JFK,2006,Embraer,E190,Short Range,Narrow-body,30,7,0,10,-11.72,-17.22,63.69,30.44,3000,2,1,0,1,1,0
1/16/2022,14,B6,295,B6,295,N964JT,JFK,AUS,1/16/2022 14:04,1/16/2022 13:44,17,20,205,1521,0,40.64,-73.77861,13,JFK,2016,Airbus,A321,Medium Range,Narrow-body,30,9,0,10,-10,-16.11,60.94,30.45,1600,1,1,0,0,3,0
1/16/2022,21,B6,385,B6,385,N318JB,JFK,RDU,1/16/2022 21:32,1/16/2022 20:40,48,52,80,427,0,40.64,-73.77861,13,JFK,2010,Embraer,E190,Short Range,Narrow-body,50,14,0,10,-2.22,-7.78,65.69,30.17,3500,2,1,1,0,4,0
1/16/2022,0,B6,585,B6,585,N763JB,JFK,RDU,1/16/2022 0:00,1/16/2022 5:59,0,0,0,427,3,40.64,-73.77861,13,JFK,2008,Airbus,A320,Medium Range,Narrow-body,360,13,0,10,-7.78,-19.39,38.84,30.38,18000,2,0,1,1,3,0
1/16/2022,21,B6,97,B6,97,N970JB,JFK,DEN,1/16/2022 21:40,1/16/2022 20:00,48,100,217,1626,0,40.64,-73.77861,13,JFK,2016,Airbus,A321,Medium Range,Narrow-body,50,14,0,10,-2.22,-7.78,65.69,30.17,3500,2,1,1,0,4,0
1/16/2022,20,DL,1077,DL,1077,N804DN,JFK,DEN,1/16/2022 20:11,1/16/2022 19:59,87,12,213,1626,0,40.64,-73.77861,13,JFK,2013,Boeing,B739,Medium Range,Narrow-body,50,12,0,10,-2.22,-8.28,63.19,30.23,4000,1,1,0,0,4,0
1/16/2022,7,DL,1170,DL,1170,N721TW,JFK,DEN,1/16/2022 7:52,1/16/2022 7:59,18,-7,230,1626,0,40.64,-73.77861,13,JFK,1999,Boeing,B752,Medium Range,Narrow-body,360,12,0,10,-11.11,-20,47.89,30.43,0,0,0,0,0,0,0
1/16/2022,13,DL,1175,DL,1175,N347NB,JFK,AUS,1/16/2022 13:29,1/16/2022 13:05,14,24,205,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,30,7,0,10,-11.72,-17.22,63.69,30.44,3000,2,1,0,1,1,0
1/16/2022,0,DL,4829,9E,4829,N200PQ,JFK,RDU,1/16/2022 0:00,1/16/2022 16:55,0,0,0,427,2,40.64,-73.77861,13,JFK,2008,Bombardier,CRJ9,Short Range,Narrow-body,360,13,0,10,-7.78,-19.39,38.84,30.38,18000,2,0,1,1,3,0
1/16/2022,8,DL,4873,9E,4873,N297PQ,JFK,RDU,1/16/2022 8:07,1/16/2022 8:15,22,-8,77,427,0,40.64,-73.77861,13,JFK,2013,Bombardier,CRJ9,Short Range,Narrow-body,10,12,0,10,-11.72,-20.61,47.7,30.41,0,0,0,0,0,0,0
1/16/2022,0,DL,5113,9E,5113,N200PQ,JFK,RDU,1/16/2022 0:00,1/16/2022 11:42,0,0,0,427,2,40.64,-73.77861,13,JFK,2008,Bombardier,CRJ9,Short Range,Narrow-body,360,13,0,10,-7.78,-19.39,38.84,30.38,18000,2,0,1,1,3,0
1/16/2022,20,DL,5247,9E,5247,N901XJ,JFK,RDU,1/16/2022 20:19,1/16/2022 19:20,132,59,80,427,0,40.64,-73.77861,13,JFK,2007,Bombardier,CRJ9,Short Range,Narrow-body,50,12,0,10,-2.22,-8.28,63.19,30.23,4000,1,1,0,0,4,0
1/16/2022,14,DL,5619,YX,5619,N208JQ,JFK,RDU,1/16/2022 14:15,1/16/2022 13:35,24,40,86,427,0,40.64,-73.77861,13,JFK,2008,Embraer,E75L,Short Range,Narrow-body,30,9,0,10,-10,-16.11,60.94,30.45,1600,1,1,0,0,3,0
1/16/2022,18,DL,655,DL,655,N346NB,JFK,AUS,1/16/2022 18:38,1/16/2022 18:39,47,-1,212,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,70,5,0,10,-2.22,-9.39,57.93,30.31,1500,2,1,0,0,4,0
1/16/2022,8,DL,659,DL,659,N346NB,JFK,AUS,1/16/2022 8:25,1/16/2022 8:30,15,-5,217,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,10,12,0,10,-11.72,-20.61,47.7,30.41,0,0,0,0,0,0,0
1/17/2022,17,AA,2772,AA,2772,N958NN,JFK,AUS,1/17/2022 17:37,1/17/2022 17:29,13,8,206,1521,0,40.64,-73.77861,13,JFK,2014,Boeing,B738,Medium Range,Narrow-body,230,20,27,10,3.89,-0.61,72.45,29.12,2200,2,1,1,0,4,0
1/17/2022,8,AA,2813,AA,2813,N955NN,JFK,AUS,1/17/2022 8:00,1/17/2022 8:00,25,0,213,1521,0,40.64,-73.77861,13,JFK,2014,Boeing,B738,Medium Range,Narrow-body,80,35,49,5,7.22,6.11,92.65,29.29,1100,1,1,0,0,4,1
1/17/2022,15,AA,4503,YX,4503,N426YX,JFK,RDU,1/17/2022 15:26,1/17/2022 14:30,25,56,72,427,0,40.64,-73.77861,13,JFK,2014,Embraer,E75L,Short Range,Narrow-body,220,20,0,10,5,1.72,79.34,29.12,1800,4,1,1,0,3,0
1/17/2022,22,AA,4533,YX,4533,N453YX,JFK,RDU,1/17/2022 22:07,1/17/2022 21:40,29,27,69,427,0,40.64,-73.77861,13,JFK,2021,Embraer,E75L,Short Range,Narrow-body,240,24,30,10,2.22,-2.22,72.43,29.2,2900,2,1,0,0,4,1
1/17/2022,16,AA,4540,YX,4540,N430YX,JFK,RDU,1/17/2022 16:49,1/17/2022 16:45,21,4,71,427,0,40.64,-73.77861,13,JFK,2014,Embraer,E75L,Short Range,Narrow-body,220,21,25,10,4.39,1.11,79.25,29.14,1800,3,1,1,0,3,0
1/17/2022,13,AA,4628,YX,4628,N112HQ,JFK,RDU,1/17/2022 13:17,1/17/2022 13:00,19,17,76,427,0,40.64,-73.77861,13,JFK,2007,Embraer,E75L,Short Range,Narrow-body,190,21,27,10,5.61,2.78,81.98,29.14,2200,4,1,1,0,3,1
1/17/2022,13,AA,4926,YX,4926,N433YX,JFK,RDU,1/17/2022 13:00,1/17/2022 7:40,22,320,74,427,0,40.64,-73.77861,13,JFK,2014,Embraer,E75L,Short Range,Narrow-body,190,21,27,10,5.61,2.78,81.98,29.14,2200,4,1,1,0,3,1
1/17/2022,18,B6,1185,B6,1185,N266JB,JFK,RDU,1/17/2022 18:10,1/17/2022 17:29,49,41,68,427,0,40.64,-73.77861,13,JFK,2007,Embraer,E190,Short Range,Narrow-body,230,20,26,10,2.78,-1.11,75.56,29.12,2000,2,1,1,0,4,0
1/17/2022,13,B6,285,B6,285,N228JB,JFK,RDU,1/17/2022 13:01,1/17/2022 12:20,15,41,71,427,0,40.64,-73.77861,13,JFK,2006,Embraer,E190,Short Range,Narrow-body,190,21,27,10,5.61,2.78,81.98,29.14,2200,4,1,1,0,3,1
1/17/2022,14,B6,295,B6,295,N645JB,JFK,AUS,1/17/2022 14:13,1/17/2022 13:44,13,29,202,1521,0,40.64,-73.77861,13,JFK,2006,Airbus,A320,Medium Range,Narrow-body,210,28,36,9,3.89,1.11,82.08,29.15,1800,4,1,1,0,3,1
1/17/2022,0,B6,385,B6,385,N318JB,JFK,RDU,1/17/2022 0:13,1/17/2022 20:40,15,213,65,427,0,40.64,-73.77861,13,JFK,2010,Embraer,E190,Short Range,Narrow-body,50,11,0,8,0.61,-3.89,71.82,30.08,2300,1,1,0,0,4,1
1/17/2022,5,B6,585,B6,585,N809JB,JFK,RDU,1/17/2022 5:53,1/17/2022 6:00,21,-7,72,427,0,40.64,-73.77861,13,JFK,2012,Airbus,A320,Medium Range,Narrow-body,70,26,36,5,5.61,3.89,88.67,29.66,1300,1,1,0,0,4,1
1/17/2022,7,B6,795,B6,795,N796JB,JFK,AUS,1/17/2022 7:32,1/17/2022 6:59,18,33,204,1521,0,40.64,-73.77861,13,JFK,2012,Airbus,A320,Medium Range,Narrow-body,70,32,45,6,6.72,5,88.77,29.41,1100,1,1,0,0,4,1
1/17/2022,21,B6,97,B6,97,N999JQ,JFK,DEN,1/17/2022 21:07,1/17/2022 20:00,41,67,232,1626,0,40.64,-73.77861,13,JFK,2018,Airbus,A321,Medium Range,Narrow-body,240,24,31,10,2.78,-2.22,69.63,29.18,3200,1,1,0,0,4,0
1/17/2022,19,DL,1077,DL,1077,N922DZ,JFK,DEN,1/17/2022 19:54,1/17/2022 19:59,40,-5,232,1626,0,40.64,-73.77861,13,JFK,2019,Boeing,B739,Medium Range,Narrow-body,230,23,0,10,2.78,-1.72,72.24,29.13,2100,2,1,1,0,4,0
1/17/2022,8,DL,1170,DL,1170,N707TW,JFK,DEN,1/17/2022 8:03,1/17/2022 8:05,27,-2,229,1626,0,40.64,-73.77861,13,JFK,1997,Boeing,B752,Medium Range,Narrow-body,80,35,49,5,7.22,6.11,92.65,29.29,1100,1,1,0,0,4,1
1/17/2022,13,DL,1175,DL,1175,N340NB,JFK,AUS,1/17/2022 13:59,1/17/2022 13:05,22,54,199,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,190,21,27,10,5.61,2.78,81.98,29.14,2200,4,1,1,0,3,1
1/17/2022,17,DL,4829,9E,4829,N695CA,JFK,RDU,1/17/2022 17:14,1/17/2022 16:55,83,19,70,427,0,40.64,-73.77861,13,JFK,2006,Bombardier,CRJ9,Short Range,Narrow-body,230,20,27,10,3.89,-0.61,72.45,29.12,2200,2,1,1,0,4,0
1/17/2022,8,DL,4873,9E,4873,N299PQ,JFK,RDU,1/17/2022 8:08,1/17/2022 8:15,18,-7,73,427,0,40.64,-73.77861,13,JFK,2013,Bombardier,CRJ9,Short Range,Narrow-body,80,35,49,5,7.22,6.11,92.65,29.29,1100,1,1,0,0,4,1
1/17/2022,11,DL,5113,9E,5113,N695CA,JFK,RDU,1/17/2022 11:38,1/17/2022 11:42,24,-4,76,427,0,40.64,-73.77861,13,JFK,2006,Bombardier,CRJ9,Short Range,Narrow-body,160,12,0,10,7.22,6.11,92.65,29.15,1500,3,1,0,0,4,0
1/17/2022,20,DL,5247,9E,5247,N678CA,JFK,RDU,1/17/2022 20:40,1/17/2022 19:20,14,80,66,427,0,40.64,-73.77861,13,JFK,2007,Bombardier,CRJ9,Short Range,Narrow-body,240,22,29,10,2.78,-2.22,69.63,29.16,3000,1,1,0,0,4,0
1/17/2022,13,DL,5619,YX,5619,N225JQ,JFK,RDU,1/17/2022 13:31,1/17/2022 13:35,14,-4,79,427,0,40.64,-73.77861,13,JFK,2008,Embraer,E75L,Short Range,Narrow-body,190,21,27,10,5.61,2.78,81.98,29.14,2200,4,1,1,0,3,1
1/17/2022,19,DL,655,DL,655,N347NB,JFK,AUS,1/17/2022 19:40,1/17/2022 18:39,39,61,210,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,230,23,0,10,2.78,-1.72,72.24,29.13,2100,2,1,1,0,4,0
1/17/2022,8,DL,659,DL,659,N347NB,JFK,AUS,1/17/2022 8:18,1/17/2022 8:30,27,-12,206,1521,0,40.64,-73.77861,13,JFK,2002,Airbus,A319,Medium Range,Narrow-body,80,35,49,5,7.22,6.11,92.65,29.29,1100,1,1,0,0,4,1
1/18/2022,17,AA,2772,AA,2772,N940AN,JFK,AUS,1/18/2022 17:18,1/18/2022 17:29,21,-11,224,1521,0,40.64,-73.77861,13,JFK,2000,Boeing,B738,Medium Range,Narrow-body,300,24,33,10,2.78,-10.61,36.63,29.9,6000,1,1,0,0,3,0
1/18/2022,7,AA,2813,AA,2813,N951NN,JFK,AUS,1/18/2022 7:53,1/18/2022 8:00,16,-7,221,1521,0,40.64,-73.77861,13,JFK,2014,Boeing,B738,Medium Range,Narrow-body,290,19,29,10,1.11,-6.72,55.88,29.52,4400,1,1,0,0,4,0
