FL_DATE,DEP_HOUR,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,SCHED_DEP_DATE,SCHED_DEP_TIME,ACTUAL_DEP_DATE,ACTUAL_DEP_TIME,TAXI_OUT,DEP_DELAY,AIR_TIME,CANCELLED,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,ACTIVE_WEATHER
44578,13,YX,4628,N112HQ,JFK,RDU,1/17/2022,1:17:00 PM,1/17/2022,1:00:00 PM,19,17,76,0,2007,Embraer,E75L,1
44578,13,YX,4926,N433YX,JFK,RDU,1/17/2022,1:00:00 PM,1/17/2022,7:40:00 AM,22,320,74,0,2014,Embraer,E75L,1
44578,18,B6,1185,N266JB,JFK,RDU,1/17/2022,6:10:00 PM,1/17/2022,5:29:00 PM,49,41,68,0,2007,Embraer,E190,0
44578,13,B6,285,N228JB,JFK,RDU,1/17/2022,1:01:00 PM,1/17/2022,12:20:00 PM,15,41,71,0,2006,Embraer,E190,1
44578,14,B6,295,N645JB,JFK,AUS,1/17/2022,2:13:00 PM,1/17/2022,1:44:00 PM,13,29,202,0,2006,Airbus,A320,1
44578,0,B6,385,N318JB,JFK,RDU,1/17/2022,12:13:00 AM,1/17/2022,8:40:00 PM,15,213,65,0,2010,Embraer,E190,1
44578,5,B6,585,N809JB,JFK,RDU,1/17/2022,5:53:00 AM,1/17/2022,6:00:00 AM,21,-7,72,0,2012,Airbus,A320,1
44578,7,B6,795,N796JB,JFK,AUS,1/17/2022,7:32:00 AM,1/17/2022,6:59:00 AM,18,33,204,0,2012,Airbus,A320,1
44578,21,B6,97,N999JQ,JFK,DEN,1/17/2022,9:07:00 PM,1/17/2022,8:00:00 PM,41,67,232,0,2018,Airbus,A321,0
44578,19,DL,1077,N922DZ,JFK,DEN,1/17/2022,7:54:00 PM,1/17/2022,7:59:00 PM,40,-5,232,0,2019,Boeing,B739,0
44578,8,DL,1170,N707TW,JFK,DEN,1/17/2022,8:03:00 AM,1/17/2022,8:05:00 AM,27,-2,229,0,1997,Boeing,B752,1
44578,13,DL,1175,N340NB,JFK,AUS,1/17/2022,1:59:00 PM,1/17/2022,1:05:00 PM,22,54,199,0,2002,Airbus,A319,1
44578,17,9E,4829,N695CA,JFK,RDU,1/17/2022,5:14:00 PM,1/17/2022,4:55:00 PM,83,19,70,0,2006,Bombardier,CRJ9,0
44578,8,9E,4873,N299PQ,JFK,RDU,1/17/2022,8:08:00 AM,1/17/2022,8:15:00 AM,18,-7,73,0,2013,Bombardier,CRJ9,1
44578,11,9E,5113,N695CA,JFK,RDU,1/17/2022,11:38:00 AM,1/17/2022,11:42:00 AM,24,-4,76,0,2006,Bombardier,CRJ9,0
44578,20,9E,5247,N678CA,JFK,RDU,1/17/2022,8:40:00 PM,1/17/2022,7:20:00 PM,14,80,66,0,2007,Bombardier,CRJ9,0
44578,13,YX,5619,N225JQ,JFK,RDU,1/17/2022,1:31:00 PM,1/17/2022,1:35:00 PM,14,-4,79,0,2008,Embraer,E75L,1
44578,19,DL,655,N347NB,JFK,AUS,1/17/2022,7:40:00 PM,1/17/2022,6:39:00 PM,39,61,210,0,2002,Airbus,A319,0
44578,8,DL,659,N347NB,JFK,AUS,1/17/2022,8:18:00 AM,1/17/2022,8:30:00 AM,27,-12,206,0,2002,Airbus,A319,1
44579,17,AA,2772,N940AN,JFK,AUS,1/18/2022,5:18:00 PM,1/18/2022,5:29:00 PM,21,-11,224,0,2000,Boeing,B738,0
44579,7,AA,2813,N951NN,JFK,AUS,1/18/2022,7:53:00 AM,1/18/2022,8:00:00 AM,16,-7,221,0,2014,Boeing,B738,0
44579,14,YX,4503,N404YX,JFK,RDU,1/18/2022,2:21:00 PM,1/18/2022,2:30:00 PM,24,-9,73,0,2013,Embraer,E75L,0
44579,16,YX,4540,N451YX,JFK,RDU,1/18/2022,4:41:00 PM,1/18/2022,4:45:00 PM,19,-4,80,0,2021,Embraer,E75L,0
44579,12,YX,4628,N136HQ,JFK,RDU,1/18/2022,12:53:00 PM,1/18/2022,1:00:00 PM,31,-7,75,0,2008,Embraer,E75L,0
44579,7,YX,4926,N449YX,JFK,RDU,1/18/2022,7:31:00 AM,1/18/2022,7:40:00 AM,25,-9,71,0,2021,Embraer,E75L,0
44579,17,B6,1185,N206JB,JFK,RDU,1/18/2022,5:33:00 PM,1/18/2022,5:29:00 PM,23,4,69,0,2006,Embraer,E190,0
44579,12,B6,285,N323JB,JFK,RDU,1/18/2022,12:44:00 PM,1/18/2022,12:20:00 PM,28,24,68,0,2010,Embraer,E190,0
44579,14,B6,295,N796JB,JFK,AUS,1/18/2022,2:12:00 PM,1/18/2022,1:44:00 PM,16,28,220,0,2012,Airbus,A320,0
44579,20,B6,385,N184JB,JFK,RDU,1/18/2022,8:54:00 PM,1/18/2022,8:40:00 PM,16,14,68,0,2005,Embraer,E190,0
44579,5,B6,585,N636JB,JFK,RDU,1/18/2022,5:50:00 AM,1/18/2022,6:00:00 AM,14,-10,72,0,2006,Airbus,A320,0
44579,19,B6,97,N973JT,JFK,DEN,1/18/2022,7:56:00 PM,1/18/2022,8:00:00 PM,24,-4,243,0,2018,Airbus,A321,0
44579,19,DL,1077,N930DZ,JFK,DEN,1/18/2022,7:58:00 PM,1/18/2022,7:59:00 PM,39,-1,237,0,2019,Boeing,B739,0
44579,7,DL,1170,N712TW,JFK,DEN,1/18/2022,7:54:00 AM,1/18/2022,7:59:00 AM,20,-5,240,0,1997,Boeing,B752,0
44579,12,DL,1175,N345NB,JFK,AUS,1/18/2022,12:56:00 PM,1/18/2022,1:05:00 PM,29,-9,221,0,2002,Airbus,A319,0
44579,16,9E,4829,N901XJ,JFK,RDU,1/18/2022,4:54:00 PM,1/18/2022,4:55:00 PM,22,-1,69,0,2007,Bombardier,CRJ9,0
44579,8,9E,4873,N301PQ,JFK,RDU,1/18/2022,8:10:00 AM,1/18/2022,8:15:00 AM,25,-5,73,0,2013,Bombardier,CRJ9,0
44579,11,9E,5113,N319PQ,JFK,RDU,1/18/2022,11:24:00 AM,1/18/2022,11:29:00 AM,18,-5,71,0,2014,Bombardier,CRJ9,0
44579,19,9E,5247,N299PQ,JFK,RDU,1/18/2022,7:15:00 PM,1/18/2022,7:20:00 PM,22,-5,71,0,2013,Bombardier,CRJ9,0
44579,13,YX,5619,N204JQ,JFK,RDU,1/18/2022,1:27:00 PM,1/18/2022,1:35:00 PM,23,-8,76,0,2008,Embraer,E75L,0
44579,19,DL,655,N342NB,JFK,AUS,1/18/2022,7:01:00 PM,1/18/2022,6:39:00 PM,34,22,226,0,2002,Airbus,A319,0
44579,8,DL,659,N340NB,JFK,AUS,1/18/2022,8:21:00 AM,1/18/2022,8:30:00 AM,37,-9,225,0,2002,Airbus,A319,0
44580,17,AA,2772,N951NN,JFK,AUS,1/19/2022,5:27:00 PM,1/19/2022,5:29:00 PM,20,-2,242,0,2014,Boeing,B738,0
44580,7,AA,2813,N873NN,JFK,AUS,1/19/2022,7:54:00 AM,1/19/2022,8:00:00 AM,16,-6,229,0,2011,Boeing,B738,0
44580,14,YX,4503,N428YX,JFK,RDU,1/19/2022,2:25:00 PM,1/19/2022,2:30:00 PM,23,-5,75,0,2014,Embraer,E75L,0
44580,16,YX,4540,N106HQ,JFK,RDU,1/19/2022,4:37:00 PM,1/19/2022,4:45:00 PM,16,-8,72,0,2007,Embraer,E75L,0
44580,12,YX,4628,N138HQ,JFK,RDU,1/19/2022,12:53:00 PM,1/19/2022,1:00:00 PM,18,-7,73,0,2008,Embraer,E75L,0
44580,7,YX,4926,N420YX,JFK,RDU,1/19/2022,7:51:00 AM,1/19/2022,7:59:00 AM,25,-8,72,0,2014,Embraer,E75L,0
44580,17,B6,1185,N317JB,JFK,RDU,1/19/2022,5:33:00 PM,1/19/2022,5:29:00 PM,12,4,72,0,2010,Embraer,E190,0
44580,12,B6,285,N317JB,JFK,RDU,1/19/2022,12:33:00 PM,1/19/2022,12:20:00 PM,22,13,72,0,2010,Embraer,E190,0
44580,13,B6,295,N760JB,JFK,AUS,1/19/2022,1:39:00 PM,1/19/2022,1:44:00 PM,11,-5,224,0,2008,Airbus,A320,0
44580,20,B6,385,N184JB,JFK,RDU,1/19/2022,8:35:00 PM,1/19/2022,8:40:00 PM,11,-5,70,0,2005,Embraer,E190,0
44580,5,B6,585,N527JL,JFK,RDU,1/19/2022,5:49:00 AM,1/19/2022,6:00:00 AM,11,-11,72,0,2001,Airbus,A320,0
44580,19,B6,97,N966JT,JFK,DEN,1/19/2022,7:57:00 PM,1/19/2022,8:00:00 PM,16,-3,240,0,2016,Airbus,A321,0
44580,19,DL,1077,N849DN,JFK,DEN,1/19/2022,7:55:00 PM,1/19/2022,7:59:00 PM,11,-4,239,0,2015,Boeing,B739,0
44580,8,DL,1170,N721TW,JFK,DEN,1/19/2022,8:02:00 AM,1/19/2022,8:05:00 AM,20,-3,252,0,1999,Boeing,B752,0
44580,14,DL,1175,N323NB,JFK,AUS,1/19/2022,2:41:00 PM,1/19/2022,1:05:00 PM,16,96,233,0,2001,Airbus,A319,0
44580,16,9E,4829,N329PQ,JFK,RDU,1/19/2022,4:45:00 PM,1/19/2022,4:55:00 PM,16,-10,72,0,2014,Bombardier,CRJ9,0
44580,8,9E,4873,N349PQ,JFK,RDU,1/19/2022,8:14:00 AM,1/19/2022,8:15:00 AM,28,-1,69,0,2015,Bombardier,CRJ9,0
44580,11,9E,5113,N329PQ,JFK,RDU,1/19/2022,11:37:00 AM,1/19/2022,11:42:00 AM,15,-5,72,0,2014,Bombardier,CRJ9,0
44580,19,9E,5247,N301PQ,JFK,RDU,1/19/2022,7:15:00 PM,1/19/2022,7:20:00 PM,13,-5,70,0,2013,Bombardier,CRJ9,0
44580,13,YX,5619,N245JQ,JFK,RDU,1/19/2022,1:27:00 PM,1/19/2022,1:35:00 PM,14,-8,74,0,2008,Embraer,E75L,0
44580,18,DL,655,N345NB,JFK,AUS,1/19/2022,6:28:00 PM,1/19/2022,6:39:00 PM,17,-11,237,0,2002,Airbus,A319,0
44580,8,DL,659,N345NB,JFK,AUS,1/19/2022,8:22:00 AM,1/19/2022,8:30:00 AM,16,-8,221,0,2002,Airbus,A319,0
44581,0,AA,2772,N975AN,JFK,AUS,1/20/2022,12:00:00 AM,1/20/2022,5:29:00 PM,0,0,0,1,2001,Boeing,B738,0
44581,7,AA,2813,N873NN,JFK,AUS,1/20/2022,7:50:00 AM,1/20/2022,8:00:00 AM,35,-10,247,0,2011,Boeing,B738,0
44581,0,YX,4503,N110HQ,JFK,RDU,1/20/2022,12:00:00 AM,1/20/2022,2:30:00 PM,0,0,0,2,2007,Embraer,E75L,0
44581,0,YX,4533,N453YX,JFK,RDU,1/20/2022,12:00:00 AM,1/20/2022,9:40:00 PM,0,0,0,2,2021,Embraer,E75L,0
44581,16,YX,4540,N421YX,JFK,RDU,1/20/2022,4:52:00 PM,1/20/2022,4:45:00 PM,29,7,89,0,2014,Embraer,E75L,1
44581,12,YX,4628,N128HQ,JFK,RDU,1/20/2022,12:53:00 PM,1/20/2022,1:00:00 PM,15,-7,86,0,2008,Embraer,E75L,1
44581,7,YX,4926,N121HQ,JFK,RDU,1/20/2022,7:48:00 AM,1/20/2022,7:59:00 AM,38,-11,80,0,2007,Embraer,E75L,0
44581,17,B6,1185,N229JB,JFK,RDU,1/20/2022,5:23:00 PM,1/20/2022,5:29:00 PM,22,-6,90,0,2006,Embraer,E190,1
44581,20,B6,1295,N760JB,JFK,AUS,1/20/2022,8:57:00 PM,1/20/2022,8:40:00 PM,18,17,243,0,2008,Airbus,A320,0
44581,12,B6,285,N283JB,JFK,RDU,1/20/2022,12:12:00 PM,1/20/2022,12:20:00 PM,40,-8,83,0,2007,Embraer,E190,1
44581,13,B6,295,N552JB,JFK,AUS,1/20/2022,1:41:00 PM,1/20/2022,1:44:00 PM,13,-3,253,0,2002,Airbus,A320,1
44581,20,B6,385,N284JB,JFK,RDU,1/20/2022,8:37:00 PM,1/20/2022,8:40:00 PM,16,-3,87,0,2008,Embraer,E190,0
44581,0,B6,585,N705JB,JFK,RDU,1/20/2022,12:00:00 AM,1/20/2022,6:00:00 AM,0,0,0,2,2008,Airbus,A320,0
44581,20,B6,97,N954JB,JFK,DEN,1/20/2022,8:12:00 PM,1/20/2022,8:00:00 PM,23,12,224,0,2015,Airbus,A321,0
44581,20,DL,1077,N904DN,JFK,DEN,1/20/2022,8:00:00 PM,1/20/2022,7:59:00 PM,34,1,227,0,2018,Boeing,B739,0
44581,8,DL,1170,N705TW,JFK,DEN,1/20/2022,8:08:00 AM,1/20/2022,8:05:00 AM,43,3,239,0,1997,Boeing,B752,1
44581,13,DL,1175,N345NB,JFK,AUS,1/20/2022,1:01:00 PM,1/20/2022,1:05:00 PM,14,-4,259,0,2002,Airbus,A319,1
44581,16,9E,4829,N319PQ,JFK,RDU,1/20/2022,4:51:00 PM,1/20/2022,4:55:00 PM,32,-4,93,0,2014,Bombardier,CRJ9,1
44581,8,9E,4873,N299PQ,JFK,RDU,1/20/2022,8:12:00 AM,1/20/2022,8:15:00 AM,36,-3,76,0,2013,Bombardier,CRJ9,1
44581,11,9E,5113,N319PQ,JFK,RDU,1/20/2022,11:42:00 AM,1/20/2022,11:42:00 AM,52,0,83,0,2014,Bombardier,CRJ9,1
44581,0,9E,5247,N341PQ,JFK,RDU,1/20/2022,12:00:00 AM,1/20/2022,7:20:00 PM,0,0,0,2,2014,Bombardier,CRJ9,0
44581,13,YX,5619,N212JQ,JFK,RDU,1/20/2022,1:33:00 PM,1/20/2022,1:35:00 PM,13,-2,84,0,2008,Embraer,E75L,1
44581,18,DL,655,N329NB,JFK,AUS,1/20/2022,6:42:00 PM,1/20/2022,6:39:00 PM,24,3,264,0,2001,Airbus,A319,0
44581,8,DL,659,N329NB,JFK,AUS,1/20/2022,8:34:00 AM,1/20/2022,8:30:00 AM,30,4,259,0,2001,Airbus,A319,1
44582,17,AA,2772,N301NW,JFK,AUS,1/21/2022,5:26:00 PM,1/21/2022,5:29:00 PM,14,-3,229,0,2016,Boeing,B738,0
44582,8,AA,2813,N939AN,JFK,AUS,1/21/2022,8:18:00 AM,1/21/2022,8:00:00 AM,14,18,223,0,2000,Boeing,B738,0
44582,0,B6,1185,N375JB,JFK,RDU,1/21/2022,12:00:00 AM,1/21/2022,5:29:00 PM,0,0,0,2,2013,Embraer,E190,0
44582,21,B6,1295,N641JB,JFK,AUS,1/21/2022,9:45:00 PM,1/21/2022,8:40:00 PM,16,65,223,0,2006,Airbus,A320,0
44582,13,B6,285,N231JB,JFK,RDU,1/21/2022,1:45:00 PM,1/21/2022,12:20:00 PM,16,85,85,0,2006,Embraer,E190,0
44582,13,B6,295,N806JB,JFK,AUS,1/21/2022,1:42:00 PM,1/21/2022,1:44:00 PM,14,-2,232,0,2012,Airbus,A320,0
44582,0,B6,385,N316JB,JFK,RDU,1/21/2022,12:00:00 AM,1/21/2022,8:40:00 PM,0,0,0,2,2009,Embraer,E190,0
44582,5,B6,585,N594JB,JFK,RDU,1/21/2022,5:52:00 AM,1/21/2022,6:00:00 AM,17,-8,84,0,2004,Airbus,A320,0
44582,20,B6,97,N958JB,JFK,DEN,1/21/2022,8:08:00 PM,1/21/2022,8:00:00 PM,29,8,230,0,2015,Airbus,A321,0
44582,19,DL,1077,N849DN,JFK,DEN,1/21/2022,7:57:00 PM,1/21/2022,7:59:00 PM,20,-2,234,0,2015,Boeing,B739,0
44582,7,DL,1170,N722TW,JFK,DEN,1/21/2022,7:57:00 AM,1/21/2022,8:05:00 AM,24,-8,234,0,1999,Boeing,B752,0
44582,12,DL,1175,N348NB,JFK,AUS,1/21/2022,12:59:00 PM,1/21/2022,1:05:00 PM,13,-6,229,0,2002,Airbus,A319,0
44582,16,9E,4829,N906XJ,JFK,RDU,1/21/2022,4:48:00 PM,1/21/2022,4:55:00 PM,14,-7,87,0,2007,Bombardier,CRJ9,0
44582,8,9E,4873,N293PQ,JFK,RDU,1/21/2022,8:10:00 AM,1/21/2022,8:15:00 AM,29,-5,87,0,2013,Bombardier,CRJ9,0
44582,11,9E,5113,N906XJ,JFK,RDU,1/21/2022,11:40:00 AM,1/21/2022,11:42:00 AM,24,-2,85,0,2007,Bombardier,CRJ9,0
44582,13,YX,5619,N204JQ,JFK,RDU,1/21/2022,1:29:00 PM,1/21/2022,1:35:00 PM,12,-6,90,0,2008,Embraer,E75L,0
44582,18,DL,655,N397DN,JFK,AUS,1/21/2022,6:27:00 PM,1/21/2022,6:39:00 PM,11,-12,220,0,2019,Airbus,A321,0
44582,8,DL,659,N345NB,JFK,AUS,1/21/2022,8:29:00 AM,1/21/2022,8:30:00 AM,19,-1,232,0,2002,Airbus,A319,0
44583,17,AA,2772,N946AN,JFK,AUS,1/22/2022,5:21:00 PM,1/22/2022,5:29:00 PM,15,-8,227,0,2000,Boeing,B738,0
44583,7,AA,2813,N968NN,JFK,AUS,1/22/2022,7:51:00 AM,1/22/2022,7:59:00 AM,15,-8,227,0,2015,Boeing,B738,0
44583,14,YX,4503,N106HQ,JFK,RDU,1/22/2022,2:45:00 PM,1/22/2022,2:30:00 PM,25,15,75,0,2007,Embraer,E75L,0
44583,16,YX,4540,N112HQ,JFK,RDU,1/22/2022,4:41:00 PM,1/22/2022,4:45:00 PM,25,-4,76,0,2007,Embraer,E75L,0
44583,12,YX,4628,N444YX,JFK,RDU,1/22/2022,12:48:00 PM,1/22/2022,1:00:00 PM,20,-12,82,0,2015,Embraer,E75L,0
44583,7,YX,4926,N401YX,JFK,RDU,1/22/2022,7:32:00 AM,1/22/2022,7:40:00 AM,21,-8,77,0,2013,Embraer,E75L,0
44583,0,B6,1185,N329JB,JFK,RDU,1/22/2022,12:00:00 AM,1/22/2022,5:29:00 PM,0,0,0,1,2011,Embraer,E190,0
44583,15,B6,285,N328JB,JFK,RDU,1/22/2022,3:29:00 PM,1/22/2022,12:20:00 PM,20,189,75,0,2011,Embraer,E190,0
44583,14,B6,295,N508JL,JFK,AUS,1/22/2022,2:12:00 PM,1/22/2022,1:44:00 PM,18,28,231,0,2000,Airbus,A320,0
44583,21,B6,385,N317JB,JFK,RDU,1/22/2022,9:58:00 PM,1/22/2022,8:40:00 PM,13,78,81,0,2010,Embraer,E190,0
44583,5,B6,585,N571JB,JFK,RDU,1/22/2022,5:51:00 AM,1/22/2022,6:00:00 AM,23,-9,78,0,2003,Airbus,A320,0
44583,7,B6,795,N779JB,JFK,AUS,1/22/2022,7:01:00 AM,1/22/2022,6:59:00 AM,22,2,223,0,2009,Airbus,A320,0
44583,20,B6,97,N956JT,JFK,DEN,1/22/2022,8:16:00 PM,1/22/2022,8:00:00 PM,15,16,227,0,2015,Airbus,A321,0
44583,19,DL,1077,N859DN,JFK,DEN,1/22/2022,7:52:00 PM,1/22/2022,7:59:00 PM,28,-7,235,0,2016,Boeing,B739,0
44583,7,DL,1170,N721TW,JFK,DEN,1/22/2022,7:55:00 AM,1/22/2022,7:59:00 AM,16,-4,233,0,1999,Boeing,B752,0
44583,16,9E,4829,N309PQ,JFK,RDU,1/22/2022,4:52:00 PM,1/22/2022,4:55:00 PM,16,-3,78,0,2014,Bombardier,CRJ9,0
44583,8,9E,4873,N678CA,JFK,RDU,1/22/2022,8:06:00 AM,1/22/2022,8:15:00 AM,14,-9,71,0,2007,Bombardier,CRJ9,0
44583,10,9E,5113,N309PQ,JFK,RDU,1/22/2022,10:50:00 AM,1/22/2022,11:00:00 AM,12,-10,71,0,2014,Bombardier,CRJ9,0
44583,19,9E,5247,N299PQ,JFK,RDU,1/22/2022,7:23:00 PM,1/22/2022,7:30:00 PM,16,-7,74,0,2013,Bombardier,CRJ9,0
44583,13,9E,5447,N293PQ,JFK,RDU,1/22/2022,1:30:00 PM,1/22/2022,1:35:00 PM,22,-5,74,0,2013,Bombardier,CRJ9,0
44583,18,DL,655,N348NB,JFK,AUS,1/22/2022,6:40:00 PM,1/22/2022,6:39:00 PM,48,1,223,0,2002,Airbus,A319,0
44583,8,DL,659,N348NB,JFK,AUS,1/22/2022,8:19:00 AM,1/22/2022,8:30:00 AM,11,-11,224,0,2002,Airbus,A319,0
44584,17,AA,2772,N973NN,JFK,AUS,1/23/2022,5:56:00 PM,1/23/2022,5:29:00 PM,12,27,219,0,2015,Boeing,B738,0
44584,7,AA,2813,N821NN,JFK,AUS,1/23/2022,7:57:00 AM,1/23/2022,8:00:00 AM,23,-3,223,0,2010,Boeing,B738,0
44584,14,YX,4503,N131HQ,JFK,RDU,1/23/2022,2:19:00 PM,1/23/2022,2:30:00 PM,24,-11,79,0,2008,Embraer,E75L,0
44584,22,YX,4533,N403YX,JFK,RDU,1/23/2022,10:21:00 PM,1/23/2022,9:40:00 PM,45,41,74,0,2013,Embraer,E75L,0
44584,16,YX,4540,N435YX,JFK,RDU,1/23/2022,4:36:00 PM,1/23/2022,4:45:00 PM,27,-9,82,0,2014,Embraer,E75L,0
44584,12,YX,4628,N444YX,JFK,RDU,1/23/2022,12:47:00 PM,1/23/2022,1:00:00 PM,16,-13,77,0,2015,Embraer,E75L,0
44584,7,YX,4926,N438YX,JFK,RDU,1/23/2022,7:32:00 AM,1/23/2022,7:40:00 AM,19,-8,81,0,2014,Embraer,E75L,0
44584,17,B6,1185,N247JB,JFK,RDU,1/23/2022,5:23:00 PM,1/23/2022,5:29:00 PM,21,-6,75,0,2006,Embraer,E190,0
44584,21,B6,1295,N649JB,JFK,AUS,1/23/2022,9:26:00 PM,1/23/2022,8:40:00 PM,105,46,217,0,2006,Airbus,A320,0
44584,12,B6,285,N238JB,JFK,RDU,1/23/2022,12:17:00 PM,1/23/2022,12:20:00 PM,28,-3,79,0,2006,Embraer,E190,0
44584,13,B6,295,N504JB,JFK,AUS,1/23/2022,1:49:00 PM,1/23/2022,1:44:00 PM,13,5,215,0,1999,Airbus,A320,0
44584,21,B6,385,N368JB,JFK,RDU,1/23/2022,9:01:00 PM,1/23/2022,8:40:00 PM,63,21,75,0,2013,Embraer,E190,0
44584,5,B6,585,N653JB,JFK,RDU,1/23/2022,5:49:00 AM,1/23/2022,5:59:00 AM,16,-10,81,0,2007,Airbus,A320,0
44584,22,B6,97,N627JB,JFK,DEN,1/23/2022,10:33:00 PM,1/23/2022,8:00:00 PM,57,153,229,0,2005,Airbus,A320,0
44584,21,DL,1077,N930DZ,JFK,DEN,1/23/2022,9:07:00 PM,1/23/2022,7:59:00 PM,59,68,230,0,2019,Boeing,B739,0
44584,7,DL,1170,N707TW,JFK,DEN,1/23/2022,7:50:00 AM,1/23/2022,7:59:00 AM,15,-9,223,0,1997,Boeing,B752,0
44584,12,DL,1175,N322NB,JFK,AUS,1/23/2022,12:54:00 PM,1/23/2022,1:05:00 PM,15,-11,219,0,2001,Airbus,A319,0
44584,17,9E,4829,N582CA,JFK,RDU,1/23/2022,5:07:00 PM,1/23/2022,4:55:00 PM,22,12,78,0,2008,Bombardier,CRJ9,0
44584,8,9E,4873,N604LR,JFK,RDU,1/23/2022,8:10:00 AM,1/23/2022,8:15:00 AM,24,-5,86,0,2007,Bombardier,CRJ9,0
44584,12,9E,5113,N582CA,JFK,RDU,1/23/2022,12:12:00 PM,1/23/2022,11:42:00 AM,21,30,76,0,2008,Bombardier,CRJ9,0
44584,19,9E,5247,N691CA,JFK,RDU,1/23/2022,7:18:00 PM,1/23/2022,7:20:00 PM,16,-2,70,0,2007,Bombardier,CRJ9,0
44584,13,YX,5619,N212JQ,JFK,RDU,1/23/2022,1:28:00 PM,1/23/2022,1:35:00 PM,29,-7,81,0,2008,Embraer,E75L,0
44584,18,DL,655,N316NB,JFK,AUS,1/23/2022,6:38:00 PM,1/23/2022,6:39:00 PM,12,-1,224,0,2000,Airbus,A319,0
44584,8,DL,659,N316NB,JFK,AUS,1/23/2022,8:22:00 AM,1/23/2022,8:30:00 AM,23,-8,220,0,2000,Airbus,A319,0
44585,20,AA,2772,N956AN,JFK,AUS,1/24/2022,8:38:00 PM,1/24/2022,5:29:00 PM,22,189,235,0,2001,Boeing,B738,0
44585,7,AA,2813,N342PM,JFK,AUS,1/24/2022,7:56:00 AM,1/24/2022,8:00:00 AM,14,-4,235,0,2017,Boeing,B738,0
44585,14,YX,4503,N135HQ,JFK,RDU,1/24/2022,2:21:00 PM,1/24/2022,2:30:00 PM,13,-9,76,0,2008,Embraer,E75L,1
44585,21,YX,4533,N125HQ,JFK,RDU,1/24/2022,9:22:00 PM,1/24/2022,9:40:00 PM,26,-18,77,0,2007,Embraer,E75L,0
44585,16,YX,4540,N416YX,JFK,RDU,1/24/2022,4:40:00 PM,1/24/2022,4:45:00 PM,20,-5,76,0,2013,Embraer,E75L,0
44585,14,YX,4628,N122HQ,JFK,RDU,1/24/2022,2:11:00 PM,1/24/2022,1:00:00 PM,32,71,75,0,2007,Embraer,E75L,1
44585,7,YX,4926,N448YX,JFK,RDU,1/24/2022,7:29:00 AM,1/24/2022,7:40:00 AM,18,-11,74,0,2020,Embraer,E75L,0
44585,17,B6,1185,N184JB,JFK,RDU,1/24/2022,5:32:00 PM,1/24/2022,5:29:00 PM,19,3,71,0,2005,Embraer,E190,0
44585,12,B6,285,N274JB,JFK,RDU,1/24/2022,12:16:00 PM,1/24/2022,12:20:00 PM,13,-4,72,0,2007,Embraer,E190,0
44585,14,B6,295,N568JB,JFK,AUS,1/24/2022,2:09:00 PM,1/24/2022,1:44:00 PM,11,25,236,0,2003,Airbus,A320,1
44585,22,B6,385,N309JB,JFK,RDU,1/24/2022,10:17:00 PM,1/24/2022,8:40:00 PM,30,97,71,0,2009,Embraer,E190,0
44585,5,B6,585,N618JB,JFK,RDU,1/24/2022,5:52:00 AM,1/24/2022,6:00:00 AM,14,-8,74,0,2005,Airbus,A320,0
44585,7,B6,795,N623JB,JFK,AUS,1/24/2022,7:31:00 AM,1/24/2022,6:59:00 AM,50,32,235,0,2005,Airbus,A320,0
44585,19,B6,97,N2044J,JFK,DEN,1/24/2022,7:57:00 PM,1/24/2022,8:00:00 PM,37,-3,250,0,2020,Airbus,A21N,0
44585,19,DL,1077,N889DN,JFK,DEN,1/24/2022,7:49:00 PM,1/24/2022,7:59:00 PM,31,-10,250,0,2017,Boeing,B739,0
44585,8,DL,1170,N185DN,JFK,DEN,1/24/2022,8:56:00 AM,1/24/2022,8:05:00 AM,40,51,242,0,1995,Boeing,B763,0
44585,12,DL,1175,N365NB,JFK,AUS,1/24/2022,12:57:00 PM,1/24/2022,1:05:00 PM,10,-8,249,0,2003,Airbus,A319,0
44585,16,9E,4829,N176PQ,JFK,RDU,1/24/2022,4:50:00 PM,1/24/2022,4:55:00 PM,25,-5,76,0,2008,Bombardier,CRJ9,0
44585,11,9E,4873,N314PQ,JFK,RDU,1/24/2022,11:02:00 AM,1/24/2022,8:15:00 AM,15,167,72,0,2014,Bombardier,CRJ9,0
44585,11,9E,5113,N320PQ,JFK,RDU,1/24/2022,11:37:00 AM,1/24/2022,11:42:00 AM,20,-5,71,0,2014,Bombardier,CRJ9,0
44585,19,9E,5247,N181GJ,JFK,RDU,1/24/2022,7:39:00 PM,1/24/2022,7:20:00 PM,35,19,72,0,2008,Bombardier,CRJ9,0
44585,13,YX,5619,N214JQ,JFK,RDU,1/24/2022,1:27:00 PM,1/24/2022,1:35:00 PM,18,-8,73,0,2008,Embraer,E75L,0
44585,18,DL,655,N322NB,JFK,AUS,1/24/2022,6:32:00 PM,1/24/2022,6:39:00 PM,32,-7,237,0,2001,Airbus,A319,0
44585,8,DL,659,N322NB,JFK,AUS,1/24/2022,8:23:00 AM,1/24/2022,8:30:00 AM,65,-7,236,0,2001,Airbus,A319,0
