FL_DATE,DEP_HOUR,OP_UNIQUE_CARRIER,OP_CARRIER_FL_NUM,TAIL_NUM,ORIGIN,DEST,SCHED_DEP_DATE,SCHED_DEP_TIME,ACTUAL_DEP_DATE,ACTUAL_DEP_TIME,TAXI_OUT,DEP_DELAY,AIR_TIME,CANCELLED,YEAR OF MANUFACTURE,MANUFACTURER,ICAO TYPE,ACTIVE_WEATHER
44570,22,B6,1295,N504JB,JFK,AUS,1/9/2022,10:39:00 PM,1/9/2022,8:40:00 PM,19,119,234,0,1999,Airbus,A320,1
44570,12,B6,285,N324JB,JFK,RDU,1/9/2022,12:11:00 PM,1/9/2022,12:20:00 PM,17,-9,74,0,2010,Embraer,E190,0
44570,13,B6,295,N709JB,JFK,AUS,1/9/2022,1:38:00 PM,1/9/2022,1:44:00 PM,29,-6,249,0,2008,Airbus,A320,0
44570,21,B6,385,N216JB,JFK,RDU,1/9/2022,9:09:00 PM,1/9/2022,8:40:00 PM,16,29,74,0,2006,Embraer,E190,1
44570,20,B6,97,N972JT,JFK,DEN,1/9/2022,8:09:00 PM,1/9/2022,8:00:00 PM,26,9,239,0,2016,Airbus,A321,0
44570,20,DL,1077,N855DN,JFK,DEN,1/9/2022,8:08:00 PM,1/9/2022,7:59:00 PM,26,9,245,0,2016,Boeing,B739,0
44570,8,DL,1170,N707TW,JFK,DEN,1/9/2022,8:10:00 AM,1/9/2022,7:59:00 AM,12,11,240,0,1997,Boeing,B752,0
44570,12,DL,1175,N325NB,JFK,AUS,1/9/2022,12:58:00 PM,1/9/2022,1:05:00 PM,16,-7,240,0,2001,Airbus,A319,0
44570,20,9E,4829,N294PQ,JFK,RDU,1/9/2022,8:39:00 PM,1/9/2022,4:55:00 PM,26,224,78,0,2013,Bombardier,CRJ9,0
44570,8,9E,4873,N309PQ,JFK,RDU,1/9/2022,8:11:00 AM,1/9/2022,8:15:00 AM,25,-4,74,0,2014,Bombardier,CRJ9,0
44570,13,9E,5113,N294PQ,JFK,RDU,1/9/2022,1:10:00 PM,1/9/2022,11:42:00 AM,31,88,69,0,2013,Bombardier,CRJ9,0
44570,19,9E,5247,N299PQ,JFK,RDU,1/9/2022,7:13:00 PM,1/9/2022,7:20:00 PM,21,-7,77,0,2013,Bombardier,CRJ9,0
44570,14,YX,5619,N226JQ,JFK,RDU,1/9/2022,2:16:00 PM,1/9/2022,1:35:00 PM,37,41,76,0,2008,Embraer,E75L,0
44570,18,DL,655,N364NB,JFK,AUS,1/9/2022,6:59:00 PM,1/9/2022,6:39:00 PM,25,20,228,0,2003,Airbus,A319,0
44570,8,DL,659,N364NB,JFK,AUS,1/9/2022,8:38:00 AM,1/9/2022,8:30:00 AM,19,8,233,0,2003,Airbus,A319,0
44571,17,AA,2772,N335PH,JFK,AUS,1/10/2022,5:24:00 PM,1/10/2022,5:29:00 PM,17,-5,223,0,2017,Boeing,B738,0
44571,7,AA,2813,N986NN,JFK,AUS,1/10/2022,7:57:00 AM,1/10/2022,8:00:00 AM,22,-3,226,0,2016,Boeing,B738,0
44571,14,YX,4503,N138HQ,JFK,RDU,1/10/2022,2:22:00 PM,1/10/2022,2:30:00 PM,26,-8,76,0,2008,Embraer,E75L,0
44571,21,YX,4533,N404YX,JFK,RDU,1/10/2022,9:35:00 PM,1/10/2022,9:40:00 PM,30,-5,76,0,2013,Embraer,E75L,0
44571,16,YX,4540,N431YX,JFK,RDU,1/10/2022,4:40:00 PM,1/10/2022,4:45:00 PM,22,-5,77,0,2014,Embraer,E75L,0
44571,12,YX,4628,N419YX,JFK,RDU,1/10/2022,12:53:00 PM,1/10/2022,1:00:00 PM,24,-7,85,0,2013,Embraer,E75L,0
44571,7,YX,4926,N132HQ,JFK,RDU,1/10/2022,7:30:00 AM,1/10/2022,7:40:00 AM,25,-10,89,0,2008,Embraer,E75L,0
44571,17,B6,1185,N323JB,JFK,RDU,1/10/2022,5:48:00 PM,1/10/2022,5:29:00 PM,11,19,71,0,2010,Embraer,E190,0
44571,13,B6,285,N358JB,JFK,RDU,1/10/2022,1:04:00 PM,1/10/2022,12:20:00 PM,21,44,80,0,2013,Embraer,E190,0
44571,14,B6,295,N644JB,JFK,AUS,1/10/2022,2:19:00 PM,1/10/2022,1:44:00 PM,14,35,220,0,2006,Airbus,A320,0
44571,22,B6,385,N216JB,JFK,RDU,1/10/2022,10:27:00 PM,1/10/2022,8:40:00 PM,32,107,74,0,2006,Embraer,E190,0
44571,6,B6,795,N709JB,JFK,AUS,1/10/2022,6:48:00 AM,1/10/2022,6:59:00 AM,17,-11,250,0,2008,Airbus,A320,0
44571,0,B6,97,N975JT,JFK,DEN,1/10/2022,12:00:00 AM,1/10/2022,8:00:00 PM,0,0,0,1,2017,Airbus,A321,1
44571,19,DL,1077,N886DN,JFK,DEN,1/10/2022,7:54:00 PM,1/10/2022,7:59:00 PM,16,-5,240,0,2017,Boeing,B739,0
44571,7,DL,1170,N712TW,JFK,DEN,1/10/2022,7:58:00 AM,1/10/2022,8:05:00 AM,29,-7,237,0,1997,Boeing,B752,0
44571,16,DL,1175,N364NB,JFK,AUS,1/10/2022,4:17:00 PM,1/10/2022,1:05:00 PM,14,192,225,0,2003,Airbus,A319,0
44571,16,9E,4829,N324PQ,JFK,RDU,1/10/2022,4:52:00 PM,1/10/2022,4:55:00 PM,18,-3,74,0,2014,Bombardier,CRJ9,0
44571,8,9E,4873,N315PQ,JFK,RDU,1/10/2022,8:10:00 AM,1/10/2022,8:15:00 AM,25,-5,84,0,2014,Bombardier,CRJ9,0
44571,11,9E,5113,N324PQ,JFK,RDU,1/10/2022,11:38:00 AM,1/10/2022,11:42:00 AM,11,-4,89,0,2014,Bombardier,CRJ9,0
44571,19,9E,5247,N311PQ,JFK,RDU,1/10/2022,7:18:00 PM,1/10/2022,7:20:00 PM,15,-2,71,0,2014,Bombardier,CRJ9,0
44571,13,YX,5619,N243JQ,JFK,RDU,1/10/2022,1:25:00 PM,1/10/2022,1:35:00 PM,20,-10,84,0,2008,Embraer,E75L,0
44571,18,DL,655,N325NB,JFK,AUS,1/10/2022,6:24:00 PM,1/10/2022,6:39:00 PM,17,-15,218,0,2001,Airbus,A319,0
44571,8,DL,659,N325NB,JFK,AUS,1/10/2022,8:37:00 AM,1/10/2022,8:30:00 AM,30,7,238,0,2001,Airbus,A319,0
44572,17,AA,2772,N832NN,JFK,AUS,1/11/2022,5:28:00 PM,1/11/2022,5:29:00 PM,16,-1,205,0,2010,Boeing,B738,0
44572,7,AA,2813,N877NN,JFK,AUS,1/11/2022,7:53:00 AM,1/11/2022,8:00:00 AM,19,-7,213,0,2011,Boeing,B738,0
44572,14,YX,4503,N108HQ,JFK,RDU,1/11/2022,2:22:00 PM,1/11/2022,2:30:00 PM,13,-8,71,0,2007,Embraer,E75L,0
44572,17,YX,4540,N116HQ,JFK,RDU,1/11/2022,5:53:00 PM,1/11/2022,4:45:00 PM,20,68,66,0,2007,Embraer,E75L,0
44572,12,YX,4628,N437YX,JFK,RDU,1/11/2022,12:50:00 PM,1/11/2022,1:00:00 PM,19,-10,73,0,2014,Embraer,E75L,0
44572,7,YX,4926,N128HQ,JFK,RDU,1/11/2022,7:36:00 AM,1/11/2022,7:40:00 AM,23,-4,74,0,2008,Embraer,E75L,0
44572,17,B6,1185,N239JB,JFK,RDU,1/11/2022,5:57:00 PM,1/11/2022,5:29:00 PM,15,28,70,0,2006,Embraer,E190,0
44572,12,B6,285,N183JB,JFK,RDU,1/11/2022,12:25:00 PM,1/11/2022,12:20:00 PM,12,5,70,0,2005,Embraer,E190,0
44572,14,B6,295,N661JB,JFK,AUS,1/11/2022,2:01:00 PM,1/11/2022,1:44:00 PM,14,17,211,0,2007,Airbus,A320,0
44572,21,B6,385,N229JB,JFK,RDU,1/11/2022,9:15:00 PM,1/11/2022,8:40:00 PM,18,35,67,0,2006,Embraer,E190,0
44572,19,B6,97,N949JT,JFK,DEN,1/11/2022,7:55:00 PM,1/11/2022,8:00:00 PM,29,-5,234,0,2015,Airbus,A321,0
44572,19,DL,1077,N929DZ,JFK,DEN,1/11/2022,7:58:00 PM,1/11/2022,7:59:00 PM,15,-1,232,0,2019,Boeing,B739,0
44572,7,DL,1170,N705TW,JFK,DEN,1/11/2022,7:58:00 AM,1/11/2022,7:59:00 AM,20,-1,240,0,1997,Boeing,B752,0
44572,12,DL,1175,N342NB,JFK,AUS,1/11/2022,12:55:00 PM,1/11/2022,1:05:00 PM,20,-10,212,0,2002,Airbus,A319,0
44572,16,9E,4829,N341PQ,JFK,RDU,1/11/2022,4:46:00 PM,1/11/2022,4:55:00 PM,18,-9,64,0,2014,Bombardier,CRJ9,0
44572,8,9E,4873,N928XJ,JFK,RDU,1/11/2022,8:09:00 AM,1/11/2022,8:15:00 AM,30,-6,70,0,2008,Bombardier,CRJ9,0
44572,11,9E,5113,N341PQ,JFK,RDU,1/11/2022,11:24:00 AM,1/11/2022,11:29:00 AM,23,-5,69,0,2014,Bombardier,CRJ9,0
44572,19,9E,5247,N309PQ,JFK,RDU,1/11/2022,7:19:00 PM,1/11/2022,7:20:00 PM,26,-1,67,0,2014,Bombardier,CRJ9,0
44572,13,YX,5619,N242JQ,JFK,RDU,1/11/2022,1:32:00 PM,1/11/2022,1:35:00 PM,14,-3,73,0,2008,Embraer,E75L,0
44572,18,DL,655,N364NB,JFK,AUS,1/11/2022,6:53:00 PM,1/11/2022,6:39:00 PM,38,14,204,0,2003,Airbus,A319,0
44572,9,DL,659,N364NB,JFK,AUS,1/11/2022,9:06:00 AM,1/11/2022,8:30:00 AM,25,36,202,0,2003,Airbus,A319,0
44573,17,AA,2772,N809NN,JFK,AUS,1/12/2022,5:25:00 PM,1/12/2022,5:29:00 PM,13,-4,212,0,2009,Boeing,B738,0
44573,7,AA,2813,N885NN,JFK,AUS,1/12/2022,7:50:00 AM,1/12/2022,8:00:00 AM,20,-10,222,0,2012,Boeing,B738,0
44573,14,YX,4503,N413YX,JFK,RDU,1/12/2022,2:14:00 PM,1/12/2022,2:30:00 PM,22,-16,69,0,2013,Embraer,E75L,0
44573,16,YX,4540,N428YX,JFK,RDU,1/12/2022,4:37:00 PM,1/12/2022,4:45:00 PM,17,-8,75,0,2014,Embraer,E75L,0
44573,12,YX,4628,N125HQ,JFK,RDU,1/12/2022,12:56:00 PM,1/12/2022,1:00:00 PM,18,-4,77,0,2007,Embraer,E75L,0
44573,7,YX,4926,N431YX,JFK,RDU,1/12/2022,7:51:00 AM,1/12/2022,7:59:00 AM,23,-8,70,0,2014,Embraer,E75L,0
44573,17,B6,1185,N317JB,JFK,RDU,1/12/2022,5:26:00 PM,1/12/2022,5:29:00 PM,11,-3,71,0,2010,Embraer,E190,0
44573,13,B6,285,N283JB,JFK,RDU,1/12/2022,1:23:00 PM,1/12/2022,12:20:00 PM,12,63,73,0,2007,Embraer,E190,0
44573,13,B6,295,N521JB,JFK,AUS,1/12/2022,1:37:00 PM,1/12/2022,1:44:00 PM,10,-7,214,0,2001,Airbus,A320,0
44573,20,B6,385,N329JB,JFK,RDU,1/12/2022,8:32:00 PM,1/12/2022,8:40:00 PM,31,-8,73,0,2011,Embraer,E190,0
44573,20,B6,97,N995JL,JFK,DEN,1/12/2022,8:00:00 PM,1/12/2022,8:00:00 PM,28,0,215,0,2018,Airbus,A321,0
44573,19,DL,1077,N814DN,JFK,DEN,1/12/2022,7:52:00 PM,1/12/2022,7:59:00 PM,53,-7,225,0,2014,Boeing,B739,0
44573,7,DL,1170,N710TW,JFK,DEN,1/12/2022,7:57:00 AM,1/12/2022,8:05:00 AM,27,-8,233,0,1997,Boeing,B752,0
44573,12,DL,1175,N329NB,JFK,AUS,1/12/2022,12:56:00 PM,1/12/2022,1:05:00 PM,19,-9,211,0,2001,Airbus,A319,0
44573,16,9E,4829,N329PQ,JFK,RDU,1/12/2022,4:49:00 PM,1/12/2022,4:55:00 PM,17,-6,73,0,2014,Bombardier,CRJ9,0
44573,8,9E,4873,N582CA,JFK,RDU,1/12/2022,8:10:00 AM,1/12/2022,8:15:00 AM,35,-5,70,0,2008,Bombardier,CRJ9,0
44573,11,9E,5113,N329PQ,JFK,RDU,1/12/2022,11:37:00 AM,1/12/2022,11:42:00 AM,15,-5,70,0,2014,Bombardier,CRJ9,0
44573,19,9E,5247,N297PQ,JFK,RDU,1/12/2022,7:31:00 PM,1/12/2022,7:20:00 PM,20,11,73,0,2013,Bombardier,CRJ9,0
44573,13,YX,5619,N233JQ,JFK,RDU,1/12/2022,1:33:00 PM,1/12/2022,1:35:00 PM,13,-2,75,0,2008,Embraer,E75L,0
44573,18,DL,655,N344NB,JFK,AUS,1/12/2022,6:46:00 PM,1/12/2022,6:39:00 PM,16,7,208,0,2002,Airbus,A319,0
44573,8,DL,659,N344NB,JFK,AUS,1/12/2022,8:32:00 AM,1/12/2022,8:30:00 AM,26,2,215,0,2002,Airbus,A319,0
44574,17,AA,2772,N316PF,JFK,AUS,1/13/2022,5:39:00 PM,1/13/2022,5:29:00 PM,15,10,205,0,2017,Boeing,B738,0
44574,7,AA,2813,N971NN,JFK,AUS,1/13/2022,7:54:00 AM,1/13/2022,8:00:00 AM,22,-6,205,0,2015,Boeing,B738,0
44574,14,YX,4503,N423YX,JFK,RDU,1/13/2022,2:21:00 PM,1/13/2022,2:30:00 PM,14,-9,78,0,2014,Embraer,E75L,0
44574,21,YX,4533,N401YX,JFK,RDU,1/13/2022,9:26:00 PM,1/13/2022,9:40:00 PM,19,-14,71,0,2013,Embraer,E75L,0
44574,16,YX,4540,N411YX,JFK,RDU,1/13/2022,4:58:00 PM,1/13/2022,4:45:00 PM,21,13,78,0,2013,Embraer,E75L,0
44574,12,YX,4628,N418YX,JFK,RDU,1/13/2022,12:51:00 PM,1/13/2022,1:00:00 PM,16,-9,75,0,2013,Embraer,E75L,0
44574,7,YX,4926,N415YX,JFK,RDU,1/13/2022,7:51:00 AM,1/13/2022,7:59:00 AM,16,-8,76,0,2013,Embraer,E75L,0
44574,17,B6,1185,N307JB,JFK,RDU,1/13/2022,5:28:00 PM,1/13/2022,5:29:00 PM,14,-1,74,0,2009,Embraer,E190,0
44574,20,B6,1295,N587JB,JFK,AUS,1/13/2022,8:37:00 PM,1/13/2022,8:40:00 PM,13,-3,194,0,2004,Airbus,A320,0
44574,12,B6,285,N216JB,JFK,RDU,1/13/2022,12:16:00 PM,1/13/2022,12:20:00 PM,15,-4,72,0,2006,Embraer,E190,0
44574,13,B6,295,N608JB,JFK,AUS,1/13/2022,1:39:00 PM,1/13/2022,1:44:00 PM,18,-5,201,0,2005,Airbus,A320,0
44574,20,B6,385,N267JB,JFK,RDU,1/13/2022,8:38:00 PM,1/13/2022,8:40:00 PM,10,-2,73,0,2007,Embraer,E190,0
44574,19,B6,97,N958JB,JFK,DEN,1/13/2022,7:57:00 PM,1/13/2022,8:00:00 PM,17,-3,230,0,2015,Airbus,A321,0
44574,19,DL,1077,N873DN,JFK,DEN,1/13/2022,7:55:00 PM,1/13/2022,7:59:00 PM,21,-4,239,0,2017,Boeing,B739,0
44574,8,DL,1170,N721TW,JFK,DEN,1/13/2022,8:02:00 AM,1/13/2022,8:05:00 AM,17,-3,233,0,1999,Boeing,B752,0
44574,13,DL,1175,N354NB,JFK,AUS,1/13/2022,1:25:00 PM,1/13/2022,1:05:00 PM,16,20,206,0,2002,Airbus,A319,0
44574,16,9E,4829,N311PQ,JFK,RDU,1/13/2022,4:46:00 PM,1/13/2022,4:55:00 PM,19,-9,72,0,2014,Bombardier,CRJ9,0
44574,8,9E,4873,N313PQ,JFK,RDU,1/13/2022,8:04:00 AM,1/13/2022,8:15:00 AM,24,-11,74,0,2014,Bombardier,CRJ9,0
44574,11,9E,5113,N311PQ,JFK,RDU,1/13/2022,11:37:00 AM,1/13/2022,11:42:00 AM,17,-5,71,0,2014,Bombardier,CRJ9,0
44574,19,9E,5247,N176PQ,JFK,RDU,1/13/2022,7:09:00 PM,1/13/2022,7:20:00 PM,20,-11,72,0,2008,Bombardier,CRJ9,0
44574,13,YX,5619,N201JQ,JFK,RDU,1/13/2022,1:46:00 PM,1/13/2022,1:35:00 PM,17,11,74,0,2008,Embraer,E75L,0
44574,18,DL,655,N329NB,JFK,AUS,1/13/2022,6:50:00 PM,1/13/2022,6:39:00 PM,8,11,196,0,2001,Airbus,A319,0
44574,8,DL,659,N329NB,JFK,AUS,1/13/2022,8:25:00 AM,1/13/2022,8:30:00 AM,50,-5,203,0,2001,Airbus,A319,0
44575,17,AA,2772,N358PW,JFK,AUS,1/14/2022,5:25:00 PM,1/14/2022,5:29:00 PM,13,-4,219,0,2017,Boeing,B738,0
44575,7,AA,2813,N969NN,JFK,AUS,1/14/2022,7:55:00 AM,1/14/2022,8:00:00 AM,14,-5,203,0,2015,Boeing,B738,0
44575,14,YX,4503,N128HQ,JFK,RDU,1/14/2022,2:21:00 PM,1/14/2022,2:30:00 PM,35,-9,76,0,2008,Embraer,E75L,0
44575,16,YX,4540,N129HQ,JFK,RDU,1/14/2022,4:42:00 PM,1/14/2022,4:45:00 PM,30,-3,76,0,2008,Embraer,E75L,0
44575,12,YX,4628,N448YX,JFK,RDU,1/14/2022,12:52:00 PM,1/14/2022,1:00:00 PM,30,-8,78,0,2020,Embraer,E75L,0
44575,7,YX,4926,N428YX,JFK,RDU,1/14/2022,7:37:00 AM,1/14/2022,7:40:00 AM,32,-3,75,0,2014,Embraer,E75L,0
44575,17,B6,1185,N354JB,JFK,RDU,1/14/2022,5:54:00 PM,1/14/2022,5:29:00 PM,16,25,71,0,2013,Embraer,E190,0
44575,21,B6,1295,N806JB,JFK,AUS,1/14/2022,9:32:00 PM,1/14/2022,8:40:00 PM,17,52,221,0,2012,Airbus,A320,0
44575,12,B6,285,N198JB,JFK,RDU,1/14/2022,12:12:00 PM,1/14/2022,12:20:00 PM,17,-8,72,0,2006,Embraer,E190,0
44575,13,B6,295,N566JB,JFK,AUS,1/14/2022,1:35:00 PM,1/14/2022,1:44:00 PM,17,-9,208,0,2003,Airbus,A320,0
44575,20,B6,385,N249JB,JFK,RDU,1/14/2022,8:42:00 PM,1/14/2022,8:40:00 PM,19,2,67,0,2006,Embraer,E190,0
44575,5,B6,585,N661JB,JFK,RDU,1/14/2022,5:54:00 AM,1/14/2022,6:00:00 AM,54,-6,72,0,2007,Airbus,A320,0
44575,20,B6,97,N971JT,JFK,DEN,1/14/2022,8:24:00 PM,1/14/2022,8:00:00 PM,22,24,228,0,2016,Airbus,A321,0
44575,19,DL,1077,N880DN,JFK,DEN,1/14/2022,7:56:00 PM,1/14/2022,7:59:00 PM,29,-3,225,0,2017,Boeing,B739,0
44575,8,DL,1170,N710TW,JFK,DEN,1/14/2022,8:00:00 AM,1/14/2022,8:05:00 AM,13,-5,253,0,1997,Boeing,B752,0
44575,13,DL,1175,N347NB,JFK,AUS,1/14/2022,1:04:00 PM,1/14/2022,1:05:00 PM,24,-1,212,0,2002,Airbus,A319,0
44575,16,9E,4829,N582CA,JFK,RDU,1/14/2022,4:45:00 PM,1/14/2022,4:55:00 PM,21,-10,73,0,2008,Bombardier,CRJ9,0
44575,8,9E,4873,N607LR,JFK,RDU,1/14/2022,8:10:00 AM,1/14/2022,8:15:00 AM,49,-5,70,0,2008,Bombardier,CRJ9,0
44575,11,9E,5113,N678CA,JFK,RDU,1/14/2022,11:38:00 AM,1/14/2022,11:42:00 AM,37,-4,69,0,2007,Bombardier,CRJ9,0
44575,19,9E,5247,N320PQ,JFK,RDU,1/14/2022,7:16:00 PM,1/14/2022,7:20:00 PM,17,-4,71,0,2014,Bombardier,CRJ9,0
44575,13,YX,5619,N201JQ,JFK,RDU,1/14/2022,1:33:00 PM,1/14/2022,1:35:00 PM,13,-2,72,0,2008,Embraer,E75L,0
44575,18,DL,655,N354NB,JFK,AUS,1/14/2022,6:46:00 PM,1/14/2022,6:39:00 PM,20,7,215,0,2002,Airbus,A319,0
44575,8,DL,659,N354NB,JFK,AUS,1/14/2022,8:24:00 AM,1/14/2022,8:30:00 AM,18,-6,205,0,2002,Airbus,A319,0
44576,17,AA,2772,N833NN,JFK,AUS,1/15/2022,5:23:00 PM,1/15/2022,5:29:00 PM,23,-6,222,0,2010,Boeing,B738,0
44576,7,AA,2813,N941NN,JFK,AUS,1/15/2022,7:52:00 AM,1/15/2022,7:59:00 AM,16,-7,232,0,2013,Boeing,B738,0
44576,14,YX,4503,N447YX,JFK,RDU,1/15/2022,2:22:00 PM,1/15/2022,2:30:00 PM,18,-8,82,0,2015,Embraer,E75L,0
44576,16,YX,4540,N431YX,JFK,RDU,1/15/2022,4:43:00 PM,1/15/2022,4:45:00 PM,24,-2,82,0,2014,Embraer,E75L,0
44576,12,YX,4628,N429YX,JFK,RDU,1/15/2022,12:50:00 PM,1/15/2022,1:00:00 PM,40,-10,74,0,2014,Embraer,E75L,0
44576,7,YX,4926,N119HQ,JFK,RDU,1/15/2022,7:31:00 AM,1/15/2022,7:40:00 AM,24,-9,77,0,2007,Embraer,E75L,0
44576,17,B6,1185,N279JB,JFK,RDU,1/15/2022,5:23:00 PM,1/15/2022,5:29:00 PM,13,-6,78,0,2007,Embraer,E190,0
44576,13,B6,285,N339JB,JFK,RDU,1/15/2022,1:25:00 PM,1/15/2022,12:20:00 PM,18,65,76,0,2011,Embraer,E190,0
44576,15,B6,295,N959JB,JFK,AUS,1/15/2022,3:27:00 PM,1/15/2022,1:44:00 PM,16,103,217,0,2015,Airbus,A321,0
44576,22,B6,385,N190JB,JFK,RDU,1/15/2022,10:27:00 PM,1/15/2022,8:40:00 PM,15,107,74,0,2005,Embraer,E190,0
44576,5,B6,585,N594JB,JFK,RDU,1/15/2022,5:57:00 AM,1/15/2022,6:00:00 AM,33,-3,73,0,2004,Airbus,A320,0
44576,6,B6,795,N571JB,JFK,AUS,1/15/2022,6:51:00 AM,1/15/2022,6:59:00 AM,14,-8,227,0,2003,Airbus,A320,0
44576,22,B6,97,N2002J,JFK,DEN,1/15/2022,10:40:00 PM,1/15/2022,8:00:00 PM,15,160,220,0,2019,Airbus,A21N,0
44576,21,DL,1077,N869DN,JFK,DEN,1/15/2022,9:32:00 PM,1/15/2022,7:59:00 PM,20,93,217,0,2016,Boeing,B739,0
44576,7,DL,1170,N703TW,JFK,DEN,1/15/2022,7:59:00 AM,1/15/2022,7:59:00 AM,17,0,229,0,1996,Boeing,B752,0
44576,16,9E,4829,N301PQ,JFK,RDU,1/15/2022,4:55:00 PM,1/15/2022,4:55:00 PM,23,0,79,0,2013,Bombardier,CRJ9,0
44576,8,9E,4873,N298PQ,JFK,RDU,1/15/2022,8:20:00 AM,1/15/2022,8:15:00 AM,13,5,74,0,2013,Bombardier,CRJ9,0
44576,10,9E,5113,N296PQ,JFK,RDU,1/15/2022,10:54:00 AM,1/15/2022,11:00:00 AM,27,-6,75,0,2013,Bombardier,CRJ9,0
44576,19,9E,5247,N349PQ,JFK,RDU,1/15/2022,7:25:00 PM,1/15/2022,7:30:00 PM,32,-5,79,0,2015,Bombardier,CRJ9,0
44576,13,9E,5447,N329PQ,JFK,RDU,1/15/2022,1:30:00 PM,1/15/2022,1:35:00 PM,18,-5,80,0,2014,Bombardier,CRJ9,0
44576,18,DL,655,N347NB,JFK,AUS,1/15/2022,6:56:00 PM,1/15/2022,6:39:00 PM,19,17,219,0,2002,Airbus,A319,0
44576,8,DL,659,N347NB,JFK,AUS,1/15/2022,8:24:00 AM,1/15/2022,8:30:00 AM,28,-6,227,0,2002,Airbus,A319,0
44577,17,AA,2772,N928NN,JFK,AUS,1/16/2022,5:24:00 PM,1/16/2022,5:29:00 PM,17,-5,206,0,2013,Boeing,B738,0
44577,7,AA,2813,N941NN,JFK,AUS,1/16/2022,7:59:00 AM,1/16/2022,8:00:00 AM,13,-1,221,0,2013,Boeing,B738,0
44577,14,YX,4503,N411YX,JFK,RDU,1/16/2022,2:20:00 PM,1/16/2022,2:30:00 PM,25,-10,85,0,2013,Embraer,E75L,0
44577,0,YX,4533,N425YX,JFK,RDU,1/16/2022,12:00:00 AM,1/16/2022,9:40:00 PM,0,0,0,2,2014,Embraer,E75L,0
44577,0,YX,4540,N447YX,JFK,RDU,1/16/2022,12:00:00 AM,1/16/2022,4:45:00 PM,0,0,0,2,2015,Embraer,E75L,0
44577,19,B6,1185,N368JB,JFK,RDU,1/16/2022,7:41:00 PM,1/16/2022,5:29:00 PM,34,132,78,0,2013,Embraer,E190,0
44577,0,B6,1295,N834JB,JFK,AUS,1/16/2022,12:00:00 AM,1/16/2022,8:40:00 PM,0,0,0,1,2013,Airbus,A320,0
44577,13,B6,285,N231JB,JFK,RDU,1/16/2022,1:27:00 PM,1/16/2022,12:20:00 PM,15,67,82,0,2006,Embraer,E190,0
44577,14,B6,295,N964JT,JFK,AUS,1/16/2022,2:04:00 PM,1/16/2022,1:44:00 PM,17,20,205,0,2016,Airbus,A321,0
44577,21,B6,385,N318JB,JFK,RDU,1/16/2022,9:32:00 PM,1/16/2022,8:40:00 PM,48,52,80,0,2010,Embraer,E190,0
44577,0,B6,585,N763JB,JFK,RDU,1/16/2022,12:00:00 AM,1/16/2022,5:59:00 AM,0,0,0,3,2008,Airbus,A320,0
44577,21,B6,97,N970JB,JFK,DEN,1/16/2022,9:40:00 PM,1/16/2022,8:00:00 PM,48,100,217,0,2016,Airbus,A321,0
44577,20,DL,1077,N804DN,JFK,DEN,1/16/2022,8:11:00 PM,1/16/2022,7:59:00 PM,87,12,213,0,2013,Boeing,B739,0
44577,7,DL,1170,N721TW,JFK,DEN,1/16/2022,7:52:00 AM,1/16/2022,7:59:00 AM,18,-7,230,0,1999,Boeing,B752,0
44577,13,DL,1175,N347NB,JFK,AUS,1/16/2022,1:29:00 PM,1/16/2022,1:05:00 PM,14,24,205,0,2002,Airbus,A319,0
44577,0,9E,4829,N200PQ,JFK,RDU,1/16/2022,12:00:00 AM,1/16/2022,4:55:00 PM,0,0,0,2,2008,Bombardier,CRJ9,0
44577,8,9E,4873,N297PQ,JFK,RDU,1/16/2022,8:07:00 AM,1/16/2022,8:15:00 AM,22,-8,77,0,2013,Bombardier,CRJ9,0
44577,0,9E,5113,N200PQ,JFK,RDU,1/16/2022,12:00:00 AM,1/16/2022,11:42:00 AM,0,0,0,2,2008,Bombardier,CRJ9,0
44577,20,9E,5247,N901XJ,JFK,RDU,1/16/2022,8:19:00 PM,1/16/2022,7:20:00 PM,132,59,80,0,2007,Bombardier,CRJ9,0
44577,14,YX,5619,N208JQ,JFK,RDU,1/16/2022,2:15:00 PM,1/16/2022,1:35:00 PM,24,40,86,0,2008,Embraer,E75L,0
44577,18,DL,655,N346NB,JFK,AUS,1/16/2022,6:38:00 PM,1/16/2022,6:39:00 PM,47,-1,212,0,2002,Airbus,A319,0
44577,8,DL,659,N346NB,JFK,AUS,1/16/2022,8:25:00 AM,1/16/2022,8:30:00 AM,15,-5,217,0,2002,Airbus,A319,0
44578,17,AA,2772,N958NN,JFK,AUS,1/17/2022,5:37:00 PM,1/17/2022,5:29:00 PM,13,8,206,0,2014,Boeing,B738,0
44578,8,AA,2813,N955NN,JFK,AUS,1/17/2022,8:00:00 AM,1/17/2022,8:00:00 AM,25,0,213,0,2014,Boeing,B738,1
44578,15,YX,4503,N426YX,JFK,RDU,1/17/2022,3:26:00 PM,1/17/2022,2:30:00 PM,25,56,72,0,2014,Embraer,E75L,0
44578,22,YX,4533,N453YX,JFK,RDU,1/17/2022,10:07:00 PM,1/17/2022,9:40:00 PM,29,27,69,0,2021,Embraer,E75L,1
44578,16,YX,4540,N430YX,JFK,RDU,1/17/2022,4:49:00 PM,1/17/2022,4:45:00 PM,21,4,71,0,2014,Embraer,E75L,0
